"Gene1","Gene2","CRC_cor","CRC_pVal","adenoma_cor","adenoma_pVal","zScoreDiff","pValDiff","empPVals","pValDiff_adj","Classes","type","abs_zScoreDiff"
"Romboutsia ilealis","Rhizophagus irregularis",0.281697843472977,9.97372406885688e-10,-0.0254008435995434,0.635797492684544,-4.41029681693403,1.03229025660981e-05,0.0166666666666667,0.364886873517108,"+/0","Intersect",4.41029681693403
"Erysiphe pulchra","Pseudocercospora musae",-0.0909253187358283,0.0528625763049853,0.219194294611023,3.52654798532193e-05,4.39706460792545,1.09724691893951e-05,0.0169642857142857,0.364886873517108,"0/+","Eukaryota",4.39706460792545
"Schizosaccharomyces pombe","Edhazardia aedis",0.360547751981255,2.22044604925031e-15,0.0647709909035988,0.226782343625929,-4.37839497972373,1.19556528469851e-05,0.0169642857142857,0.364886873517108,"+/0","Eukaryota",4.37839497972373
"Parvimonas micra","Dialister pneumosintes",0.350987052201459,1.31006316905768e-14,0.054667225449404,0.307807049756748,-4.36710363978847,1.25904993597883e-05,0.0170634920634921,0.364886873517108,"+/0","Bacteria",4.36710363978847
"Moniliophthora perniciosa","Thielaviopsis punctulata",0.274363915736108,2.7767885768526e-09,-0.0234913901708095,0.661406621188934,-4.27223167303739,1.93526358431818e-05,0.0180555555555556,0.364886873517108,"+/0","Eukaryota",4.27223167303739
"Gemella morbillorum","Prevotella intermedia",0.303713474625337,3.83677534188109e-11,0.0109343943570067,0.838480024005961,-4.23859297714024,2.24925028017792e-05,0.0183531746031746,0.364886873517108,"+/0","Bacteria",4.23859297714024
"Parvimonas micra","Moniliophthora perniciosa",0.0436543708416506,0.353389968492189,0.33188332400319,1.91322069298394e-10,4.21885494506684,2.45546177266139e-05,0.0186011904761905,0.364886873517108,"0/+","Intersect",4.21885494506684
"Streptococcus milleri","Albugo candida",0.266759937647057,7.77796271833608e-09,-0.022181399096256,0.679209288931012,-4.13897936161858,3.48854327489786e-05,0.0195436507936508,0.364886873517108,"+/0","Intersect",4.13897936161858
"[Candida] arabinofermentans","Hyaloscypha variabilis",0.172547728002418,0.000220640534149386,0.437445132626525,0,4.12803205698623,3.65881115876022e-05,0.019593253968254,0.364886873517108,"+/+","Eukaryota",4.12803205698623
"Gemella morbillorum","Pichia kudriavzevii",0.274984278706961,2.54937626564811e-09,-0.0110366414071099,0.836990660515029,-4.10715780773204,4.00557571826895e-05,0.0196924603174603,0.364886873517108,"+/0","Intersect",4.10715780773204
"Pichia kudriavzevii","Aspergillus ochraceoroseus",0.178335191142556,0.000133437341103715,0.43645187538294,0,4.02721850353904,5.64405772401067e-05,0.0202380952380952,0.364886873517108,"+/+","Eukaryota",4.02721850353904
"Fusobacterium periodonticum","Pneumocystis murina",-0.0537916223355326,0.252697674772948,0.225503755484087,2.05640989339173e-05,3.9671997653743,7.2722035628556e-05,0.0209821428571429,0.364886873517108,"0/+","Intersect",3.9671997653743
"Clostridium beijerinckii","Pichia kudriavzevii",0.374811616756441,0,0.111031646472226,0.0378750282887932,-3.95637954093984,7.60942310813574e-05,0.021031746031746,0.364886873517108,"+/+","Intersect",3.95637954093984
"Fusobacterium periodonticum","Moniliophthora perniciosa",0.0463254746667897,0.324684326173873,0.314521407618353,1.78257808514104e-09,3.90986536505191,9.2347577992334e-05,0.0212797619047619,0.364886873517108,"0/+","Intersect",3.90986536505191
"Gemella morbillorum","Lactococcus garvieae",0.265515433551946,9.17821929569129e-09,-0.0063127098349931,0.906322261112888,-3.89794820002744,9.70111603922358e-05,0.0214781746031746,0.364886873517108,"+/0","Bacteria",3.89794820002744
"Streptococcus milleri","Colletotrichum fioriniae",0.033991722209928,0.469997491322281,0.302509645144561,7.69272956446798e-09,3.89695718933071,9.74088298219398e-05,0.0214781746031746,0.364886873517108,"0/+","Intersect",3.89695718933071
"Pseudobutyrivibrio xylanivorans","Streptococcus salivarius",0.27337107263539,3.18228421392064e-09,0.0037076497881547,0.944897382661852,-3.87624487221983,0.000106080928412673,0.0215277777777778,0.364886873517108,"+/0","Bacteria",3.87624487221983
"Anaerostipes hadrus","Aspergillus rambellii",-0.0641452237722212,0.172442485890633,0.208197412189616,8.70298357316113e-05,3.8583739346937,0.000114143918060606,0.0218253968253968,0.364886873517108,"0/+","Intersect",3.8583739346937
"[Eubacterium] eligens","Streptococcus equinus",0.180230129675326,0.000112789446020001,-0.0929328319999526,0.0825366995693979,-3.8570090954603,0.000114782892858697,0.021875,0.364886873517108,"+/0","Bacteria",3.8570090954603
"Clostridium beijerinckii","Albugo candida",0.275267418700906,2.45169307078186e-09,0.00903585446446834,0.866233941359048,-3.83034300563435,0.000127964756229657,0.0221230158730159,0.364886873517108,"+/0","Intersect",3.83034300563435
"Aspergillus rambellii","Phytopythium vexans",-0.0726910975541374,0.121953451439277,0.194585259152314,0.000249862193783201,3.77992744050905,0.000156874068344992,0.0229662698412698,0.364886873517108,"0/+","Eukaryota",3.77992744050905
"Fusobacterium nucleatum","Trichoderma atroviride",-0.00961580509619935,0.838098359838879,0.253016762877236,1.62822720284339e-06,3.75655987104169,0.000172265073102753,0.0232142857142857,0.364886873517108,"0/+","Intersect",3.75655987104169
"Fusobacterium periodonticum","Streptococcus milleri",0.0195893070662584,0.677202168295846,0.280135110883526,9.86586230489195e-08,3.75638445860926,0.000172385803789844,0.0232142857142857,0.364886873517108,"0/+","Bacteria",3.75638445860926
"Sphaerulina musiva","Trichoderma atroviride",-0.0934812445863733,0.0465138153592992,0.172246610882404,0.00121590002061622,3.74937073780247,0.00017727884461832,0.0233134920634921,0.364886873517108,"-/+","Eukaryota",3.74937073780247
"Rhizophagus irregularis","Erysiphe pulchra",-0.0889683706734217,0.0581977603712263,0.174873038125603,0.00101902281277333,3.72356488584758,0.000196429347234262,0.0237599206349206,0.364886873517108,"0/+","Eukaryota",3.72356488584758
"Clostridium beijerinckii","Pneumocystis murina",0.297894049729846,9.32853794211042e-11,0.0419936273592194,0.433530858820545,-3.71369705038093,0.00020425328798153,0.023859126984127,0.364886873517108,"+/0","Intersect",3.71369705038093
"Fusobacterium nucleatum","Sphaerulina musiva",0.267543112965833,7.00541713527514e-09,0.00928190827823957,0.862626953970513,-3.71012354797788,0.00020715812670229,0.0239087301587302,0.364886873517108,"+/0","Intersect",3.71012354797788
"Phytopythium vexans","Thielaviopsis punctulata",-0.10699260515046,0.0226086184441781,0.155512381349742,0.00353724757887464,3.69968738231188,0.000215865208262652,0.0240575396825397,0.364886873517108,"-/+","Eukaryota",3.69968738231188
"Fusobacterium nucleatum","Streptococcus equinus",-0.0312505501652108,0.506568281558418,0.228541658042363,1.57732350811735e-05,3.69580425016235,0.000219191812086919,0.0240575396825397,0.364886873517108,"0/+","Bacteria",3.69580425016235
"Erysiphe pulchra","Albugo candida",-0.0657378245498002,0.16200936016445,0.195294669572227,0.000236904736306442,3.69241181011216,0.000222137382134052,0.024156746031746,0.364886873517108,"0/+","Eukaryota",3.69241181011216
"Butyrivibrio proteoclasticus","Prevotella intermedia",0.0019595490614367,0.966787607914876,0.257613417142953,1.03450435462449e-06,3.66331496432594,0.000248972086499054,0.0244543650793651,0.364886873517108,"0/+","Bacteria",3.66331496432594
"Cordyceps sp. RAO-2017","Thielaviopsis punctulata",-0.0603302676582037,0.199457446209717,0.198433482066237,0.000186754801206224,3.66211033572256,0.000250146071570285,0.0244543650793651,0.364886873517108,"0/+","Eukaryota",3.66211033572256
"Parvimonas micra","Phytopythium vexans",-0.00621864221407268,0.894874886720468,0.248371866936922,2.5523590079235e-06,3.63957361480727,0.000273089860572177,0.0247519841269841,0.364886873517108,"0/+","Intersect",3.63957361480727
"Fusobacterium periodonticum","Streptococcus salivarius",-0.0184527778977065,0.694963711528959,0.236578080853293,7.68397242012497e-06,3.63544876156492,0.000277497147174101,0.0247519841269841,0.364886873517108,"0/+","Bacteria",3.63544876156492
"Anaerostipes hadrus","Clostridium beijerinckii",0.380102098669931,0,0.142028822699743,0.00778826270265887,-3.60159219686924,0.000316274218222672,0.0249007936507936,0.364886873517108,"+/+","Bacteria",3.60159219686924
"Lactobacillus ruminis","Bifidobacterium longum",-0.0311583346674302,0.507823960439342,0.221885704018503,2.80706611763826e-05,3.59632095499133,0.000322749547965369,0.0249007936507936,0.364886873517108,"0/+","Bacteria",3.59632095499133
"Prevotella intermedia","Thielaviopsis punctulata",-0.0392948362272311,0.403559862734842,0.214056222944279,5.40951578904547e-05,3.59529274928991,0.000324026998393557,0.0249007936507936,0.364886873517108,"0/+","Intersect",3.59529274928991
"Porphyromonas asaccharolytica","Debaryomyces hansenii",-0.0177386624475736,0.706210564838456,0.23348046211997,1.01692672855869e-05,3.57952967386961,0.000344213162286196,0.025,0.364886873517108,"0/+","Intersect",3.57952967386961
"Parvimonas micra","Pneumocystis murina",-0.052248498607787,0.266584255265006,0.20035571460256,0.000161146121461897,3.57660649629972,0.000348083546380347,0.0251488095238095,0.364886873517108,"0/+","Intersect",3.57660649629972
"Pseudobutyrivibrio xylanivorans","Streptococcus thermophilus",0.283275314891499,7.97060417667694e-10,0.0383595502840964,0.474400480062597,-3.54106370557608,0.000398517344277207,0.0256944444444444,0.364886873517108,"+/0","Bacteria",3.54106370557608
"[Eubacterium] eligens","Pichia kudriavzevii",0.237551596602145,3.03741357843279e-07,-0.00910031942577354,0.865288655980158,-3.51889617631824,0.000433346259828254,0.0259424603174603,0.364886873517108,"+/0","Intersect",3.51889617631824
"Fusobacterium nucleatum","Edhazardia aedis",0.0248879712633072,0.596864496326063,0.26680062038317,4.07026973014979e-07,3.48031114559756,0.000500831774948475,0.0266865079365079,0.364886873517108,"0/+","Intersect",3.48031114559756
"Fusobacterium nucleatum","Streptococcus salivarius",-0.0233765674925762,0.619340162612412,0.220736719207365,3.09533197970779e-05,3.47034454798874,0.000519791125018732,0.026984126984127,0.364886873517108,"0/+","Bacteria",3.47034454798874
"Naumovozyma dairenensis","Choanephora cucurbitarum",0.0463851535023463,0.32406075028544,0.28512333792245,5.69342561984598e-08,3.4566241793663,0.000546987119256138,0.0271329365079365,0.364886873517108,"0/+","Eukaryota",3.4566241793663
"Prevotella intermedia","Trichoderma atroviride",-0.027504992754257,0.558849376223796,0.215241411640608,4.90557353112209e-05,3.44740068022102,0.000566008472364699,0.027281746031746,0.364886873517108,"0/+","Intersect",3.44740068022102
"Pseudobutyrivibrio xylanivorans","Pichia kudriavzevii",0.334157786502718,2.64011035255862e-13,0.101325512506651,0.0582619249536078,-3.44255644197237,0.000576243602340819,0.0274305555555556,0.364886873517108,"+/0","Intersect",3.44255644197237
"Streptococcus milleri","Trichoderma atroviride",-0.0331005616495712,0.481724723763465,0.208431726993162,8.54118538147208e-05,3.42598953700831,0.000612563978442605,0.0276785714285714,0.364886873517108,"0/+","Intersect",3.42598953700831
"Anaerostipes hadrus","Pneumocystis murina",0.229042895551309,8.11637814068789e-07,-0.010575355778172,0.843714426345969,-3.41353921230151,0.000641249299038069,0.027827380952381,0.364886873517108,"+/0","Intersect",3.41353921230151
"Streptococcus anginosus","Albugo candida",0.196998745931903,2.36373782676047e-05,-0.0430263140033668,0.42229805079398,-3.3982216226118,0.000678254507156856,0.0280753968253968,0.364886873517108,"+/0","Intersect",3.3982216226118
"[Eubacterium] eligens","Schizosaccharomyces pombe",0.172564551399577,0.000220323267848599,-0.0667743411274498,0.212707175987129,-3.37751666433297,0.000731435210187106,0.028422619047619,0.364886873517108,"+/0","Intersect",3.37751666433297
"Sphaerulina musiva","Colletotrichum fioriniae",-0.0977599496039566,0.0373200360910768,0.141817893047176,0.00788110852873047,3.37290786466966,0.000743788367149491,0.0285714285714286,0.364886873517108,"-/+","Eukaryota",3.37290786466966
"Fusobacterium periodonticum","Edhazardia aedis",-0.0681832479799917,0.146923987613172,0.168413938349355,0.00156646195197485,3.33747193687676,0.000845442590354128,0.0290178571428571,0.364886873517108,"0/+","Intersect",3.33747193687676
"Fusobacterium periodonticum","Aspergillus rambellii",0.0379799104218223,0.419488597660972,0.268485061105699,3.41729814667957e-07,3.32219688923791,0.000893116487144189,0.0296130952380952,0.364886873517108,"0/+","Intersect",3.32219688923791
"Anaerostipes hadrus","Streptococcus thermophilus",0.231094171140545,6.42604454759166e-07,-0.00171178766967181,0.974543763091149,-3.31973999601436,0.00090101321426241,0.0297619047619048,0.364886873517108,"+/0","Bacteria",3.31973999601436
"Aspergillus ochraceoroseus","Thielaviopsis punctulata",0.224337980109291,1.37542090117293e-06,-0.00799383261573828,0.881539188907198,-3.30792746508488,0.000939891499393872,0.0298115079365079,0.364886873517108,"+/0","Eukaryota",3.30792746508488
"Colletotrichum fioriniae","Baudoinia panamericana",0.0798567273478036,0.0892149152778621,0.305681895997724,5.26194332550745e-09,3.30141248749442,0.000961993395829886,0.0298115079365079,0.364886873517108,"0/+","Eukaryota",3.30141248749442
"Streptococcus salivarius","Streptococcus thermophilus",0.357377155475139,3.99680288865056e-15,0.138012321736543,0.00973452243046147,-3.2906144673911,0.00099968819822443,0.0300099206349206,0.364886873517108,"+/+","Bacteria",3.2906144673911
"Aspergillus rambellii","Aspergillus ochraceoroseus",0.209637672592536,6.64839547859231e-06,-0.0219301519357706,0.682644557266515,-3.28709885034716,0.00101225294447915,0.0301587301587302,0.364886873517108,"+/0","Eukaryota",3.28709885034716
"Fusobacterium periodonticum","Streptococcus equinus",-0.024624290254992,0.600758910880029,0.207048260855876,9.53909751972848e-05,3.28694044602876,0.00101282250531156,0.0301587301587302,0.364886873517108,"0/+","Bacteria",3.28694044602876
"Gemella morbillorum","Streptococcus anginosus",0.285632412964715,5.68673552692189e-10,0.0599733784382885,0.263143155666834,-3.27355341538971,0.00106204315363504,0.0304563492063492,0.364886873517108,"+/0","Bacteria",3.27355341538971
"Moniliophthora perniciosa","Phytopythium vexans",-0.0130822459844583,0.781019674300069,0.215410442853747,4.837420535031e-05,3.24782025909347,0.00116292708176796,0.0308035714285714,0.364886873517108,"0/+","Eukaryota",3.24782025909347
"Butyrivibrio proteoclasticus","Streptococcus salivarius",0.209194696346468,6.95993536803385e-06,-0.0180697695026318,0.736212930826755,-3.22652845949183,0.00125301770234979,0.0312996031746032,0.364886873517108,"+/0","Bacteria",3.22652845949183
"Trichoderma atroviride","Aspergillus ochraceoroseus",-0.0319493973275076,0.497105366428746,0.195239304803424,0.000237892943221407,3.21725598179592,0.00129423068896207,0.0313492063492063,0.364886873517108,"0/+","Eukaryota",3.21725598179592
