Gene1,Gene2,CRC_cor,CRC_pVal,CTRL_cor,CTRL_pVal,zScoreDiff,pValDiff,empPVals,pValDiff_adj,Classes,color,width
Streptococcus equinus,Streptococcus milleri,0.398083664,0,0.542320291,0,2.894255293,0.00380059,0.037400794,0.446238122,+/+,pos,3
Fusobacterium nucleatum,Clostridium beijerinckii,0.010311053,0.826571677,0.191743769,9.69E-06,2.859541269,0.004242542,0.038194444,0.446238122,0/+,pos,1
Butyrivibrio proteoclasticus,Dialister pneumosintes,-0.024519778,0.602305651,0.148296236,0.000652828,2.70534794,0.006823288,0.043303571,0.446238122,0/+,pos,1
Streptococcus salivarius,Streptococcus equinus,0.600118226,0,0.698809954,0,2.669826381,0.007589048,0.044444444,0.446238122,+/+,pos,3
Pseudobutyrivibrio xylanivorans,Dialister pneumosintes,-0.028980358,0.537947611,0.138716777,0.001441341,2.622639618,0.008725151,0.046378968,0.446238122,0/+,pos,1
Adlercreutzia equolifaciens,Ruminococcus bicirculans,0.242495101,1.69E-07,0.092393399,0.034303869,-2.407365015,0.016068101,0.056696429,0.446238122,+/+,pos,1
Fusobacterium periodonticum,Streptococcus equinus,-0.02462429,0.600758911,0.129054383,0.003052944,2.401790478,0.01631505,0.056795635,0.446238122,0/+,pos,1
Clostridium beijerinckii,Bifidobacterium longum,-0.01902042,0.686071065,0.134418751,0.00202461,2.399497182,0.016417606,0.057142857,0.446598349,0/+,pos,1
Anaerostipes hadrus,[Eubacterium] eligens,0.295428842,1.35E-10,0.156665821,0.000314102,-2.279369168,0.02264513,0.064335317,0.452192757,+/+,pos,1
Pseudobutyrivibrio xylanivorans,Streptococcus equinus,0.226865953,1.04E-06,0.092685893,0.033736193,-2.145489757,0.03191371,0.072916667,0.468704091,+/+,pos,1
Porphyromonas asaccharolytica,Streptococcus milleri,-0.012194131,0.795544916,0.123162154,0.004712744,2.115238164,0.034409654,0.075694444,0.471497307,0/+,pos,1
Bifidobacterium catenulatum,Bifidobacterium angulatum,0.277825075,1.72E-09,0.148479056,0.000642734,-2.111403449,0.034737649,0.075892857,0.471497307,+/+,pos,1
Fusobacterium nucleatum,Porphyromonas asaccharolytica,0.144734274,0.001990235,0.274099934,1.68E-10,2.108211918,0.035012663,0.076388889,0.471497307,+/+,pos,1
Bifidobacterium catenulatum,Bifidobacterium pseudocatenulatum,0.389198483,0,0.272974199,2.01E-10,-2.034275537,0.041923822,0.081646825,0.471497307,+/+,pos,1
Romboutsia ilealis,Fusobacterium periodonticum,-0.010754167,0.819244402,0.109661057,0.011928648,1.879940061,0.060116247,0.095386905,0.501609031,0/+,pos,1
Dialister pneumosintes,Bifidobacterium catenulatum,-0.030048383,0.523064728,0.086993735,0.046337698,1.824147848,0.068129723,0.101785714,0.508506452,0/+,pos,1
Pseudobutyrivibrio xylanivorans,Butyrivibrio proteoclasticus,0.928909519,0,0.911550922,0,-1.769474056,0.076814797,0.108878968,0.51925666,+/+,pos,3
Gemella morbillorum,Romboutsia ilealis,0.230573365,6.82E-07,0.121693138,0.005237078,-1.74985859,0.080142718,0.111359127,0.525434992,+/+,pos,1
Lactobacillus ruminis,Bifidobacterium bifidum,0.015712785,0.738459323,0.125568467,0.003955475,1.719137456,0.085589346,0.114732143,0.531685813,0/+,pos,1
Butyrivibrio proteoclasticus,Adlercreutzia equolifaciens,0.290694171,2.72E-10,0.187234521,1.57E-05,-1.708777906,0.087492097,0.116220238,0.533239575,+/+,pos,1
Pseudobutyrivibrio xylanivorans,[Eubacterium] eligens,0.406823406,0,0.311661106,2.74E-13,-1.701931502,0.08876821,0.11671627,0.533679711,+/+,pos,2
Dialister pneumosintes,Porphyromonas asaccharolytica,0.204701738,1.10E-05,0.304724396,9.62E-13,1.665685954,0.095775981,0.122123016,0.538954977,+/+,pos,2
Romboutsia ilealis,Streptococcus thermophilus,0.265935757,8.68E-09,0.16539422,0.000140734,-1.641936729,0.100603117,0.126190476,0.550437094,+/+,pos,1
Roseburia intestinalis,[Eubacterium] eligens,0.189071899,5.03E-05,0.087515764,0.045037355,-1.612020114,0.106957563,0.130605159,0.552047944,+/+,pos,1
Dialister pneumosintes,Clostridium beijerinckii,0.030256067,0.52019532,0.128063079,0.003288362,1.532232356,0.125465107,0.142261905,0.572506921,0/+,pos,1
Lactococcus garvieae,Ruminococcus bicirculans,-0.007105218,0.87999356,0.087915729,0.044061943,1.481582471,0.138451426,0.150347222,0.577510397,0/+,pos,1
Dialister pneumosintes,Fusobacterium periodonticum,0.310662801,1.29E-11,0.226131079,1.63E-07,-1.418148921,0.156147291,0.160416667,0.580953549,+/+,pos,1
Pseudobutyrivibrio xylanivorans,Ruminococcus bicirculans,0.116701574,0.012837524,0.205242642,2.12E-06,1.414934327,0.157087752,0.161111111,0.580953549,+/+,pos,1
Prevotella intermedia,Bifidobacterium longum,-0.025590358,0.586546963,-0.115198179,0.008241043,-1.40174362,0.16099182,0.164136905,0.583561609,0/-,neg,2
Pseudobutyrivibrio xylanivorans,Adlercreutzia equolifaciens,0.276193309,2.16E-09,0.193884699,7.66E-06,-1.356166463,0.17504621,0.173759921,0.596776702,+/+,pos,1
Anaerostipes hadrus,Adlercreutzia equolifaciens,0.11126886,0.017707938,0.195157412,6.66E-06,1.337125809,0.181181574,0.177579365,0.597820819,+/+,pos,1
Streptococcus milleri,Streptococcus thermophilus,0.274843916,2.60E-09,0.193964638,7.60E-06,-1.332160543,0.182807439,0.178373016,0.597820819,+/+,pos,1
Bifidobacterium bifidum,Bifidobacterium longum,0.173199365,0.000208659,0.092987515,0.03315921,-1.270931029,0.203753186,0.191517857,0.603572704,+/+,pos,1
Streptococcus equinus,Streptococcus thermophilus,0.235430111,3.89E-07,0.310786044,3.21E-13,1.267486768,0.204981292,0.192361111,0.603572704,+/+,pos,2
Romboutsia ilealis,Streptococcus salivarius,0.042996399,0.360699365,0.122710856,0.004868547,1.249205616,0.211589878,0.19672619,0.610164831,0/+,pos,1
Anaerostipes hadrus,Lactococcus garvieae,0.025645558,0.585739615,0.105108848,0.015983906,1.242016856,0.214230343,0.198809524,0.612344358,0/+,pos,1
Butyrivibrio proteoclasticus,Romboutsia ilealis,0.332508284,3.51E-13,0.261111084,1.25E-09,-1.218652683,0.222976044,0.204315476,0.620682408,+/+,pos,1
Clostridium beijerinckii,Streptococcus thermophilus,0.235389582,3.91E-07,0.162179704,0.000190056,-1.186265034,0.235517651,0.21264881,0.629211328,+/+,pos,1
[Eubacterium] eligens,Ruminococcus bicirculans,0.181452112,0.00010111,0.110072322,0.011611543,-1.134942849,0.256399265,0.226537698,0.638464744,+/+,pos,1
Fusobacterium nucleatum,Dialister pneumosintes,0.396368401,0,0.455491292,0,1.12422055,0.260919473,0.229712302,0.642782243,+/+,pos,2
Pseudobutyrivibrio xylanivorans,Romboutsia ilealis,0.341510836,7.28E-14,0.280466078,6.04E-11,-1.051728253,0.292924245,0.251339286,0.654922479,+/+,pos,1
Parvimonas micra,Streptococcus milleri,0.07254637,0.122700163,0.137772932,0.001554285,1.026322279,0.304739699,0.258829365,0.661716361,0/+,pos,1
Bifidobacterium catenulatum,Bifidobacterium adolescentis,0.170744284,0.000257242,0.10960586,0.011971786,-0.970395784,0.331849249,0.280009921,0.677089308,+/+,pos,1
Streptococcus salivarius,Streptococcus thermophilus,0.357377155,4.00E-15,0.30247373,1.44E-12,-0.958734787,0.337692369,0.283978175,0.677089308,+/+,pos,2
Bifidobacterium adolescentis,Bifidobacterium longum,0.310429444,1.34E-11,0.358339018,0,0.839316219,0.401291884,0.330753968,0.689705985,+/+,pos,2
Anaerostipes hadrus,Roseburia intestinalis,0.165926172,0.000384751,0.11456914,0.008601269,-0.815078967,0.41502711,0.341170635,0.692346179,+/+,pos,1
Roseburia intestinalis,Adlercreutzia equolifaciens,0.05189689,0.269820229,0.103395421,0.017797981,0.806096687,0.420187101,0.345684524,0.697036332,0/+,pos,1
Parvimonas micra,Dialister pneumosintes,0.350987052,1.31E-14,0.308561466,4.82E-13,-0.740635862,0.458914257,0.378571429,0.70947229,+/+,pos,2
Romboutsia ilealis,Ruminococcus bicirculans,0.106099702,0.023768659,0.152820696,0.000441618,0.739274042,0.459740609,0.379265873,0.70947229,+/+,pos,1
Clostridium beijerinckii,Streptococcus salivarius,0.149164656,0.001435679,0.106069473,0.015039498,-0.681553417,0.495521379,0.408482143,0.713122214,+/+,pos,1
Roseburia intestinalis,Clostridium beijerinckii,0.195486734,2.74E-05,0.154982398,0.000364986,-0.650103708,0.515625235,0.426785714,0.723512548,+/+,pos,1
Romboutsia ilealis,Bifidobacterium bifidum,0.062282846,0.185268797,0.10011775,0.021774133,0.592497176,0.553517711,0.46046627,0.723834241,0/+,pos,1
Butyrivibrio proteoclasticus,[Eubacterium] eligens,0.411802263,0,0.382244089,0,-0.545891241,0.5851407,0.48968254,0.736379359,+/+,pos,2
Bifidobacterium catenulatum,Bifidobacterium longum,0.206004733,9.65E-06,0.238513783,3.17E-08,0.532012455,0.594717369,0.499603175,0.740667759,+/+,pos,1
Bifidobacterium angulatum,Bifidobacterium longum,0.089886344,0.055642036,0.123601832,0.004565296,0.530538596,0.595738556,0.500644841,0.740783979,0/+,pos,1
Butyrivibrio proteoclasticus,Roseburia intestinalis,0.341143868,7.77E-14,0.312030104,2.56E-13,-0.506989509,0.61216218,0.516418651,0.75478282,+/+,pos,2
Streptococcus anginosus,Streptococcus salivarius,0.523626346,0,0.546640016,0,0.501704931,0.615875095,0.519494048,0.75478282,+/+,pos,3
Anaerostipes hadrus,Prevotella intermedia,-0.083523798,0.075425863,-0.115419862,0.00811734,-0.501142768,0.616270649,0.519890873,0.75478282,0/-,neg,2
Porphyromonas asaccharolytica,Prevotella intermedia,0.101628231,0.030383135,0.125405992,0.004002908,0.37470771,0.707877857,0.616914683,0.791950582,+/+,pos,1
Fusobacterium nucleatum,Romboutsia ilealis,0.101574544,0.030471277,0.12210273,0.005085839,0.323370396,0.746414747,0.661011905,0.801686719,+/+,pos,1
Butyrivibrio proteoclasticus,Ruminococcus bicirculans,0.140818031,0.002636881,0.157904256,0.000280984,0.271846217,0.785740267,0.708928571,0.817231088,+/+,pos,1
Clostridium beijerinckii,Ruminococcus bicirculans,0.159284389,0.00065842,0.143859992,0.000947734,-0.245572016,0.806013554,0.734970238,0.823672691,+/+,pos,1
Roseburia intestinalis,Romboutsia ilealis,0.159435246,0.000650582,0.144752278,0.000880007,-0.233805134,0.815136264,0.745634921,0.827974857,+/+,pos,1
Fusobacterium nucleatum,Gemella morbillorum,0.258161199,2.40E-08,0.272061532,2.32E-10,0.232568997,0.816096104,0.747321429,0.828169524,+/+,pos,1
Pseudobutyrivibrio xylanivorans,Roseburia intestinalis,0.35482832,6.44E-15,0.367184122,0,0.22099958,0.82509276,0.75828373,0.832262203,+/+,pos,2
Streptococcus anginosus,Streptococcus thermophilus,0.306504104,2.49E-11,0.29460035,5.68E-12,-0.203552223,0.838703432,0.775694444,0.836175054,+/+,pos,1
Roseburia intestinalis,Ruminococcus bicirculans,0.08532181,0.069327932,0.096839815,0.026499846,0.18066215,0.85663277,0.799503968,0.838527163,0/+,pos,1
Roseburia intestinalis,Streptococcus salivarius,0.131357146,0.005058209,0.12097568,0.005511787,-0.164096268,0.86965536,0.816071429,0.842069277,+/+,pos,1
Bifidobacterium pseudocatenulatum,Bifidobacterium longum,0.13156076,0.004989875,0.122654397,0.004888362,-0.140813564,0.888017227,0.839434524,0.847860455,+/+,pos,1
Gemella morbillorum,Streptococcus milleri,0.13105611,0.005160784,0.138178098,0.001504841,0.112826921,0.910167775,0.869742063,0.861985536,+/+,pos,1
Butyrivibrio proteoclasticus,Escherichia coli,-0.082064274,0.080690638,-0.087095356,0.046082125,-0.078821997,0.937174208,0.907142857,0.869453759,0/-,neg,1
Anaerostipes hadrus,Bifidobacterium longum,0.15334756,0.001046127,0.149153729,0.00060672,-0.066762009,0.946771168,0.92093254,0.870351467,+/+,pos,1
Bifidobacterium angulatum,Bifidobacterium pseudocatenulatum,0.134970289,0.003962708,0.133820763,0.002121019,-0.018209665,0.985471592,0.976736111,0.87802185,+/+,pos,1
