"Gene1","Gene2","CRC_cor","CRC_pVal","adenoma_cor","adenoma_pVal","zScoreDiff","pValDiff","empPVals","pValDiff_adj","Classes","type","abs_zScoreDiff"
"Aspergillus rambellii","Sphaerulina musiva",0.749985883596759,0,0.117345750670602,0.0281583250651702,-11.9738805110039,4.86966269454906e-33,0.00237837837837838,0.309656480939702,"+/+","Eukaryota",11.9738805110039
"Fusobacterium nucleatum","Fusobacterium periodonticum",0.239842301673416,2.31628590086075e-07,0.799298887426295,0,11.9322474011897,8.03738528141005e-33,0.00241441441441441,0.309656480939702,"+/+","Bacteria",11.9322474011897
"Streptococcus equinus","Streptococcus sp. FDAARGOS 192",0.536645538071213,0,0.871291813627904,0,10.3487456903648,4.24004185758408e-25,0.00353153153153153,0.36857533460932,"+/+","Bacteria",10.3487456903648
"Streptococcus milleri","Streptococcus sp. HSISS2",0.798446800642006,0,0.348953931596483,1.85129689356245e-11,-10.2237546787056,1.55209982411169e-24,0.0036036036036036,0.36857533460932,"+/+","Bacteria",10.2237546787056
"Streptococcus sp. A12","Streptococcus sp. JS71",0.895047146820448,0,0.629677819105862,0,-9.88487590335668,4.84181331228894e-23,0.00403603603603604,0.36857533460932,"+/+","Bacteria",9.88487590335668
"Streptococcus sp. A12","Streptococcus sp. I-G2",0.901736758864469,0,0.652377255318744,0,-9.83093830565375,8.28432712489451e-23,0.00418018018018018,0.36857533460932,"+/+","Bacteria",9.83093830565375
"Streptococcus sp. HSISS3","Streptococcus sp. HSISS2",0.895333425623966,0,0.969133841147975,0,8.81773657381885,1.16796637846304e-18,0.0061981981981982,0.36857533460932,"+/+","Bacteria",8.81773657381885
"Aspergillus rambellii","Erysiphe pulchra",0.648528639317,0,0.147046276561523,0.00584879222495438,-8.74737793572962,2.18367376489257e-18,0.00634234234234234,0.36857533460932,"+/+","Eukaryota",8.74737793572962
"Streptococcus thermophilus","Pichia kudriavzevii",0.524526581240249,0,-0.0257105104647235,0.63168384437379,-8.51834659542541,1.61847232004942e-17,0.00688288288288288,0.36857533460932,"+/0","Intersect",8.51834659542541
"Sphaerulina musiva","Thielaviopsis punctulata",0.585766307473996,0,0.063272619947221,0.23773339388307,-8.51216844131032,1.70710345376409e-17,0.00691891891891892,0.36857533460932,"+/0","Eukaryota",8.51216844131032
"Streptococcus milleri","Streptococcus sp. HSISS1",0.748895238793384,0,0.36356295839787,2.23554508238522e-12,-8.25463685083806,1.52364804373258e-16,0.00720720720720721,0.36857533460932,"+/+","Bacteria",8.25463685083806
"Romboutsia ilealis","Clostridium beijerinckii",0.557451083681072,0,0.0606102835086399,0.25809794504483,-7.96046242244819,1.71397503992032e-15,0.00781981981981982,0.36857533460932,"+/0","Bacteria",7.96046242244819
"Streptococcus sp. I-P16","Streptococcus sp. A12",0.869936742011252,0,0.647083041400059,0,-7.87801453273767,3.32624040614636e-15,0.00803603603603604,0.36857533460932,"+/+","Bacteria",7.87801453273767
"Streptococcus sp. HSISS3","Pichia kudriavzevii",0.474010466912626,0,-0.0252707847591216,0.637528559779481,-7.56924497395216,3.75399647157816e-14,0.00875675675675676,0.36857533460932,"+/0","Intersect",7.56924497395216
"Porphyromonas asaccharolytica","Prevotella intermedia",0.101628230524607,0.0303831354684174,0.5637919215316,0,7.51165856128132,5.83828997147987e-14,0.00886486486486487,0.36857533460932,"+/+","Bacteria",7.51165856128132
"Streptococcus sp. I-G2","Streptococcus sp. HSISS2",0.659283323286372,0,0.257311387275255,1.06608420202825e-06,-7.39855429763899,1.37675097550866e-13,0.00908108108108108,0.36857533460932,"+/+","Bacteria",7.39855429763899
"Streptococcus equinus","Streptococcus sp. HSISS1",0.590352149145395,0,0.834852428978938,0,7.36236303573396,1.80682778033634e-13,0.00918918918918919,0.36857533460932,"+/+","Bacteria",7.36236303573396
"Streptococcus salivarius","Streptococcus milleri",0.68296440386617,0,0.30113889325365,9.05188812794222e-09,-7.33636981077312,2.19465087765078e-13,0.00926126126126126,0.36857533460932,"+/+","Bacteria",7.33636981077312
"Streptococcus sp. JS71","Streptococcus sp. HSISS3",0.597656278003573,0,0.176599808596061,0.000906067586401438,-7.15634709911372,8.28551980025323e-13,0.0098018018018018,0.36857533460932,"+/+","Bacteria",7.15634709911372
"Streptococcus sp. I-G2","Streptococcus sp. HSISS3",0.584702146930962,0,0.181292259757064,0.000654851196700612,-6.80956737232787,9.7892681160992e-12,0.0115315315315315,0.36857533460932,"+/+","Bacteria",6.80956737232787
"Gemella morbillorum","Dialister pneumosintes",0.542406907876547,0,0.129383680712773,0.0154320877170897,-6.68615307378514,2.29113377412511e-11,0.012,0.36857533460932,"+/+","Bacteria",6.68615307378514
"Streptococcus sp. JS71","Streptococcus sp. HSISS2",0.629835904511933,0,0.259587298909068,8.49144564663007e-07,-6.65858940279158,2.7646809843101e-11,0.0121801801801802,0.36857533460932,"+/+","Bacteria",6.65858940279158
"Streptococcus sp. I-P16","Streptococcus sp. JS71",0.965945208440464,0,0.986629656694679,0,6.61966918421455,3.60003606697188e-11,0.0123603603603604,0.36857533460932,"+/+","Bacteria",6.61966918421455
"Streptococcus sp. FDAARGOS 192","Pichia kudriavzevii",0.453330094337993,0,0.0196498638157812,0.714114675639031,-6.57110888866986,4.99419190460715e-11,0.0126126126126126,0.36857533460932,"+/0","Intersect",6.57110888866986
"Parvimonas micra","Romboutsia ilealis",0.0497460754599983,0.290198519895013,0.47672721995692,0,6.56721204312535,5.12660203044279e-11,0.0126126126126126,0.36857533460932,"0/+","Bacteria",6.56721204312535
"Butyrivibrio proteoclasticus","Clostridium beijerinckii",0.598981169257536,0,0.243646771015309,3.99603016099093e-06,-6.20249528736998,5.55748495521706e-10,0.0145225225225225,0.36857533460932,"+/+","Bacteria",6.20249528736998
"Streptococcus sp. I-P16","Streptococcus sp. I-G2",0.97044631003388,0,0.98769743572508,0,6.19758658204809,5.73355001690114e-10,0.0145945945945946,0.36857533460932,"+/+","Bacteria",6.19758658204809
"Aspergillus rambellii","Thielaviopsis punctulata",0.451689545262095,0,0.044818325663589,0.403214132758808,-6.18937499210456,6.04032329686475e-10,0.0146306306306306,0.36857533460932,"+/0","Eukaryota",6.18937499210456
"Streptococcus sp. HSISS2","Pichia kudriavzevii",0.399478038609797,0,-0.0157450576447301,0.76911897554841,-6.14458431606979,8.01731941380859e-10,0.014990990990991,0.36857533460932,"+/0","Intersect",6.14458431606979
"Streptococcus sp. HSISS1","Pichia kudriavzevii",0.418088912342412,0,0.0138700042380908,0.795968419587639,-6.04276018790674,1.51499754273058e-09,0.0154954954954955,0.36857533460932,"+/0","Intersect",6.04276018790674
"Bifidobacterium bifidum","Bifidobacterium adolescentis",0.0946071469010545,0.0439272492111353,0.481790328485814,0,6.02762583429126,1.66385697039214e-09,0.0155315315315315,0.36857533460932,"+/+","Bacteria",6.02762583429126
"Streptococcus anginosus","Streptococcus sp. HSISS2",0.58345806271861,0,0.236616139182588,7.65737997632243e-06,-5.97274217594295,2.33298448586228e-09,0.0158558558558559,0.36857533460932,"+/+","Bacteria",5.97274217594295
"Clostridium beijerinckii","Adlercreutzia equolifaciens",0.451677730808162,0,0.0609274367583433,0.255610700768917,-5.96293804474942,2.47742375994018e-09,0.0158918918918919,0.36857533460932,"+/0","Bacteria",5.96293804474942
"[Eubacterium] eligens","Streptococcus sp. FDAARGOS 192",0.316520551462595,5.05973041242669e-12,-0.0955386502820355,0.0742522776862686,-5.932177135562,2.98943845743352e-09,0.016,0.36857533460932,"+/0","Bacteria",5.932177135562
"Streptococcus anginosus","Streptococcus sp. JS71",0.591426788126722,0,0.253125300859439,1.61104356810604e-06,-5.89719335103355,3.69736521285445e-09,0.0161081081081081,0.36857533460932,"+/+","Bacteria",5.89719335103355
"Streptococcus salivarius","Pichia kudriavzevii",0.428725737966729,0,0.0422431913310448,0.430800635334716,-5.82658193032442,5.65740991344243e-09,0.0166126126126126,0.36857533460932,"+/0","Intersect",5.82658193032442
"Streptococcus sp. I-P16","Streptococcus sp. HSISS2",0.606174455771482,0,0.28174733169927,8.26947936793943e-08,-5.78745648999041,7.14601888428555e-09,0.0169009009009009,0.36857533460932,"+/+","Bacteria",5.78745648999041
"[Eubacterium] eligens","Streptococcus sp. HSISS3",0.32350112629793,1.60871316268185e-12,-0.0774797298837364,0.148036207860684,-5.78627582053724,7.19640159287176e-09,0.0169369369369369,0.36857533460932,"+/0","Bacteria",5.78627582053724
"Romboutsia ilealis","Pichia kudriavzevii",0.374952091635733,0,-0.0153982739470675,0.774064991014613,-5.73564510940131,9.71418798578488e-09,0.0171531531531532,0.36857533460932,"+/0","Intersect",5.73564510940131
"Brachyspira pilosicoli","Schizosaccharomyces pombe",0.380141622167843,0,-0.0087433199388591,0.870525911596588,-5.72719093948474,1.02107224253137e-08,0.0172252252252252,0.36857533460932,"+/0","Intersect",5.72719093948474
"Streptococcus anginosus","Streptococcus sp. I-G2",0.604106141983114,0,0.282798552495139,7.366011045562e-08,-5.72576103528719,1.02971080277143e-08,0.0172252252252252,0.36857533460932,"+/+","Bacteria",5.72576103528719
"Streptococcus sp. I-P16","Streptococcus sp. HSISS3",0.530069748866577,0,0.180908366193258,0.000672681733497882,-5.70410960591967,1.16952806900855e-08,0.0173693693693694,0.36857533460932,"+/+","Bacteria",5.70410960591967
"Streptococcus anginosus","Streptococcus sp. I-P16",0.609152319063372,0,0.292042220124195,2.60854995381976e-08,-5.6964699208885,1.22313458673527e-08,0.0174054054054054,0.36857533460932,"+/+","Bacteria",5.6964699208885
"Hyaloscypha variabilis","Choanephora cucurbitarum",0.161487412610127,0.000552198252930403,0.512613967110128,0,5.64858292125401,1.61775814917997e-08,0.0177657657657658,0.36857533460932,"+/+","Eukaryota",5.64858292125401
"Fusobacterium nucleatum","Parvimonas micra",0.60618326986055,0,0.291952615319664,2.6354060489453e-08,-5.63192122461247,1.78213086741707e-08,0.0178378378378378,0.36857533460932,"+/+","Bacteria",5.63192122461247
"Streptococcus milleri","Streptococcus sp. I-G2",0.715587944472369,0,0.462990303038194,0,-5.56564074649222,2.61190863587817e-08,0.0182342342342342,0.36857533460932,"+/+","Bacteria",5.56564074649222
"Pseudobutyrivibrio xylanivorans","Clostridium beijerinckii",0.570816219754044,0,0.248222167759632,2.58922687579322e-06,-5.53458903671062,3.11958930244548e-08,0.0185225225225225,0.36857533460932,"+/+","Bacteria",5.53458903671062
"Anaerostipes hadrus","Pichia kudriavzevii",0.435944468403344,0,0.072804864993205,0.174151064184972,-5.52147310081809,3.36169284046817e-08,0.0187387387387387,0.36857533460932,"+/0","Intersect",5.52147310081809
"[Eubacterium] eligens","Streptococcus salivarius",0.281383756863219,1.04272723788768e-09,-0.0986170355098717,0.0653508788769679,-5.43526473682159,5.47151342800347e-08,0.0195315315315315,0.36857533460932,"+/0","Bacteria",5.43526473682159
"Baudoinia panamericana","Choanephora cucurbitarum",0.37040513705267,4.44089209850063e-16,0.000833631845173991,0.98760134478483,-5.43437074146589,5.49901419002029e-08,0.0195315315315315,0.36857533460932,"+/0","Eukaryota",5.43437074146589
"Streptococcus sp. JS71","Streptococcus thermophilus",0.433972486555521,0,0.0832924276716289,0.119853675981202,-5.33964466582462,9.31289312962833e-08,0.0202162162162162,0.36857533460932,"+/0","Bacteria",5.33964466582462
"Romboutsia ilealis","Fusobacterium periodonticum",-0.0107541674926725,0.819244401999697,0.354117963455789,8.87800943871753e-12,5.33410195483799,9.60185649992407e-08,0.0202882882882883,0.36857533460932,"0/+","Bacteria",5.33410195483799
"Streptococcus sp. I-G2","Streptococcus thermophilus",0.421298612946286,0,0.0745886040772451,0.16380936874774,-5.24508568164461,1.56209715907433e-07,0.0207927927927928,0.36857533460932,"+/0","Bacteria",5.24508568164461
"Streptococcus sp. A12","Streptococcus sp. HSISS3",0.452122756073433,0,0.11389404426077,0.0331653564538108,-5.22313337741528,1.75920580278111e-07,0.0208288288288288,0.36857533460932,"+/+","Bacteria",5.22313337741528
"Romboutsia ilealis","Albugo candida",0.394486343866589,0,0.045735559463674,0.393648461529128,-5.20016412570525,1.99112624670733e-07,0.020972972972973,0.36857533460932,"+/0","Intersect",5.20016412570525
"Fusobacterium periodonticum","Streptococcus sp. I-G2",-0.022934398537687,0.625984457619345,0.334117583075664,1.42074796372071e-10,5.18699886190775,2.13710036422263e-07,0.0210810810810811,0.36857533460932,"0/+","Bacteria",5.18699886190775
"Pseudobutyrivibrio xylanivorans","Streptococcus sp. HSISS3",0.307974217974578,1.97684091318706e-11,-0.0517233018243751,0.334625590646914,-5.18252813998977,2.18898327536173e-07,0.0210810810810811,0.36857533460932,"+/0","Bacteria",5.18252813998977
"Streptococcus milleri","Streptococcus sp. HSISS3",0.594366654589911,0,0.307386150152244,4.28271196284413e-09,-5.13574848915836,2.81023286620452e-07,0.0213693693693694,0.36857533460932,"+/+","Bacteria",5.13574848915836
"Erysiphe pulchra","Edhazardia aedis",-0.119796770937059,0.0106275633383008,0.240367851718307,5.42535863834459e-06,5.11900627134086,3.07149749245621e-07,0.0214414414414414,0.36857533460932,"-/+","Eukaryota",5.11900627134086
"Streptococcus sp. A12","Streptococcus thermophilus",0.378064524576427,0,0.0331308528116262,0.536724439575709,-5.10664299914238,3.27932463560769e-07,0.0215135135135135,0.36857533460932,"+/0","Bacteria",5.10664299914238
"Streptococcus sp. A12","Streptococcus sp. HSISS2",0.476786157100642,0,0.154347676788794,0.00379622489971654,-5.08660260685741,3.64534539461212e-07,0.0215855855855856,0.36857533460932,"+/+","Bacteria",5.08660260685741
"Parvimonas micra","Gemella morbillorum",0.409160543828703,0,0.66270996057151,0,5.0838359135215,3.69887514762924e-07,0.0216576576576577,0.36857533460932,"+/+","Bacteria",5.0838359135215
"Streptococcus sp. A12","Streptococcus milleri",0.518833364373304,0,0.212784540110749,6.00435226392193e-05,-5.02261145330783,5.0973599254099e-07,0.0219099099099099,0.36857533460932,"+/+","Bacteria",5.02261145330783
"Romboutsia ilealis","[Eubacterium] eligens",0.305812669343651,2.77116107838538e-11,-0.0415242101824915,0.438693172264422,-5.00597012428671,5.55813780690347e-07,0.021981981981982,0.36857533460932,"+/0","Bacteria",5.00597012428671
"Erysiphe pulchra","Pneumocystis murina",-0.0577974163988909,0.219020008327825,0.290372922508093,3.15513530857459e-08,4.99711646555576,5.81939252386821e-07,0.0221261261261261,0.36857533460932,"0/+","Eukaryota",4.99711646555576
"Fusobacterium periodonticum","Streptococcus sp. JS71",-0.0226893305694257,0.629680120190335,0.321456866545981,7.43432426730806e-10,4.98491713247595,6.19883746384091e-07,0.0221621621621622,0.36857533460932,"0/+","Bacteria",4.98491713247595
"Sphaerulina musiva","Phytopythium vexans",-0.0850498699633527,0.0702234366294392,0.263537255612291,5.69211095591271e-07,4.97367847492025,6.56942349045001e-07,0.0222342342342342,0.36857533460932,"0/+","Eukaryota",4.97367847492025
"Streptococcus sp. HSISS1","Streptococcus sp. FDAARGOS 192",0.966530622537841,0,0.983370310770349,0,4.9571857745728,7.15215827754263e-07,0.0222702702702703,0.36857533460932,"+/+","Bacteria",4.9571857745728
"Fusobacterium periodonticum","Trichoderma atroviride",-0.0666243173880246,0.156411529795042,0.275723478628532,1.59005307365234e-07,4.89818554363731,9.67256786241587e-07,0.0224504504504505,0.36857533460932,"0/+","Intersect",4.89818554363731
"Streptococcus milleri","Streptococcus sp. JS71",0.662457967543539,0,0.421522591976762,0,-4.86833131801705,1.12544529108733e-06,0.0227027027027027,0.36857533460932,"+/+","Bacteria",4.86833131801705
"Aspergillus rambellii","Moniliophthora perniciosa",0.338429999656465,1.25455201782643e-13,0.604268515328452,0,4.86673755836893,1.13455528130235e-06,0.0227387387387387,0.36857533460932,"+/+","Eukaryota",4.86673755836893
"Erysiphe pulchra","Rhizophagus clarus",-0.115383917156171,0.0138952315452796,0.226227470963165,1.9311271116873e-05,4.84691769779141,1.2539441642284e-06,0.0227387387387387,0.36857533460932,"-/+","Eukaryota",4.84691769779141
"Streptococcus anginosus","Streptococcus sp. HSISS1",0.56061983178588,0,0.280856260677947,9.11814614923401e-08,-4.83312793256095,1.34404352983873e-06,0.0228108108108108,0.36857533460932,"+/+","Bacteria",4.83312793256095
"Moniliophthora perniciosa","Erysiphe pulchra",0.37937388961588,0,0.0570626721558173,0.287059898671535,-4.79220970160328,1.6495435348561e-06,0.0231711711711712,0.36857533460932,"+/0","Eukaryota",4.79220970160328
"Naumovozyma dairenensis","Hyaloscypha variabilis",0.187743451554816,5.69460933954602e-05,0.48698303569227,0,4.79077179304785,1.66141003091405e-06,0.0232072072072072,0.36857533460932,"+/+","Eukaryota",4.79077179304785
"Streptococcus anginosus","Streptococcus salivarius",0.523626346140016,0,0.234853598185463,8.98553923489587e-06,-4.78940046043349,1.67280351194352e-06,0.0232072072072072,0.36857533460932,"+/+","Bacteria",4.78940046043349
"Bifidobacterium pseudocatenulatum","Debaryomyces hansenii",0.338042625509783,1.34114941374719e-13,0.0115736609770458,0.829177927408224,-4.7656503493817,1.88245462657106e-06,0.0234594594594595,0.36857533460932,"+/0","Intersect",4.7656503493817
"Pseudobutyrivibrio xylanivorans","Romboutsia ilealis",0.341510836413611,7.28306304154103e-14,0.0168699545583747,0.75314032504457,-4.74637383267053,2.07095801940548e-06,0.0237477477477477,0.36857533460932,"+/0","Bacteria",4.74637383267053
"Fusobacterium periodonticum","Streptococcus sp. I-P16",-0.0205013274616452,0.66307691179548,0.306234285056531,4.92292784315396e-09,4.71778607855162,2.38425001052742e-06,0.0239279279279279,0.36857533460932,"0/+","Bacteria",4.71778607855162
"Streptococcus sp. JS71","Pichia kudriavzevii",0.36365705466857,1.33226762955019e-15,0.0444413749073404,0.407185144977148,-4.71406547649627,2.42822578863011e-06,0.023963963963964,0.36857533460932,"+/0","Intersect",4.71406547649627
"Anaerostipes hadrus","Romboutsia ilealis",0.335893810111884,1.95399252334028e-13,0.0136812829622667,0.798684728368436,-4.70218398904583,2.57393398497311e-06,0.024036036036036,0.36857533460932,"+/0","Bacteria",4.70218398904583
"Streptococcus sp. JS71","Albugo candida",0.387472251863536,0,0.0729860775671885,0.173078794500866,-4.70122392018399,2.58606735744252e-06,0.024036036036036,0.36857533460932,"+/0","Intersect",4.70122392018399
"Streptococcus sp. I-P16","Streptococcus milleri",0.685984106089392,0,0.466430031724117,0,-4.68898951978134,2.7455744803391e-06,0.0241801801801802,0.36857533460932,"+/+","Bacteria",4.68898951978134
"Butyrivibrio proteoclasticus","Romboutsia ilealis",0.332508284471714,3.50830475781549e-13,0.0108830258107154,0.839228492633251,-4.68800460876597,2.75881807098976e-06,0.0241801801801802,0.36857533460932,"+/0","Bacteria",4.68800460876597
"Streptococcus thermophilus","Streptococcus sp. HSISS3",0.369757376648188,4.44089209850063e-16,0.0540494054365191,0.313314445116821,-4.67788883691273,2.89843594417001e-06,0.0242882882882883,0.36857533460932,"+/0","Bacteria",4.67788883691273
"Bifidobacterium pseudocatenulatum","Schizosaccharomyces pombe",-0.0181829128717738,0.699206209260158,0.303989064717948,6.44773634483897e-09,4.65063733176676,3.3091080238591e-06,0.0244324324324324,0.36857533460932,"0/+","Intersect",4.65063733176676
"Lactobacillus ruminis","Bifidobacterium bifidum",0.0157127853702742,0.738459322761327,0.334393266373511,1.36929356742144e-10,4.65005618760363,3.31844610307151e-06,0.0244324324324324,0.36857533460932,"0/+","Bacteria",4.65005618760363
"Streptococcus anginosus","Streptococcus sp. A12",0.462437564721509,0,0.16701447470691,0.00171603631928763,-4.64671192022427,3.37267637645978e-06,0.0244324324324324,0.36857533460932,"+/+","Bacteria",4.64671192022427
"Parvimonas micra","Sphaerulina musiva",0.311997931703405,1.04638520070921e-11,-0.00687923912267286,0.897959124204271,-4.61622552189501,3.90782278808519e-06,0.0248288288288288,0.36857533460932,"+/0","Intersect",4.61622552189501
"Anaerostipes hadrus","Streptococcus sp. A12",0.315272481090358,6.1908256299148e-12,-0.00241600084254562,0.964077330192328,-4.60458067474916,4.13297778988897e-06,0.0248648648648649,0.36857533460932,"+/0","Bacteria",4.60458067474916
"Streptococcus sp. HSISS1","Streptococcus thermophilus",0.384584262034582,0,0.0804224180182704,0.133196160257338,-4.54894313958458,5.39160074393701e-06,0.0254774774774775,0.36857533460932,"+/0","Bacteria",4.54894313958458
"Fusobacterium nucleatum","Pneumocystis murina",-0.0693983801727839,0.139838036698336,0.249458572302103,2.29937514140133e-06,4.54212854696603,5.56890646576229e-06,0.0256576576576577,0.36857533460932,"0/+","Intersect",4.54212854696603
"Fusobacterium nucleatum","Aspergillus rambellii",0.393291180352093,0,0.0924110304854288,0.0842820855394573,-4.52345529399312,6.08381745371531e-06,0.0258018018018018,0.36857533460932,"+/0","Intersect",4.52345529399312
"Roseburia intestinalis","Pseudocercospora musae",0.386701716496965,0,0.0851486103364482,0.111795331030808,-4.51713400159563,6.26822410662535e-06,0.0258378378378378,0.36857533460932,"+/0","Intersect",4.51713400159563
"Gemella morbillorum","Moniliophthora perniciosa",-0.0250441894934835,0.59456265913239,0.289003346619154,3.68472279355103e-08,4.51667462032051,6.2818317595533e-06,0.0258378378378378,0.36857533460932,"0/+","Intersect",4.51667462032051
"Streptococcus milleri","Streptococcus sp. FDAARGOS 192",0.640083521505023,0,0.410182972475326,1.33226762955019e-15,-4.51606081825625,6.30005773954338e-06,0.0258378378378378,0.36857533460932,"+/+","Bacteria",4.51606081825625
"Streptococcus sp. I-G2","Albugo candida",0.370137506842298,4.44089209850063e-16,0.066039338391139,0.21779637364898,-4.51553983577333,6.31556726325227e-06,0.0258378378378378,0.36857533460932,"+/0","Intersect",4.51553983577333
"[Eubacterium] eligens","Streptococcus sp. HSISS1",0.231735375169763,5.97101495358743e-07,-0.0858290600540909,0.108950184103128,-4.51016883449562,6.47760507379291e-06,0.0258378378378378,0.36857533460932,"+/0","Bacteria",4.51016883449562
"Moniliophthora perniciosa","Sphaerulina musiva",0.34529187148385,3.68594044175552e-14,0.0383953945915985,0.473987339130046,-4.50471839299381,6.64610170643224e-06,0.0258378378378378,0.36857533460932,"+/0","Eukaryota",4.50471839299381
"Parvimonas micra","Erysiphe pulchra",0.295360777295601,1.36488154112158e-10,-0.0167863386158541,0.754324530589677,-4.49832027755351,6.84924617301547e-06,0.0259099099099099,0.36857533460932,"+/0","Intersect",4.49832027755351
"Streptococcus sp. I-P16","Streptococcus thermophilus",0.373136489767724,2.22044604925031e-16,0.0709270122336411,0.185554902091964,-4.49549802360205,6.94073029891193e-06,0.0259459459459459,0.36857533460932,"+/0","Bacteria",4.49549802360205
"Streptococcus sp. JS71","Streptococcus sp. I-G2",0.981101634227558,0,0.991308639858081,0,4.48807985190966,7.18679927004199e-06,0.026018018018018,0.36857533460932,"+/+","Bacteria",4.48807985190966
"[Eubacterium] eligens","Streptococcus sp. JS71",0.220650729927126,2.0631412436245e-06,-0.0949591632640663,0.0760335176517473,-4.47547930540281,7.62400836507354e-06,0.0262702702702703,0.36857533460932,"+/0","Bacteria",4.47547930540281
"[Eubacterium] eligens","Clostridium beijerinckii",0.369581572671429,4.44089209850063e-16,0.0697738604942756,0.192824997630751,-4.45398024489478,8.42928596745312e-06,0.0264504504504505,0.36857533460932,"+/0","Bacteria",4.45398024489478
"Romboutsia ilealis","Aspergillus rambellii",-0.0297791491325916,0.526796534538441,0.28025902747215,9.73330731568467e-08,4.44978107184918,8.59578673940717e-06,0.0264504504504505,0.36857533460932,"0/+","Intersect",4.44978107184918
"Moniliophthora perniciosa","Pneumocystis murina",-0.0630081838542486,0.180192173439792,0.24798086160117,2.64972922914275e-06,4.43018768805434,9.41511091153375e-06,0.0267027027027027,0.36857533460932,"0/+","Eukaryota",4.43018768805434
"Romboutsia ilealis","Adlercreutzia equolifaciens",0.284721890707484,6.48136433412105e-10,-0.0227236467547273,0.671817856691879,-4.41882530986103,9.92388189954841e-06,0.0268108108108108,0.36857533460932,"+/0","Bacteria",4.41882530986103
"Anaerostipes hadrus","Pseudobutyrivibrio xylanivorans",0.49082398383853,0,0.218345106954161,3.78759845185428e-05,-4.41444094174996,1.0127135702132e-05,0.0268108108108108,0.36857533460932,"+/+","Bacteria",4.41444094174996
"Romboutsia ilealis","Rhizophagus irregularis",0.281697843472977,9.97372406885688e-10,-0.0254008435995434,0.635797492684544,-4.41029681693403,1.03229025660981e-05,0.0269189189189189,0.36857533460932,"+/0","Intersect",4.41029681693403
"Erysiphe pulchra","Pseudocercospora musae",-0.0909253187358283,0.0528625763049853,0.219194294611023,3.52654798532193e-05,4.39706460792545,1.09724691893951e-05,0.0271351351351351,0.36857533460932,"0/+","Eukaryota",4.39706460792545
"Schizosaccharomyces pombe","Edhazardia aedis",0.360547751981255,2.22044604925031e-15,0.0647709909035988,0.226782343625929,-4.37839497972373,1.19556528469851e-05,0.0271711711711712,0.36857533460932,"+/0","Eukaryota",4.37839497972373
