"","p_values","adj_pvalue","mFC","AbsLog2FC"
"Streptococcus oralis",0.034724795300323,0.0810245223674203,1.25233842317205,0.324624478769432
"Eggerthella lenta",0.0305993828204525,0.0745859956248529,1.24953626697615,0.321392775316035
"Clostridium botulinum",0.000633614132817388,0.00494219023597563,0.801471903811587,0.319276148359269
"Lachnoanaerobaculum umeaense",5.59973541343616e-05,0.000664664246899162,0.802323306173249,0.31774438910134
"Megasphaera elsdenii",0.0428331915844474,0.0966401760541665,0.803364338364142,0.315873673841427
"Clostridium sp. SY8519",0.00112022404850342,0.0072814563152722,0.804528016838168,0.313785432733307
"Blautia sp. YL58",0.0105192883421545,0.0345995869567251,0.808267538862287,0.307095186683714
"Streptococcus equinus",0.0290982696043604,0.0724412466128543,0.812376281183361,0.299779976768165
"Oxalobacter formigenes",0.0318721338800982,0.0767707467851696,0.812686684349186,0.299228838599421
"Bacteroides coprosuis",0.00952592266625327,0.0325072110985893,0.813126270705682,0.298448688496618
"Propionibacterium freudenreichii",0.0418990366723341,0.09532030842956,0.814718573512427,0.295626296542362
"Enterococcus saigonensis",0.000610493117515706,0.00490190062005258,0.815834963981152,0.293650757306687
"Mageeibacillus indolicus",0.0034456435850665,0.0146357932638952,0.816118225583155,0.293149933980133
"Erysipelotrichaceae bacterium SG0102",0.00175833840817682,0.00966073289041609,0.816136822372998,0.293117059832778
"Klebsiella grimontii",0.144816669777049,0.265799576795741,0.816589317408908,0.29231740048374
"Enterococcus hirae",0.00237731198187066,0.0120178476125196,0.820485989440156,0.285449396294973
"Lactobacillus vaginalis",0.0250286639606716,0.0663381093326539,0.822996070378485,0.281042552769023
"Petrimonas mucosa",0.0291887806864981,0.0724412466128543,0.824186116094409,0.278957934120751
"Faecalibacterium prausnitzii",0.00624958104975336,0.0230558868457117,0.824822916184875,0.277843679001176
"Bacillus cereus",0.00176384378165213,0.00966073289041609,0.825887567170143,0.275982702257901
"Streptococcus sp. A12",0.144985590858293,0.265799576795741,0.826207708417418,0.275423574461298
"Roseburia hominis",0.00326688117525244,0.0141564850927606,0.828933526873491,0.270671679891363
"[Clostridium] sphenoides",0.000178321599234625,0.00202840819129386,0.829953545145602,0.268897507902119
"Alistipes finegoldii",0.0886034276508046,0.179175820360516,1.20387085140718,0.267680631276898
"Blautia sp. SC05B48",0.0230373885606085,0.0647596673396606,0.831695326190409,0.265872970240329
"Enterococcus faecalis",0.0242651214948057,0.0649966011331429,0.83283363857116,0.263899753892081
"Rothia mucilaginosa",0.0807049514632626,0.168186654576112,0.832862725857981,0.263849367656809
"Lactobacillus crispatus",0.0232971660765372,0.0647596673396606,0.834056913718632,0.261782262370762
"Kosakonia cowanii",0.00420826609496758,0.0168949506459728,0.834616387259468,0.260814847439817
"Streptococcus sp. HSISS2",0.206211086076809,0.347503867277585,0.834795314083213,0.260505592578264
"Phascolarctobacterium faecium",0.246895138295925,0.401204599730878,0.835036935191685,0.260088082882243
"Ornithobacterium rhinotracheale",0.0777203980227898,0.164478051629625,0.836374058189179,0.257779780332228
"Salmonella enterica",0.00797992289468212,0.0282924538993275,0.837515956592941,0.255811417530238
"Lactobacillus reuteri",0.0185735853436432,0.0551150956392892,0.837612356085282,0.255645370465489
"Klebsiella variicola",0.113549229382518,0.219850635612961,0.840292769336221,0.251036024995912
"Clostridium beijerinckii",0.0264721998100354,0.0677540681511188,0.844092188322821,0.244527522053175
"Anaerostipes rhamnosivorans",0.00318701746161736,0.0140470720468144,0.845726575609259,0.241736781154068
"Dialister sp. 5BBH33",0.229767751729384,0.38247924525684,0.847913662263082,0.238010723219419
"Lactobacillus plantarum",0.0254081228625049,0.0666963225140754,0.848603717810474,0.23683709566599
"Bifidobacterium catenulatum",0.236308335966955,0.389026376027985,1.17793989086915,0.236265921717145
"Ruthenibacterium lactatiformans",0.026912714103694,0.0680293606510043,1.17786028933674,0.236168425556761
"Christensenella minuta",0.0575458037821231,0.125680035460157,0.855475053179624,0.225202310516105
"Enterobacter hormaechei",0.0819891416973718,0.169568452146837,0.858113662843504,0.22075933998305
"Streptococcus sp. I-G2",0.251677319569877,0.404164166132802,0.859192255193025,0.218947106039099
"Selenomonas ruminantium",0.0165500272325135,0.0505806179474652,0.860168250712581,0.217309213296541
"Streptococcus sp. JS71",0.276149974079835,0.433269786918362,0.863777531269691,0.211268305486891
"Paenibacillus polymyxa",0.0102898949696824,0.0342578210576011,0.865038302210559,0.209164080998297
"Schaalia odontolytica",0.136078856600226,0.25459931973603,0.865770159735498,0.207944018457574
"Enterococcus faecium",0.009191963838361,0.0317646345300323,0.866893597446233,0.20607316701922
"Streptococcus sp. I-P16",0.293949136332467,0.455955194424793,0.867842304201129,0.204495180807372
"Bacteroides zoogleoformans",0.0642498476540278,0.138111877240548,0.868391375685707,0.203582696798475
"Streptococcus sp. HSISS3",0.332726097351433,0.493664264005116,0.870639129579726,0.199853233523291
"Klebsiella pneumoniae",0.250538900759618,0.404164166132802,0.872486697148381,0.196794960246299
"Blautia hansenii",0.0171685602813036,0.0515056808439108,0.872722936203259,0.196404381477416
"Butyricimonas faecalis",0.113060947925096,0.219850635612961,1.145729818606,0.196266873664681
"Bifidobacterium angulatum",0.243783892261002,0.398520973576369,1.14050253875107,0.189669658083201
"Tannerella sp. oral taxon HOT-286",0.106463735952345,0.209097841115036,0.877105419161596,0.189177844507452
"Collinsella aerofaciens",0.263129411400887,0.417641449490943,1.13824485051167,0.186810932532526
"Campylobacter coli",0.0805986770487427,0.168186654576112,0.880616075601618,0.183414914047662
"Blautia producta",0.0153196427336403,0.0480719823710782,0.882630637380015,0.180118268682602
"Romboutsia ilealis",0.429128507588952,0.59167718470598,0.884272518644819,0.177437041211613
"Streptococcus lutetiensis",0.152655524380337,0.275993100369749,0.884766056673916,0.176632056068298
"Barnesiella viscericola",0.131394857195639,0.250844727373493,0.885377246352542,0.175635797345144
"Streptococcus gallolyticus",0.154953458646964,0.276644215421717,1.12931112244526,0.175442999816849
"Staphylococcus aureus",0.056229906384814,0.123796487443986,0.885890820666297,0.174799186388121
"Bacteroides heparinolyticus",0.0878605644063754,0.178999508081646,0.886290599513149,0.174148283536955
"Lactobacillus animalis",0.0582336210463227,0.126172845600366,0.887581852989705,0.172047923600066
"Caproiciproducens sp. NJN-50",0.0878605644063754,0.178999508081646,0.888347720914726,0.170803601818239
"Bacteroides caccae",0.36242766844085,0.520751334128168,0.89208372309297,0.164748979783415
"Olsenella sp. GAM18",0.26130450570278,0.417170351209701,1.12070978828512,0.164412735585432
"Acidaminococcus fermentans",0.155042362489094,0.276644215421717,0.893029766530985,0.163219830726842
"Fusobacterium necrophorum",0.0892936327197524,0.179243836268326,1.11823700087225,0.161225987597021
"Bacteroides helcogenes",0.145070098690716,0.265799576795741,0.894671527770006,0.160569990430495
"Clostridioides difficile",0.0153067237289407,0.0480719823710782,0.895720705645798,0.158879138712723
"Ralstonia pickettii",0.166838702695892,0.290108062649544,0.897995677101758,0.155219594953086
"Blautia coccoides",0.0193209455821498,0.0567163241282463,0.899515445885443,0.152780040191028
"Alistipes sp. 5CPEGH6",0.332420442238708,0.493664264005116,1.10993760905453,0.150478583208356
"Ruminococcus champanellensis",0.274397917656932,0.433009430753424,0.902220075201932,0.148448707220642
"Monoglobus pectinilyticus",0.18440901845474,0.314647887738399,0.902830306168177,0.147473247220828
"Aeromonas hydrophila",0.124416676775995,0.239195441970751,0.904861838678362,0.144230567741256
"Streptococcus sp. oral taxon 061",0.35969005155692,0.519552296693328,0.905341369194183,0.143466215639455
"Lactobacillus gasseri",0.316776501448055,0.475164752172083,0.906374620908879,0.141820629582321
"Fusobacterium mortiferum",0.432173987522753,0.592881902480963,0.906785140339467,0.141167345332939
"Streptococcus agalactiae",0.22335698499595,0.374088692661929,1.10017253639386,0.13772979455023
"Phoenicibacter congonensis",0.203748480063787,0.345486553151638,0.910587774334125,0.135130005205117
"Aeromonas veronii",0.174388655807965,0.301317107820092,0.916703146903628,0.125473468836872
"Bifidobacterium gallinarum",0.236550836705661,0.389026376027985,0.917879573665531,0.123623211261707
"Turicibacter sanguinis",0.441930499875289,0.603235132329769,0.919192026861638,0.121561810890568
"Eubacterium limosum",0.166463065899828,0.290108062649544,1.08455382634669,0.117101655662467
"Blautia sp. N6H1-15",0.16338829108814,0.28777421591653,0.92253646557706,0.116322156432564
"Escherichia coli",0.607392520206907,0.757160538888063,1.08308845316412,0.115151069105285
"Bacteroides ovatus",0.348397402920227,0.511357478479688,1.08124849873057,0.112698129627541
"Olsenella sp. Marseille-P2300",0.400738753270194,0.566848081050586,0.925119855353613,0.112287806531193
"Bifidobacterium bifidum",0.521184028994985,0.674843023443924,1.08018085230041,0.111272879864237
"Streptococcus sanguinis",0.40712143532725,0.569970009458151,1.08011711916374,0.111187755051406
"Ethanoligenens harbinense",0.315150565408156,0.475164752172083,0.927909143866909,0.107944543963033
"Gordonibacter pamelaeae",0.389672555892005,0.554065665408945,1.07754011811971,0.107741583592711
"Fusobacterium varium",0.404008805991628,0.568527855854198,0.930020000840179,0.104666351997165
"Parabacteroides sp. CT06",0.505004037709144,0.662817799493251,1.07491837533904,0.104227111940747
"Bacteroides sp. PHL 2737",0.382621950747569,0.546888966251761,0.930774623995944,0.103496216260837
"Clostridium perfringens",0.351397069491035,0.513002138882635,0.930815829894876,0.103432348780284
"Desulfovibrio piger",0.509908757268916,0.6660530657149,0.930935676497459,0.10324660745137
"Lactobacillus delbrueckii",0.30421102970914,0.469206842432742,0.932480884904133,0.10085394328535
"Faecalitalea cylindroides",0.315150565408156,0.475164752172083,0.933013414883086,0.100030270566847
"[Clostridium] scindens",0.17999252733399,0.309043773347039,0.933602834186567,0.0991191541712579
"Streptococcus pasteurianus",0.314118738976149,0.475164752172083,0.933683588442634,0.0989943701387503
"[Ruminococcus] gnavus",0.3582459974744,0.519552296693328,1.0705141452676,0.0983038589392911
"Lactobacillus paragasseri",0.540054746838321,0.692182844539257,0.936719810800223,0.0943105176739271
"Streptococcus mitis",0.54350368444642,0.693348158195667,0.936836971748677,0.0941300827694568
"Mordavella sp. Marseille-P3756",0.309430145077784,0.474575447226039,0.937220940846287,0.0935389053922741
"Cloacibacillus porcorum",0.552276108195257,0.701262221103745,0.938952960210647,0.0908752115245283
"Olsenella umbonata",0.421658088048608,0.58730947978199,0.940483885212521,0.0885248708870669
"Hungatella hathewayi",0.161912992093752,0.287027576893469,0.940764258565545,0.0880948444173133
"Lactobacillus salivarius",0.448320931734308,0.608913504295851,0.941491777963204,0.0869795990319329
"Bacteroides xylanisolvens",0.50090336558921,0.660611685052437,0.942935887144575,0.0847684135341965
"Bacteroides sp. A1C1",0.521581970500615,0.674843023443924,1.0575738096292,0.0807583546644398
"Bifidobacterium animalis",0.525370196028153,0.676538035451348,1.05657043583845,0.0793889471570122
"Streptococcus australis",0.648454354740858,0.804672903837519,0.947416405908197,0.0779294403657063
"Tannerella forsythia",0.461071664549189,0.620061893704082,0.948718511680725,0.0759479971481304
"Burkholderia dolosa",0.000849632882079908,0.00594743017455936,0.950488708460146,0.0732586067250694
"Megasphaera stantonii",0.474779427996206,0.635366587465511,0.950789897957789,0.0728015200079659
"Lachnoclostridium phocaeense",0.338413432231246,0.499388470265568,0.954027537075905,0.0678971860680077
"Anaerostipes caccae",0.42877103785545,0.59167718470598,0.954983979551748,0.0664515636396141
"[Clostridium] hiranonis",0.495076014191522,0.659296350606271,0.956027957022311,0.0648752874891758
"Filifactor alocis",0.570026765496011,0.717130446914337,1.04146326286335,0.0586119498733888
"Anaerotignum propionicum",0.458839693330999,0.620061893704082,1.04137354183905,0.0584876577765658
"Streptococcus gordonii",0.722024703335878,0.866229746563044,1.04009393137374,0.0567138247199429
"Streptococcus sp. HSISM1",0.790702097425438,0.895691587540019,1.04004962562338,0.0566523677247059
"Bifidobacterium dentium",0.753445934038235,0.879020256377941,1.03847469936128,0.054466067842982
"[Clostridium] hylemonae",0.498373725626174,0.660466150951191,0.963200290476353,0.0540922677100856
"Eubacterium callanderi",0.566081788585253,0.715464482795251,1.03716329671313,0.0526430579034622
"Akkermansia muciniphila",0.806313988755398,0.898464158898872,0.964835706010133,0.0516447963448872
"Alistipes sp. Marseille-P5997",0.783633042092754,0.891382585380508,0.967575022947576,0.0475545669241755
"Flavonifractor plautii",0.579631675514621,0.725869024841704,1.03220304085185,0.0457267858948629
"Gordonibacter urolithinfaciens",0.726387745035899,0.866229746563044,1.03067042470945,0.0435830789230483
"Citrobacter freundii complex sp. CFNIH3",0.774939013407824,0.891382585380508,0.9709467131893,0.04253597403903
"Libanicoccus massiliensis",0.706256812244375,0.860750489922832,0.970981924525692,0.0424836557206165
"Alistipes sp. 5CBH24",0.770719768489744,0.891382585380508,1.02987764074836,0.042472941707837
"Lactobacillus paracasei",0.726617626237865,0.866229746563044,0.971360958804275,0.0419205925398855
"Selenomonas sputigena",0.716755214951873,0.866229746563044,1.02946065179787,0.0418886881139685
"Porphyromonas gingivalis",0.706256812244375,0.860750489922832,1.02941461437951,0.0418241694359643
"Alistipes indistinctus",0.814387130409608,0.903771083747248,0.971738562450656,0.0413598730204219
"Streptococcus vestibularis",0.824387028230116,0.909065733164012,1.02877633223674,0.0409293578898361
"Oscillibacter valericigenes",0.761834610245451,0.885024887646843,1.02864054808486,0.0407389296643273
"Streptococcus suis",0.67913582572594,0.838932490602632,0.973015857196648,0.0394647781517346
"Streptococcus parasanguinis",0.846149428701969,0.915645094775902,1.02669268724024,0.0380044144296174
"Bacteroides dorei",0.739760962344103,0.868927177564196,0.974120789048504,0.0378274201600667
"Desulfovibrio fairfieldensis",0.725698249331093,0.866229746563044,0.974186396016893,0.0377302580198198
"Acutalibacter muris",0.704209224209469,0.860750489922832,0.975468927286618,0.0358321771155739
"Odoribacter splanchnicus",0.802758804626628,0.898168662553563,0.976311283307799,0.0345868904554487
"Intestinimonas butyriciproducens",0.779165152335369,0.891382585380508,1.02252087117841,0.032130291028433
"Lactobacillus mucosae",0.781750946391893,0.891382585380508,1.02168046230747,0.0309440538815547
"Fusobacterium ulcerans",0.798024913964242,0.898168662553563,0.97926520430095,0.0302284719162993
"Oscillibacter sp. PEA192",0.741148980097386,0.868927177564196,0.980142807137168,0.0289361291913997
"Aeromonas salmonicida",0.837764419863252,0.914838746490672,1.01904702144399,0.027220622690116
"Mogibacterium diversum",0.836807286415977,0.914838746490672,0.981893650367857,0.0263613212594683
"Shigella flexneri",0.929587181589374,0.954050002157516,0.98230756823301,0.0257532804390299
"[Clostridium] bolteae",0.738142679157367,0.868927177564196,0.982750560544069,0.025102813349244
"Turicibacter sp. H121",0.841355797718117,0.91510013058584,1.01733671002637,0.0247972499803297
"Alistipes shahii",0.896066381197435,0.937264835505363,0.983725858515995,0.0236717688177994
"Dysosmobacter welbionis",0.80181144125957,0.898168662553563,1.01597449804612,0.0228641895075687
"[Clostridium] clostridioforme",0.741611840192153,0.868927177564196,0.985380060182811,0.0212478168301553
"Bifidobacterium breve",0.855272890724743,0.915645094775902,1.01382223724682,0.019804713559532
"Parabacteroides distasonis",0.867788808604237,0.923595768302412,0.986511872369861,0.0195916814387263
"Parolsenella catena",0.876231882748442,0.923595768302412,1.0133341820024,0.0191100312077117
"Christensenella sp. Marseille-P3954",0.87502484342019,0.923595768302412,1.01294932807376,0.0185620063550833
"Streptococcus thermophilus",0.927153208290241,0.954050002157516,1.01262937908934,0.0181062464131307
"Streptococcus pneumoniae",0.89073802190037,0.935274922995389,0.98783594600267,0.0176566275111155
"Bacteroides caecimuris",0.854071301706972,0.915645094775902,0.987895491448066,0.0175696663815025
"Shigella sonnei",0.870681928608263,0.923595768302412,1.01223151480904,0.0175392970160179
"Bacteroides vulgatus",0.903825033928119,0.93819100479991,0.988152628525152,0.0171941994237046
"Lactobacillus fermentum",0.903097258293933,0.93819100479991,0.988165939187515,0.0171747660925635
"[Clostridium] innocuum",0.849028354916905,0.915645094775902,1.01018753019041,0.014623138285939
"Lachnoclostridium sp. YL32",0.82581795540174,0.909065733164012,1.00964808905312,0.013852531940846
"Shigella sp. PAMC 28760",0.28316467708624,0.441736896254535,0.992304647160121,0.0111449848872573
"Bacteroides uniformis",0.926423148161308,0.954050002157516,0.992806269422891,0.0104158689872285
"Enterobacter cloacae complex sp. ECNIH7",0.936771110743871,0.957822146940362,1.00583678017551,0.0083962141533525
"Bacteroides thetaiotaomicron",0.958107600517933,0.975982742318641,1.00353917931798,0.00509694226541154
"Desulfovibrio desulfuricans",0.968360712154735,0.982760127948857,0.996840000928511,0.0045661332837637
"Klebsiella quasipneumoniae",0.981306419467085,0.990517538877786,0.99774847268091,0.00325192957713846
"Anaerobutyricum hallii",0.983261000131429,0.990517538877786,0.998355876114522,0.0023739214218368
"Eubacterium maltosivorans",0.990347111343461,0.993988093370459,1.00059764532596,0.000861962399725395
"Prevotella intermedia",0.997189602580301,0.997189602580301,0.999507135044826,0.000711229111010208
