"","Feature1","Feature2","rho","pvalue"
"374","Trichoderma atroviride","Pseudocercospora musae",0.347443757339606,2.50910403565285e-14
"397","Aspergillus rambellii","Cordyceps sp. RAO-2017",0.00849106840296268,0.856818125091478
"398","Rhizophagus irregularis","Cordyceps sp. RAO-2017",-0.214052161334596,4.18979836647182e-06
"399","Moniliophthora perniciosa","Cordyceps sp. RAO-2017",0.104814848928425,0.0255280555209416
"400","Erysiphe pulchra","Cordyceps sp. RAO-2017",0.00713803219856842,0.879443539840416
"401","Sphaerulina musiva","Cordyceps sp. RAO-2017",0.159608451763541,0.000641689116020583
"402","Phytophthora capsici","Cordyceps sp. RAO-2017",0.299502726173672,7.31161797773439e-11
"403","Trichophyton mentagrophytes","Cordyceps sp. RAO-2017",-0.00589553691050321,0.900307730411208
"404","Aspergillus kawachii","Cordyceps sp. RAO-2017",-0.0203903748613029,0.664789091445897
"405","Pneumocystis murina","Cordyceps sp. RAO-2017",0.00139926590316064,0.976280498752333
"406","Debaryomyces hansenii","Cordyceps sp. RAO-2017",0.0880512899592749,0.0608473078379235
"407","Trichoderma atroviride","Cordyceps sp. RAO-2017",0.0552728305623833,0.239848559569717
"408","Pseudocercospora musae","Cordyceps sp. RAO-2017",0.0485816427059826,0.301651276202276
"430","Aspergillus rambellii","Rhizophagus clarus",-0.008205354758437,0.86158670503647
"431","Rhizophagus irregularis","Rhizophagus clarus",0.43398972879966,0
"432","Moniliophthora perniciosa","Rhizophagus clarus",0.0666213581407505,0.156429969810338
"433","Erysiphe pulchra","Rhizophagus clarus",0.200245190524386,1.71933858155171e-05
"434","Sphaerulina musiva","Rhizophagus clarus",-0.0381868212016708,0.416957976541244
"435","Phytophthora capsici","Rhizophagus clarus",-0.0245241178286661,0.602241392652172
"436","Trichophyton mentagrophytes","Rhizophagus clarus",0.122705354277546,0.00886527895003342
"437","Aspergillus kawachii","Rhizophagus clarus",0.178554292805832,0.000130880104828535
"438","Pneumocystis murina","Rhizophagus clarus",0.335979689709596,1.92512672470002e-13
"439","Debaryomyces hansenii","Rhizophagus clarus",0.350625719934586,1.4210854715202e-14
"440","Trichoderma atroviride","Rhizophagus clarus",0.256104772783595,3.12262635748795e-08
"441","Pseudocercospora musae","Rhizophagus clarus",0.454083040978043,0
"442","Cordyceps sp. RAO-2017","Rhizophagus clarus",-0.123474267658414,0.00844519501173346
"463","Aspergillus rambellii","Pichia kudriavzevii",0.0283656070276836,0.546609190338784
"464","Rhizophagus irregularis","Pichia kudriavzevii",0.311550916627207,1.12354570092066e-11
"465","Moniliophthora perniciosa","Pichia kudriavzevii",0.0864429352217707,0.0657342283614557
"466","Erysiphe pulchra","Pichia kudriavzevii",0.16468038190476,0.000426207284633939
"467","Sphaerulina musiva","Pichia kudriavzevii",-0.0539812202268076,0.251026789342014
"468","Phytophthora capsici","Pichia kudriavzevii",-0.0365134471678218,0.437680422865749
"469","Trichophyton mentagrophytes","Pichia kudriavzevii",0.13386472908018,0.0042726185260511
"470","Aspergillus kawachii","Pichia kudriavzevii",0.240321915153435,2.18773859472776e-07
"471","Pneumocystis murina","Pichia kudriavzevii",0.285185882180952,6.06381167500558e-10
"472","Debaryomyces hansenii","Pichia kudriavzevii",0.208792875881594,7.25452655991887e-06
"473","Trichoderma atroviride","Pichia kudriavzevii",0.27688595210257,1.95928873125695e-09
"474","Pseudocercospora musae","Pichia kudriavzevii",0.315193124406299,6.27053964308288e-12
"475","Cordyceps sp. RAO-2017","Pichia kudriavzevii",-0.0335800092779992,0.475395798329444
"476","Rhizophagus clarus","Pichia kudriavzevii",0.409341797450442,0
"496","Aspergillus rambellii","Paracoccidioides brasiliensis",0.00532334019512011,0.909940186439001
"497","Rhizophagus irregularis","Paracoccidioides brasiliensis",0.189536186601274,4.8184186879574e-05
"498","Moniliophthora perniciosa","Paracoccidioides brasiliensis",0.0341434228040468,0.468016963439868
"499","Erysiphe pulchra","Paracoccidioides brasiliensis",0.0831095211058452,0.0768910179559685
"500","Sphaerulina musiva","Paracoccidioides brasiliensis",0.0729533500020999,0.12060940666387
"501","Phytophthora capsici","Paracoccidioides brasiliensis",-0.0226082462625917,0.630904927309986
"502","Trichophyton mentagrophytes","Paracoccidioides brasiliensis",0.0393292910666076,0.403147396850265
"503","Aspergillus kawachii","Paracoccidioides brasiliensis",0.113384523694644,0.015646681407903
"504","Pneumocystis murina","Paracoccidioides brasiliensis",0.171819119410799,0.00023479850614283
"505","Debaryomyces hansenii","Paracoccidioides brasiliensis",0.190670192776561,4.33170300566665e-05
"506","Trichoderma atroviride","Paracoccidioides brasiliensis",0.13083395875939,0.00523767686002197
"507","Pseudocercospora musae","Paracoccidioides brasiliensis",0.271546774548788,4.08214839708876e-09
"508","Cordyceps sp. RAO-2017","Paracoccidioides brasiliensis",-0.0174494991836066,0.710783117216954
"509","Rhizophagus clarus","Paracoccidioides brasiliensis",0.299402828988265,7.42339523185365e-11
"510","Pichia kudriavzevii","Paracoccidioides brasiliensis",0.140986795682364,0.00260547422845914
"529","Aspergillus rambellii","Albugo candida",-0.0966943841816205,0.0394519138757685
"530","Rhizophagus irregularis","Albugo candida",0.301546322510818,5.3538062871894e-11
"531","Moniliophthora perniciosa","Albugo candida",0.0955417865996642,0.0418730295487886
"532","Erysiphe pulchra","Albugo candida",0.111654853300855,0.0173150685312935
"533","Sphaerulina musiva","Albugo candida",0.0395172875670002,0.400901289978714
"534","Phytophthora capsici","Albugo candida",-0.0662602385798698,0.158692579143136
"535","Trichophyton mentagrophytes","Albugo candida",0.126541201016797,0.00694071541842911
"536","Aspergillus kawachii","Albugo candida",0.236306792078884,3.51537249976275e-07
"537","Pneumocystis murina","Albugo candida",0.272713737818619,3.48177087161616e-09
"538","Debaryomyces hansenii","Albugo candida",0.332546894130463,3.48610029732299e-13
"539","Trichoderma atroviride","Albugo candida",0.232738705703084,5.32051969592828e-07
"540","Pseudocercospora musae","Albugo candida",0.37763925254079,0
"541","Cordyceps sp. RAO-2017","Albugo candida",0.0558728548634316,0.234776422554076
"542","Rhizophagus clarus","Albugo candida",0.336431471204059,1.7785772854495e-13
"543","Pichia kudriavzevii","Albugo candida",0.329322100136349,6.04849503815785e-13
"544","Paracoccidioides brasiliensis","Albugo candida",0.185443864418104,7.03969475708277e-05
"562","Aspergillus rambellii","Lipomyces starkeyi",-0.126856922288261,0.00680035440662552
"563","Rhizophagus irregularis","Lipomyces starkeyi",0.0877517266407776,0.0617340671007742
"564","Moniliophthora perniciosa","Lipomyces starkeyi",0.121568017818889,0.0095207728310962
"565","Erysiphe pulchra","Lipomyces starkeyi",-0.0521952534730783,0.267072570856087
"566","Sphaerulina musiva","Lipomyces starkeyi",-0.0953337819516307,0.0423230467841993
"567","Phytophthora capsici","Lipomyces starkeyi",-0.0192661147528843,0.682235329000601
"568","Trichophyton mentagrophytes","Lipomyces starkeyi",0.0026058546290772,0.955843146322437
"569","Aspergillus kawachii","Lipomyces starkeyi",0.15787929432064,0.000735747677244492
"570","Pneumocystis murina","Lipomyces starkeyi",0.0850518096426432,0.0702170158860342
"571","Debaryomyces hansenii","Lipomyces starkeyi",0.116451713528471,0.0130324580360632
"572","Trichoderma atroviride","Lipomyces starkeyi",0.214898786774972,3.83046421958966e-06
"573","Pseudocercospora musae","Lipomyces starkeyi",0.363796759881598,1.33226762955019e-15
"574","Cordyceps sp. RAO-2017","Lipomyces starkeyi",-0.0480353500104353,0.307126307253526
"575","Rhizophagus clarus","Lipomyces starkeyi",0.235859242429246,3.70428481888396e-07
"576","Pichia kudriavzevii","Lipomyces starkeyi",0.262494217280225,1.36696129970915e-08
"577","Paracoccidioides brasiliensis","Lipomyces starkeyi",0.20915450625752,6.98887906391832e-06
"578","Albugo candida","Lipomyces starkeyi",0.191945132208282,3.84010181968542e-05
"595","Aspergillus rambellii","Naumovozyma dairenensis",-0.0529006891815772,0.260652624281126
"596","Rhizophagus irregularis","Naumovozyma dairenensis",0.305992452568874,2.6946667119887e-11
"597","Moniliophthora perniciosa","Naumovozyma dairenensis",-0.0904871042699989,0.0540204534845259
"598","Erysiphe pulchra","Naumovozyma dairenensis",0.0916463062566864,0.0510025563308885
"599","Sphaerulina musiva","Naumovozyma dairenensis",-0.119186511186978,0.0110345000045062
"600","Phytophthora capsici","Naumovozyma dairenensis",-0.0599229868360772,0.202514188683949
"601","Trichophyton mentagrophytes","Naumovozyma dairenensis",0.0811208105136979,0.0842494346765954
"602","Aspergillus kawachii","Naumovozyma dairenensis",0.167346059431131,0.000342093629807305
"603","Pneumocystis murina","Naumovozyma dairenensis",0.212351216190525,5.01139144137852e-06
"604","Debaryomyces hansenii","Naumovozyma dairenensis",0.259286991854019,2.07511017258355e-08
"605","Trichoderma atroviride","Naumovozyma dairenensis",0.189964372354897,4.62886407217589e-05
"606","Pseudocercospora musae","Naumovozyma dairenensis",0.281951983308578,9.62082413735743e-10
"607","Cordyceps sp. RAO-2017","Naumovozyma dairenensis",-0.0772150742159786,0.100349585120223
"608","Rhizophagus clarus","Naumovozyma dairenensis",0.483564380305635,0
"609","Pichia kudriavzevii","Naumovozyma dairenensis",0.34960110053613,1.68753899743024e-14
"610","Paracoccidioides brasiliensis","Naumovozyma dairenensis",0.16030144841301,0.000607224312084709
"611","Albugo candida","Naumovozyma dairenensis",0.306733923077244,2.40043540600254e-11
"612","Lipomyces starkeyi","Naumovozyma dairenensis",0.196378438494143,2.51048703947543e-05
"628","Aspergillus rambellii","Phytopythium vexans",0.0764691153873404,0.103686117715683
"629","Rhizophagus irregularis","Phytopythium vexans",-0.204992679229048,1.06944094684369e-05
"630","Moniliophthora perniciosa","Phytopythium vexans",0.123897776707278,0.00822147642033233
"631","Erysiphe pulchra","Phytopythium vexans",-0.034883930434883,0.458415705488139
"632","Sphaerulina musiva","Phytopythium vexans",0.131426417034843,0.00503486676379339
"633","Phytophthora capsici","Phytopythium vexans",0.380357122819999,0
"634","Trichophyton mentagrophytes","Phytopythium vexans",-0.0429865026591695,0.360810017067115
"635","Aspergillus kawachii","Phytopythium vexans",0.00187438666302044,0.968230247390723
"636","Pneumocystis murina","Phytopythium vexans",0.00829088931898396,0.860158591843568
"637","Debaryomyces hansenii","Phytopythium vexans",0.103026891129701,0.0281625523122564
"638","Trichoderma atroviride","Phytopythium vexans",0.269449061892975,5.42322542429474e-09
"639","Pseudocercospora musae","Phytopythium vexans",0.0803159905706803,0.0873843698072072
"640","Cordyceps sp. RAO-2017","Phytopythium vexans",0.504082928770037,0
"641","Rhizophagus clarus","Phytopythium vexans",-0.0541302324597245,0.249718981121366
"642","Pichia kudriavzevii","Phytopythium vexans",-0.0062653745006343,0.894089508732022
"643","Paracoccidioides brasiliensis","Phytopythium vexans",0.0996468012542932,0.0337845239918311
"644","Albugo candida","Phytopythium vexans",0.0753588331906154,0.108814230385779
"645","Lipomyces starkeyi","Phytopythium vexans",0.058320015311584,0.214875252525934
"646","Naumovozyma dairenensis","Phytopythium vexans",0.0303815040168863,0.51846617952243
"661","Aspergillus rambellii","Aspergillus ochraceoroseus",0.341505837861995,7.28306304154103e-14
"662","Rhizophagus irregularis","Aspergillus ochraceoroseus",-0.00134566253538159,0.977188898616674
"663","Moniliophthora perniciosa","Aspergillus ochraceoroseus",0.267262745539579,7.27302174041711e-09
"664","Erysiphe pulchra","Aspergillus ochraceoroseus",0.358621598374202,3.10862446895044e-15
"665","Sphaerulina musiva","Aspergillus ochraceoroseus",0.368251866580192,4.44089209850063e-16
"666","Phytophthora capsici","Aspergillus ochraceoroseus",0.0776024803740181,0.0986507589650081
"667","Trichophyton mentagrophytes","Aspergillus ochraceoroseus",0.0273547090654772,0.56100033323909
"668","Aspergillus kawachii","Aspergillus ochraceoroseus",-0.018207384120387,0.698821112769215
"669","Pneumocystis murina","Aspergillus ochraceoroseus",0.0692839558259519,0.14049390310669
"670","Debaryomyces hansenii","Aspergillus ochraceoroseus",0.0151376295321215,0.747702028254556
"671","Trichoderma atroviride","Aspergillus ochraceoroseus",-0.0508378571861374,0.279728652816577
"672","Pseudocercospora musae","Aspergillus ochraceoroseus",-0.103318375471714,0.027717755507803
"673","Cordyceps sp. RAO-2017","Aspergillus ochraceoroseus",0.156432259866049,0.000824103624763595
"674","Rhizophagus clarus","Aspergillus ochraceoroseus",-0.00408853917037247,0.93077020826216
"675","Pichia kudriavzevii","Aspergillus ochraceoroseus",0.0422466992411853,0.36914209709261
"676","Paracoccidioides brasiliensis","Aspergillus ochraceoroseus",0.0289729408788836,0.538051708628333
"677","Albugo candida","Aspergillus ochraceoroseus",0.027693769602338,0.556153150492884
"678","Lipomyces starkeyi","Aspergillus ochraceoroseus",-0.0634464464846354,0.177175125503553
"679","Naumovozyma dairenensis","Aspergillus ochraceoroseus",-0.0925791074462195,0.0486774493226565
"680","Phytopythium vexans","Aspergillus ochraceoroseus",0.14073980982987,0.00265155485665325
"694","Aspergillus rambellii","Colletotrichum fioriniae",-0.0286310591121397,0.542860652871536
"695","Rhizophagus irregularis","Colletotrichum fioriniae",0.0483909532134289,0.303554992308545
"696","Moniliophthora perniciosa","Colletotrichum fioriniae",0.135353381014898,0.00386016125962829
"697","Erysiphe pulchra","Colletotrichum fioriniae",-0.000193831316741723,0.996713816624627
"698","Sphaerulina musiva","Colletotrichum fioriniae",0.085147218507781,0.0699017847522634
"699","Phytophthora capsici","Colletotrichum fioriniae",0.159698474644357,0.000637111729490325
"700","Trichophyton mentagrophytes","Colletotrichum fioriniae",-0.0947588922440864,0.043588076617018
"701","Aspergillus kawachii","Colletotrichum fioriniae",-0.00619253547456132,0.895313678660882
"702","Pneumocystis murina","Colletotrichum fioriniae",0.105483284693834,0.0245992094639629
"703","Debaryomyces hansenii","Colletotrichum fioriniae",0.147852002127464,0.00158302061975357
"704","Trichoderma atroviride","Colletotrichum fioriniae",0.310988081265527,1.22866161689217e-11
"705","Pseudocercospora musae","Colletotrichum fioriniae",0.351311278796181,1.24344978758018e-14
"706","Cordyceps sp. RAO-2017","Colletotrichum fioriniae",0.22150867191565,1.87855543209992e-06
"707","Rhizophagus clarus","Colletotrichum fioriniae",0.137269568835925,0.00338240433708403
"708","Pichia kudriavzevii","Colletotrichum fioriniae",0.165738471348647,0.000390746921476115
"709","Paracoccidioides brasiliensis","Colletotrichum fioriniae",0.141703772785839,0.00247580977397854
"710","Albugo candida","Colletotrichum fioriniae",0.231131630571488,6.39856982953546e-07
"711","Lipomyces starkeyi","Colletotrichum fioriniae",0.162297083842143,0.000517330533452043
"712","Naumovozyma dairenensis","Colletotrichum fioriniae",0.141221086000384,0.00256243786631138
"713","Phytopythium vexans","Colletotrichum fioriniae",0.220273229702293,2.14975027557074e-06
"714","Aspergillus ochraceoroseus","Colletotrichum fioriniae",-0.0242975217739637,0.605600901552133
"727","Aspergillus rambellii","Coniochaeta ligniaria",0.0496603784231056,0.291031312610168
"728","Rhizophagus irregularis","Coniochaeta ligniaria",-0.0568351507290154,0.22680084025632
"729","Moniliophthora perniciosa","Coniochaeta ligniaria",0.126324226841124,0.00703867418842874
"730","Erysiphe pulchra","Coniochaeta ligniaria",0.0426192298234776,0.364931646697684
"731","Sphaerulina musiva","Coniochaeta ligniaria",0.158610121098087,0.000694535941714314
"732","Phytophthora capsici","Coniochaeta ligniaria",0.303235982735356,4.13000744714509e-11
"733","Trichophyton mentagrophytes","Coniochaeta ligniaria",-0.112522381489911,0.0164597829816731
"734","Aspergillus kawachii","Coniochaeta ligniaria",-0.0590450713915428,0.209218559703432
"735","Pneumocystis murina","Coniochaeta ligniaria",0.0376538652292073,0.423494504617105
"736","Debaryomyces hansenii","Coniochaeta ligniaria",0.0774188439561722,0.0994531534853011
"737","Trichoderma atroviride","Coniochaeta ligniaria",0.126935916724988,0.00676563568265354
"738","Pseudocercospora musae","Coniochaeta ligniaria",0.131250603118036,0.00509430013369894
"739","Cordyceps sp. RAO-2017","Coniochaeta ligniaria",0.323102185908149,1.71906933132959e-12
"740","Rhizophagus clarus","Coniochaeta ligniaria",0.130231626179346,0.00545137918775263
"741","Pichia kudriavzevii","Coniochaeta ligniaria",0.0276849211995228,0.556279387352284
"742","Paracoccidioides brasiliensis","Coniochaeta ligniaria",0.104973411511323,0.0253050263410022
"743","Albugo candida","Coniochaeta ligniaria",0.0311074577608988,0.508517436761915
"744","Lipomyces starkeyi","Coniochaeta ligniaria",-0.00260534167818936,0.955851829555263
"745","Naumovozyma dairenensis","Coniochaeta ligniaria",-0.0402701712326242,0.391981484713236
"746","Phytopythium vexans","Coniochaeta ligniaria",0.330995089457032,4.54747350886464e-13
"747","Aspergillus ochraceoroseus","Coniochaeta ligniaria",0.0846292663487867,0.0716271048637616
"748","Colletotrichum fioriniae","Coniochaeta ligniaria",0.194107861389129,3.1247424167935e-05
"760","Aspergillus rambellii","Leucoagaricus sp. SymC.cos",-0.0231537695318073,0.622684229593959
"761","Rhizophagus irregularis","Leucoagaricus sp. SymC.cos",0.211318902528752,5.58274322237651e-06
"762","Moniliophthora perniciosa","Leucoagaricus sp. SymC.cos",0.109088242912004,0.0200769000344927
"763","Erysiphe pulchra","Leucoagaricus sp. SymC.cos",0.0847911023538996,0.0710843259626488
"764","Sphaerulina musiva","Leucoagaricus sp. SymC.cos",0.0213734452378441,0.649680343620476
"765","Phytophthora capsici","Leucoagaricus sp. SymC.cos",0.0245100116792505,0.602450285692288
"766","Trichophyton mentagrophytes","Leucoagaricus sp. SymC.cos",-0.0119342512375742,0.799808925524243
"767","Aspergillus kawachii","Leucoagaricus sp. SymC.cos",0.184604035576991,7.60170273244043e-05
"768","Pneumocystis murina","Leucoagaricus sp. SymC.cos",0.242479001874515,1.68975095471424e-07
"769","Debaryomyces hansenii","Leucoagaricus sp. SymC.cos",0.22439414889746,1.36687841933991e-06
"770","Trichoderma atroviride","Leucoagaricus sp. SymC.cos",0.316745185555175,4.87876405941279e-12
"771","Pseudocercospora musae","Leucoagaricus sp. SymC.cos",0.420842156355766,0
"772","Cordyceps sp. RAO-2017","Leucoagaricus sp. SymC.cos",-0.111258342264556,0.0177187512482191
"773","Rhizophagus clarus","Leucoagaricus sp. SymC.cos",0.441055114328738,0
"774","Pichia kudriavzevii","Leucoagaricus sp. SymC.cos",0.321942916901636,2.08300043880172e-12
"775","Paracoccidioides brasiliensis","Leucoagaricus sp. SymC.cos",0.228721915538148,8.41679847152221e-07
"776","Albugo candida","Leucoagaricus sp. SymC.cos",0.359849089848798,2.66453525910038e-15
"777","Lipomyces starkeyi","Leucoagaricus sp. SymC.cos",0.245370121316091,1.19072222748429e-07
"778","Naumovozyma dairenensis","Leucoagaricus sp. SymC.cos",0.30208184323772,4.93196594675283e-11
"779","Phytopythium vexans","Leucoagaricus sp. SymC.cos",0.0528629872913212,0.26099302226144
"780","Aspergillus ochraceoroseus","Leucoagaricus sp. SymC.cos",-0.0223253538479492,0.635186018139922
"781","Colletotrichum fioriniae","Leucoagaricus sp. SymC.cos",0.276195904920706,2.1561950003246e-09
"782","Coniochaeta ligniaria","Leucoagaricus sp. SymC.cos",0.00663649446798497,0.887856240883186
"793","Aspergillus rambellii","Colletotrichum salicis",-0.028266479268609,0.548012275890569
"794","Rhizophagus irregularis","Colletotrichum salicis",-0.0855466790116847,0.0685945133167136
"795","Moniliophthora perniciosa","Colletotrichum salicis",0.114604901649839,0.0145559989752346
"796","Erysiphe pulchra","Colletotrichum salicis",-0.0386561712640424,0.411250962820051
"797","Sphaerulina musiva","Colletotrichum salicis",0.066803838283256,0.155295948563168
"798","Phytophthora capsici","Colletotrichum salicis",0.229367207755048,7.82330701110112e-07
"799","Trichophyton mentagrophytes","Colletotrichum salicis",-0.021047977899511,0.654666936550466
"800","Aspergillus kawachii","Colletotrichum salicis",0.0612038252030083,0.193014767314346
"801","Pneumocystis murina","Colletotrichum salicis",0.111002892722413,0.0179831537700028
"802","Debaryomyces hansenii","Colletotrichum salicis",0.157390323886808,0.000764572727353086
"803","Trichoderma atroviride","Colletotrichum salicis",0.189757524909376,4.71953645670986e-05
"804","Pseudocercospora musae","Colletotrichum salicis",0.155499971627404,0.000886121216095326
"805","Cordyceps sp. RAO-2017","Colletotrichum salicis",0.305337414285105,2.98365776529863e-11
"806","Rhizophagus clarus","Colletotrichum salicis",-0.00215214956878463,0.963525388282421
"807","Pichia kudriavzevii","Colletotrichum salicis",0.100728742914465,0.0318890601117183
"808","Paracoccidioides brasiliensis","Colletotrichum salicis",0.093089878292784,0.0474423296785511
"809","Albugo candida","Colletotrichum salicis",0.156353906617932,0.000829157103901856
"810","Lipomyces starkeyi","Colletotrichum salicis",0.0792000659141891,0.0918855957637605
"811","Naumovozyma dairenensis","Colletotrichum salicis",0.0144101369354455,0.759444597702119
"812","Phytopythium vexans","Colletotrichum salicis",0.376325457079315,0
"813","Aspergillus ochraceoroseus","Colletotrichum salicis",0.0998505709944867,0.0334203713324099
"814","Colletotrichum fioriniae","Colletotrichum salicis",0.262945101110635,1.28847386093867e-08
"815","Coniochaeta ligniaria","Colletotrichum salicis",0.174855019240467,0.00018089902313756
"816","Leucoagaricus sp. SymC.cos","Colletotrichum salicis",0.0975334435964013,0.0377648387077985
"826","Aspergillus rambellii","[Candida] arabinofermentans",-0.0536545987489769,0.25391003222816
"827","Rhizophagus irregularis","[Candida] arabinofermentans",0.401315270195277,0
"828","Moniliophthora perniciosa","[Candida] arabinofermentans",0.0176873166060257,0.707021733274768
"829","Erysiphe pulchra","[Candida] arabinofermentans",0.22831758200081,8.81044560419042e-07
"830","Sphaerulina musiva","[Candida] arabinofermentans",-0.0571570274111337,0.224176587304609
"831","Phytophthora capsici","[Candida] arabinofermentans",-0.0896806784544918,0.0562063757772342
"832","Trichophyton mentagrophytes","[Candida] arabinofermentans",0.056886958768687,0.226376982442486
"833","Aspergillus kawachii","[Candida] arabinofermentans",0.119044167315603,0.0111313802760651
"834","Pneumocystis murina","[Candida] arabinofermentans",0.340397222755656,8.88178419700125e-14
"835","Debaryomyces hansenii","[Candida] arabinofermentans",0.236131362875244,3.58829029156738e-07
"836","Trichoderma atroviride","[Candida] arabinofermentans",0.0954856154144307,0.0419941560300636
