Gene1,Gene2,CRC_cor,CRC_pVal,CTRL_cor,CTRL_pVal,zScoreDiff,pValDiff,empPVals,pValDiff_adj,Classes,color,width
Clostridium beijerinckii,[Candida] arabinofermentans,0.256947007,2.80E-08,0.087953025,0.043971902,-2.716755319,0.006592533,0.043105159,0.446238122,+/+,pos,1
Fusobacterium periodonticum,Rhizophagus clarus,-0.075565203,0.107846225,0.094184251,0.030952197,2.647035096,0.008120093,0.045287698,0.446238122,0/+,pos,1
Fusobacterium nucleatum,Rhizophagus irregularis,-0.080592072,0.086298574,0.089129748,0.041209523,2.646418756,0.008134904,0.045337302,0.446238122,0/+,pos,1
Prevotella intermedia,Tuber magnatum,-0.032145544,0.49446636,-0.199552563,4.07E-06,-2.646041648,0.008143979,0.045337302,0.446238122,0/-,neg,2
Fusobacterium nucleatum,Paracoccidioides brasiliensis,-0.059021036,0.209404336,0.108038026,0.013256054,2.606239178,0.009154251,0.047073413,0.446238122,0/+,pos,1
Pseudobutyrivibrio xylanivorans,Albugo candida,0.292196216,2.18E-10,0.133227288,0.002220834,-2.596762022,0.00941071,0.047420635,0.446238122,+/+,pos,1
Butyrivibrio proteoclasticus,Albugo candida,0.269918754,5.09E-09,0.109589227,0.011984812,-2.593702014,0.009494874,0.047470238,0.446238122,+/+,pos,1
Gemella morbillorum,Baudoinia panamericana,-0.043676991,0.353140354,0.120696594,0.005622103,2.566443553,0.010274735,0.048462302,0.446238122,0/+,pos,1
Romboutsia ilealis,Pichia kudriavzevii,0.374952092,0,0.225451957,1.78E-07,-2.563140034,0.01037302,0.048611111,0.446238122,+/+,pos,1
Pseudobutyrivibrio xylanivorans,Moniliophthora perniciosa,-0.06467018,0.168949561,0.096548924,0.026959005,2.513844963,0.011942292,0.050744048,0.446238122,0/+,pos,1
Bifidobacterium bifidum,Aspergillus kawachii,-0.03226417,0.492873973,0.126790288,0.003614773,2.484921136,0.012958014,0.052480159,0.446238122,0/+,pos,1
Anaerostipes hadrus,Erysiphe pulchra,-0.029037545,0.537145379,0.129811394,0.002883605,2.482463622,0.013047739,0.052579365,0.446238122,0/+,pos,1
Pseudobutyrivibrio xylanivorans,Rhizophagus clarus,0.248495653,8.12E-08,0.094953365,0.029601185,-2.466516889,0.013643429,0.053422619,0.446238122,+/+,pos,1
Bifidobacterium pseudocatenulatum,Trichophyton mentagrophytes,-0.019960645,0.671436922,0.137697331,0.001563674,2.466087723,0.013659788,0.053472222,0.446238122,0/+,pos,1
Butyrivibrio proteoclasticus,Pneumocystis murina,0.267121689,7.41E-09,0.114753548,0.008494238,-2.465458774,0.013683792,0.053472222,0.446238122,+/+,pos,1
Fusobacterium periodonticum,Phytopythium vexans,0.051332342,0.275071937,-0.105195846,0.015896287,-2.441558351,0.014624025,0.054910714,0.446238122,0/-,neg,2
Butyrivibrio proteoclasticus,Rhizophagus clarus,0.241000657,2.02E-07,0.088719738,0.04215491,-2.440292178,0.014675387,0.054960317,0.446238122,+/+,pos,1
Pseudobutyrivibrio xylanivorans,Pichia kudriavzevii,0.334157787,2.64E-13,0.188945098,1.31E-05,-2.430583132,0.015074547,0.055257937,0.446238122,+/+,pos,1
Porphyromonas asaccharolytica,Edhazardia aedis,-0.022043158,0.639468715,0.132545251,0.002340833,2.416864649,0.015654837,0.055902778,0.446238122,0/+,pos,1
Bifidobacterium adolescentis,Baudoinia panamericana,0.012768996,0.786134519,0.166014361,0.000132724,2.407828795,0.016047705,0.056547619,0.446238122,0/+,pos,1
Roseburia intestinalis,Pneumocystis murina,0.289286631,3.35E-10,0.146452835,0.000763158,-2.337496181,0.019413399,0.061011905,0.452192757,+/+,pos,1
Porphyromonas asaccharolytica,Phytophthora capsici,0.05754284,0.221059664,0.204064875,2.43E-06,2.323340421,0.020160872,0.061607143,0.452192757,0/+,pos,1
Parvimonas micra,Baudoinia panamericana,-0.060303661,0.199656103,0.087551739,0.044948884,2.304510627,0.021193996,0.062400794,0.452192757,0/+,pos,1
Ruminococcus bicirculans,Cordyceps sp. RAO-2017,0.027577808,0.557808638,0.170370085,8.74E-05,2.247106661,0.024633211,0.066170635,0.452192757,0/+,pos,1
Anaerostipes hadrus,Baudoinia panamericana,0.104388644,0.026135961,0.242003105,1.96E-08,2.210823845,0.027048038,0.067956349,0.453241243,+/+,pos,1
Dialister pneumosintes,Choanephora cucurbitarum,-0.041159799,0.381597691,0.100388163,0.021419161,2.207403225,0.027285901,0.068253968,0.453521274,0/+,pos,1
Prevotella intermedia,Erysiphe pulchra,-0.038630826,0.411557964,-0.177842916,4.17E-05,-2.194861198,0.028173556,0.069246032,0.458396313,0/-,neg,2
Fusobacterium periodonticum,Paracoccidioides brasiliensis,-0.029134577,0.535785561,0.109001079,0.012453538,2.155577166,0.031116697,0.071825397,0.465059468,0/+,pos,1
Butyrivibrio proteoclasticus,Edhazardia aedis,0.263352049,1.22E-08,0.131963672,0.002447802,-2.130539468,0.033127101,0.074404762,0.471497307,+/+,pos,1
Bifidobacterium adolescentis,Trichoderma atroviride,0.039905737,0.396284049,0.174557633,5.80E-05,2.122259788,0.033815928,0.074900794,0.471497307,0/+,pos,1
Prevotella intermedia,[Candida] arabinofermentans,-0.08082129,0.085405361,-0.213284276,8.13E-07,-2.10942546,0.034907874,0.076190476,0.471497307,0/-,neg,2
Pseudobutyrivibrio xylanivorans,[Candida] arabinofermentans,0.246339372,1.06E-07,0.116054059,0.007772546,-2.098862399,0.035829032,0.077083333,0.471497307,+/+,pos,1
Pseudobutyrivibrio xylanivorans,Pneumocystis murina,0.288902758,3.54E-10,0.162834382,0.000178856,-2.069917642,0.038460058,0.07921627,0.471497307,+/+,pos,1
Bifidobacterium longum,Edhazardia aedis,0.009193764,0.845112582,0.139602443,0.001342269,2.042763339,0.041075871,0.081150794,0.471497307,0/+,pos,1
Clostridium beijerinckii,Pneumocystis murina,0.29789405,9.33E-11,0.174373891,5.90E-05,-2.038201074,0.041529828,0.08139881,0.471497307,+/+,pos,1
Clostridium beijerinckii,Rhizophagus clarus,0.30449053,3.40E-11,0.181850276,2.77E-05,-2.030940932,0.042260987,0.081845238,0.471497307,+/+,pos,1
Adlercreutzia equolifaciens,Phytopythium vexans,0.050306296,0.284793775,0.177656136,4.25E-05,2.009888418,0.044443,0.083184524,0.471497307,0/+,pos,1
Bifidobacterium longum,Aspergillus ochraceoroseus,-0.023023785,0.624638811,0.104787138,0.016311606,1.994154312,0.046135193,0.084623016,0.475097161,0/+,pos,1
Butyrivibrio proteoclasticus,[Candida] arabinofermentans,0.247196496,9.52E-08,0.12393123,0.004457575,-1.988740174,0.046729889,0.085515873,0.478595367,+/+,pos,1
Adlercreutzia equolifaciens,Erysiphe pulchra,-0.033228825,0.480027122,0.090642583,0.037874752,1.930877726,0.053498175,0.091071429,0.495616285,0/+,pos,1
Anaerostipes hadrus,Rhizophagus clarus,0.269524183,5.37E-09,0.152409005,0.000457813,-1.909283407,0.056225542,0.092708333,0.501448052,+/+,pos,1
Lactococcus garvieae,Erysiphe pulchra,-0.030879095,0.51163621,0.090685605,0.037783367,1.894965064,0.05809703,0.094246032,0.501609031,0/+,pos,1
Butyrivibrio proteoclasticus,Pseudocercospora musae,0.283548151,7.67E-10,0.170915872,8.29E-05,-1.849886086,0.06432997,0.098660714,0.501609031,+/+,pos,1
Clostridium beijerinckii,Rhizophagus irregularis,0.26493306,9.91E-09,0.1530179,0.000434051,-1.822679345,0.06835197,0.101884921,0.508506452,+/+,pos,1
Butyrivibrio proteoclasticus,Pichia kudriavzevii,0.269475249,5.40E-09,0.158712881,0.000261152,-1.807974386,0.070610487,0.103621032,0.508506452,+/+,pos,1
Dialister pneumosintes,Edhazardia aedis,-0.003286592,0.944324631,0.111663932,0.010453501,1.795317204,0.072603175,0.105109127,0.508506452,0/+,pos,1
Gemella morbillorum,Edhazardia aedis,0.019273728,0.682116606,0.131354727,0.002564569,1.755245518,0.079217321,0.110565476,0.524480031,0/+,pos,1
Pseudobutyrivibrio xylanivorans,Edhazardia aedis,0.248683245,7.93E-08,0.140506764,0.001247607,-1.750956379,0.079953424,0.111259921,0.525434992,+/+,pos,1
Fusobacterium nucleatum,Erysiphe pulchra,0.207621963,8.18E-06,0.100554215,0.021203683,-1.707767346,0.08767952,0.116319444,0.533239575,+/+,pos,1
Clostridium beijerinckii,Edhazardia aedis,0.312175988,1.02E-11,0.212884992,8.53E-07,-1.660690202,0.096775682,0.122718254,0.540238014,+/+,pos,1
Bifidobacterium longum,Rhizophagus irregularis,-0.014535587,0.757415649,0.090126716,0.038985206,1.631841572,0.102712865,0.127728175,0.550437094,0/+,pos,1
Adlercreutzia equolifaciens,Hyaloscypha variabilis,-0.015632428,0.73974843,0.087974182,0.043920892,1.61515661,0.106276784,0.130009921,0.552047944,0/+,pos,1
Pseudobutyrivibrio xylanivorans,Pseudocercospora musae,0.320959719,2.45E-12,0.231595239,8.01E-08,-1.506370609,0.131972061,0.14672619,0.573847694,+/+,pos,1
Anaerostipes hadrus,Albugo candida,0.244805454,1.28E-07,0.155052521,0.000362722,-1.455413385,0.145554853,0.154365079,0.579571511,+/+,pos,1
Prevotella intermedia,Rhizophagus irregularis,-0.051975251,0.269096734,-0.141612622,0.001140212,-1.408475412,0.158990343,0.162599206,0.581483306,0/-,neg,2
Anaerostipes hadrus,Pneumocystis murina,0.229042896,8.12E-07,0.144805097,0.000876141,-1.358704542,0.174240232,0.173313492,0.596776702,+/+,pos,1
Anaerostipes hadrus,Colletotrichum salicis,-0.027276938,0.562115015,-0.113182486,0.00944534,-1.343722557,0.17903812,0.176289683,0.597820819,0/-,neg,2
Anaerostipes hadrus,Edhazardia aedis,0.223728899,1.47E-06,0.142247009,0.001082518,-1.312208203,0.189449895,0.182291667,0.598605971,+/+,pos,1
Bifidobacterium longum,Baudoinia panamericana,0.042475993,0.366547002,0.124004118,0.004434051,1.277742699,0.201340164,0.189632937,0.603572704,0/+,pos,1
[Eubacterium] eligens,Albugo candida,0.171551747,0.000240204,0.091555183,0.035975971,-1.266988774,0.205159304,0.192460317,0.603572704,+/+,pos,1
Anaerostipes hadrus,Hyaloscypha variabilis,0.040978741,0.383697265,0.121789481,0.005201144,1.26609618,0.20547865,0.192559524,0.603572704,0/+,pos,1
Pseudobutyrivibrio xylanivorans,Schizosaccharomyces pombe,0.204620448,1.11E-05,0.129003481,0.003064649,-1.210542041,0.226070969,0.205952381,0.621398943,+/+,pos,1
Adlercreutzia equolifaciens,Colletotrichum fioriniae,0.024982667,0.59546869,0.101299175,0.020259998,1.192437557,0.233089721,0.210763889,0.627380423,0/+,pos,1
Romboutsia ilealis,Phytophthora capsici,-0.032838715,0.485200406,-0.107129507,0.014054564,-1.161820945,0.245308205,0.219543651,0.637471379,0/-,neg,2
Prevotella intermedia,Pseudocercospora musae,-0.078794916,0.093565051,-0.152130735,0.00046907,-1.156698393,0.247395607,0.221378968,0.638464744,0/-,neg,2
Romboutsia ilealis,Paracoccidioides brasiliensis,0.047082572,0.3168312,0.120859822,0.005557344,1.156290211,0.247562471,0.221527778,0.638464744,0/+,pos,1
Gemella morbillorum,Phytophthora capsici,0.059083717,0.2089201,0.132685129,0.00231575,1.156032088,0.247668032,0.22172619,0.638464744,0/+,pos,1
Prevotella intermedia,Albugo candida,-0.054172484,0.249349028,-0.126701982,0.003638474,-1.138011989,0.255115476,0.225744048,0.638464744,0/-,neg,2
Fusobacterium periodonticum,Moniliophthora perniciosa,0.046325475,0.324684326,0.118623413,0.006505739,1.132799361,0.25729852,0.227083333,0.638464744,0/+,pos,1
Bifidobacterium bifidum,Trichoderma atroviride,0.051289036,0.275477643,0.123361899,0.004645234,1.130209013,0.258388163,0.22827381,0.640796347,0/+,pos,1
Anaerostipes hadrus,Rhizophagus irregularis,0.248677411,7.94E-08,0.182273015,2.65E-05,-1.083705435,0.278495425,0.241765873,0.648059429,+/+,pos,1
Clostridium beijerinckii,Pseudocercospora musae,0.158160043,0.000719655,0.090337286,0.038528648,-1.071961421,0.28373736,0.244543651,0.648059429,+/+,pos,1
Romboutsia ilealis,Edhazardia aedis,0.215932559,3.43E-06,0.149842786,0.000571878,-1.064050881,0.287305651,0.246974206,0.650349988,+/+,pos,1
Butyrivibrio proteoclasticus,Schizosaccharomyces pombe,0.193599229,3.28E-05,0.129678089,0.00291279,-1.021356948,0.307085355,0.260515873,0.662155188,+/+,pos,1
Bifidobacterium longum,[Candida] arabinofermentans,0.026835191,0.568466628,0.091657895,0.035767422,1.012223004,0.31143144,0.263690476,0.664511964,0/+,pos,1
Gemella morbillorum,Erysiphe pulchra,0.035889836,0.445551509,0.099543601,0.02254478,0.995032715,0.319720353,0.271130952,0.66608934,0/+,pos,1
Anaerostipes hadrus,[Candida] arabinofermentans,0.216790791,3.13E-06,0.275637098,1.31E-10,0.974795608,0.329661656,0.278571429,0.677089308,+/+,pos,1
Romboutsia ilealis,[Candida] arabinofermentans,0.158208979,0.000716884,0.097193015,0.025951404,-0.965155659,0.334466852,0.281894841,0.677089308,+/+,pos,1
Escherichia coli,Colletotrichum salicis,0.056348424,0.230810465,0.117422999,0.007072538,0.957544047,0.338292725,0.284375,0.677089308,0/+,pos,1
Prevotella intermedia,Schizosaccharomyces pombe,-0.049482456,0.292765454,-0.108941807,0.012501662,-0.931006954,0.351849967,0.294345238,0.677089308,0/-,neg,2
Adlercreutzia equolifaciens,Albugo candida,0.028054466,0.551019116,0.087099041,0.046072879,0.92175933,0.356654125,0.29796627,0.677089308,0/+,pos,1
Romboutsia ilealis,Rhizophagus clarus,0.231734528,5.97E-07,0.176614681,4.72E-05,-0.894957918,0.370809584,0.30843254,0.682642427,+/+,pos,1
Prevotella intermedia,Thielaviopsis punctulata,-0.039294836,0.403559863,-0.096499644,0.027037465,-0.894185467,0.371222667,0.308779762,0.682642427,0/-,neg,1
Romboutsia ilealis,Pneumocystis murina,0.22566733,1.19E-06,0.171884328,7.54E-05,-0.871258663,0.383612936,0.317460317,0.68452661,+/+,pos,1
Roseburia intestinalis,Hyaloscypha variabilis,0.054591708,0.245698964,0.109543747,0.012020492,0.860793308,0.389351892,0.322321429,0.68452661,0/+,pos,1
Prevotella intermedia,Baudoinia panamericana,-0.077385273,0.099600402,-0.131235961,0.002587926,-0.847072337,0.396954803,0.32827381,0.68678595,0/-,neg,2
Roseburia intestinalis,Coniochaeta ligniaria,-0.041122336,0.382031533,-0.095158656,0.029249243,-0.844660581,0.398300374,0.32921627,0.687946426,0/-,neg,1
Bifidobacterium catenulatum,Phytopythium vexans,-0.044332769,0.345952133,-0.097271143,0.025831419,-0.827797828,0.407785005,0.336111111,0.690960296,0/-,neg,1
Adlercreutzia equolifaciens,Cordyceps sp. RAO-2017,0.078080533,0.096586069,0.126629019,0.003658163,0.763319864,0.445272658,0.366865079,0.706688076,0/+,pos,1
Adlercreutzia equolifaciens,Pseudocercospora musae,0.14159982,0.002494237,0.093373708,0.032432759,-0.76080943,0.446770901,0.368055556,0.707540366,+/+,pos,1
Anaerostipes hadrus,Pseudocercospora musae,0.228613295,8.52E-07,0.182627622,2.55E-05,-0.747042041,0.455038184,0.374801587,0.70947229,+/+,pos,1
Bifidobacterium longum,Pneumocystis murina,0.076150765,0.105136527,0.117189509,0.007187788,0.6444699,0.51927077,0.43030754,0.723834241,0/+,pos,1
Porphyromonas asaccharolytica,Erysiphe pulchra,0.050547646,0.282486395,0.089847035,0.039598691,0.614406144,0.538946977,0.446924603,0.723834241,0/+,pos,1
Anaerostipes hadrus,Phytopythium vexans,-0.069426601,0.139676642,-0.108529054,0.012841355,-0.613169716,0.539764127,0.447619048,0.723834241,0/-,neg,2
Roseburia intestinalis,Pichia kudriavzevii,0.189842392,4.68E-05,0.152605339,0.000450022,-0.596792309,0.550646053,0.457688492,0.723834241,+/+,pos,1
Pseudobutyrivibrio xylanivorans,Baudoinia panamericana,0.110103895,0.018941243,0.147156399,0.000719156,0.586117131,0.557796805,0.464136905,0.723834241,+/+,pos,1
Butyrivibrio proteoclasticus,Lipomyces starkeyi,0.332784788,3.34E-13,0.301959006,1.57E-12,-0.53326617,0.593849342,0.49890873,0.740667759,+/+,pos,2
Gemella morbillorum,Phytopythium vexans,0.060365568,0.199194096,0.093723589,0.031786395,0.522028791,0.601650285,0.506051587,0.745055737,0/+,pos,1
[Eubacterium] eligens,Rhizophagus irregularis,0.139800701,0.002833624,0.107791447,0.013468722,-0.505696521,0.613069711,0.517559524,0.75478282,+/+,pos,1
Dialister pneumosintes,Leucoagaricus sp. SymC.cos,0.063035602,0.180002317,0.094461921,0.03045848,0.491925228,0.622772203,0.52718254,0.756699708,0/+,pos,1
Pseudobutyrivibrio xylanivorans,Colletotrichum fioriniae,0.131235695,0.005099369,0.10030753,0.021524479,-0.487661541,0.625789597,0.530406746,0.758058664,+/+,pos,1
Clostridium beijerinckii,Coniochaeta ligniaria,-0.076110042,0.105323215,-0.105875518,0.01522613,-0.466900295,0.640571214,0.545039683,0.762010569,0/-,neg,2
Adlercreutzia equolifaciens,[Candida] arabinofermentans,0.127800579,0.006395861,0.156045603,0.000332025,0.448412669,0.6538554,0.558730159,0.770201901,+/+,pos,1
Butyrivibrio proteoclasticus,Colletotrichum fioriniae,0.138556641,0.00309233,0.11070256,0.011140065,-0.440133976,0.659840075,0.565575397,0.773626881,+/+,pos,1
Anaerostipes hadrus,Phytophthora capsici,-0.134755609,0.004021246,-0.107745396,0.013508772,0.426437882,0.669788803,0.575892857,0.778567724,-/-,neg,2
Romboutsia ilealis,Schizosaccharomyces pombe,0.113753435,0.015309657,0.139695594,0.001332221,0.410138545,0.681704319,0.588492063,0.780046564,+/+,pos,1
Anaerostipes hadrus,Schizosaccharomyces pombe,0.16385581,0.000455894,0.18883648,1.33E-05,0.401067639,0.688370326,0.594890873,0.780046564,+/+,pos,1
Roseburia intestinalis,Albugo candida,0.146143207,0.001795612,0.123561144,0.004578764,-0.357784312,0.720504732,0.630605159,0.794881166,+/+,pos,1
Roseburia intestinalis,Paracoccidioides brasiliensis,0.074957174,0.110717899,0.097179295,0.025972524,0.348257333,0.727646934,0.639583333,0.796834571,0/+,pos,1
Anaerostipes hadrus,Tuber magnatum,0.174854811,0.000180902,0.153954657,0.000399726,-0.334144793,0.738270301,0.652430556,0.80102757,+/+,pos,1
Pseudobutyrivibrio xylanivorans,Lipomyces starkeyi,0.417263223,0,0.400328403,0,-0.316289388,0.751782865,0.667013889,0.801686719,+/+,pos,2
Prevotella intermedia,Pneumocystis murina,-0.091451097,0.051500685,-0.111542453,0.010538132,-0.31578307,0.75216717,0.667410714,0.801686719,0/-,neg,2
Streptococcus thermophilus,Edhazardia aedis,0.067741835,0.149564742,0.087637044,0.044739685,0.311357659,0.755528738,0.671626984,0.802061452,0/+,pos,1
Butyrivibrio proteoclasticus,Baudoinia panamericana,0.109997142,0.019057917,0.129611383,0.002927495,0.309550984,0.756902436,0.673164683,0.802061452,+/+,pos,1
Anaerostipes hadrus,Leucoagaricus sp. SymC.cos,0.135223383,0.003894687,0.150845714,0.000524475,0.248084725,0.804068854,0.732886905,0.823672691,+/+,pos,1
Prevotella intermedia,Lipomyces starkeyi,0.091618879,0.051072301,0.1073277,0.013876848,0.24679639,0.805065804,0.733928571,0.823672691,0/+,pos,1
Roseburia intestinalis,Rhizophagus clarus,0.109143239,0.020013922,0.094460729,0.030460585,-0.230780963,0.817484971,0.748511905,0.828169524,+/+,pos,1
Anaerostipes hadrus,Cordyceps sp. RAO-2017,-0.10701092,0.022585346,-0.12125365,0.005403852,-0.22447219,0.822389904,0.75421627,0.831612238,-/-,neg,2
Bifidobacterium pseudocatenulatum,Phytopythium vexans,-0.116730392,0.012815207,-0.10390087,0.017245003,0.202023308,0.839898503,0.777480159,0.836175054,-/-,neg,2
Anaerostipes hadrus,Colletotrichum fioriniae,0.110938214,0.018050643,0.09827523,0.024331465,-0.199153428,0.842142728,0.779910714,0.836594703,+/+,pos,1
Porphyromonas asaccharolytica,Thielaviopsis punctulata,0.081297996,0.083571592,0.093570076,0.032068624,0.192363976,0.847457109,0.786954365,0.836594703,0/+,pos,1
Clostridium beijerinckii,Tuber magnatum,0.109514304,0.01959348,0.120972917,0.00551287,0.18063868,0.856651193,0.799553571,0.838527163,+/+,pos,1
Roseburia intestinalis,Lipomyces starkeyi,0.184561508,7.63E-05,0.173541235,6.41E-05,-0.177098918,0.859430692,0.803025794,0.838527163,+/+,pos,1
Butyrivibrio proteoclasticus,Choanephora cucurbitarum,0.105928888,0.023996347,0.104706685,0.016394471,-0.019224473,0.984662035,0.975248016,0.87802185,+/+,pos,1
Prevotella intermedia,Rhizophagus clarus,-0.111916911,0.017052705,-0.112246903,0.010055699,-0.0051983,0.995852376,0.993501984,0.879229335,-/-,neg,2
