"","Cohort","Feature","Seed","AUC","MeanAUC","Kingdoms"
"57","2014_ZellerG","Ornithobacterium_rhinotracheale","22","45.08",55.02,"fungi"
"58","2014_ZellerG","Petrimonas_mucosa","81","56.86",54.03,"fungi"
"59","2014_ZellerG","Porphyromonas_asaccharolytica","76","65.26",62.34,"fungi"
"60","2014_ZellerG","Porphyromonas_gingivalis","10","42.89",48.76,"fungi"
"61","2014_ZellerG","Alloprevotella_sp_E39","81","57.64",45.6,"fungi"
"62","2014_ZellerG","Paraprevotella_xylaniphila","59","49.73",49.94,"fungi"
"63","2014_ZellerG","Prevotella_sp_oral_taxon_299","53","43.5",53.86,"fungi"
"64","2014_ZellerG","Prevotella_scopos","61","56.18",52.04,"fungi"
"65","2014_ZellerG","Prevotella_jejuni","21","50.59",48.99,"fungi"
"66","2014_ZellerG","Prevotella_fusca","23","52.6",57.03,"fungi"
"67","2014_ZellerG","Prevotella_oris","79","52.06",56.45,"fungi"
"68","2014_ZellerG","Prevotella_melaninogenica","98","59.14",53.21,"fungi"
"69","2014_ZellerG","Prevotella_ruminicola","19","47.97",52.43,"fungi"
"70","2014_ZellerG","Prevotella_denticola","65","59.35",58.68,"fungi"
"71","2014_ZellerG","Prevotella_enoeca","28","48.62",53.49,"fungi"
"72","2014_ZellerG","Prevotella_dentalis","80","44.25",48.61,"fungi"
"73","2014_ZellerG","Prevotella_intermedia","82","59.24",52.42,"fungi"
"74","2014_ZellerG","Muribaculum_intestinale","13","63.21",59.72,"fungi"
"75","2014_ZellerG","Muribaculum_sp_TLL_A4","25","56.36",54.67,"fungi"
"76","2014_ZellerG","Duncaniella_sp_H5","93","55.34",53.15,"fungi"
"77","2014_ZellerG","Barnesiella_viscericola","32","51.25",51.38,"fungi"
"78","2014_ZellerG","Tannerella_sp_oral_taxon_HOT_286","73","54.83",50.13,"fungi"
"79","2014_ZellerG","Tannerella_forsythia","41","59.74",49.7,"fungi"
"80","2014_ZellerG","Parabacteroides_sp_CT06","67","51.98",52.98,"fungi"
"81","2014_ZellerG","Parabacteroides_distasonis","88","61.97",56.4,"fungi"
"82","2014_ZellerG","Butyricimonas_faecalis","18","51.64",59.19,"fungi"
"83","2014_ZellerG","Odoribacter_splanchnicus","33","55.61",54.16,"fungi"
"84","2014_ZellerG","Alistipes_indistinctus","73","55.75",56.26,"fungi"
"85","2014_ZellerG","Alistipes_sp_Marseille_P5997","9","55.25",49.54,"fungi"
"86","2014_ZellerG","Alistipes_sp_5CPEGH6","41","53.18",55.64,"fungi"
"87","2014_ZellerG","Alistipes_finegoldii","50","55.43",52.69,"fungi"
"88","2014_ZellerG","Alistipes_sp_3BBH6","30","51.82",59.87,"fungi"
"89","2014_ZellerG","Alistipes_sp_5CBH24","2","53.9",52.73,"fungi"
"90","2014_ZellerG","Alistipes_shahii","41","54.68",52.1,"fungi"
"91","2014_ZellerG","Bacteroides_coprosuis","96","52.54",51.51,"fungi"
"92","2014_ZellerG","Bacteroides_sp_PHL_2737","36","43.08",50.08,"fungi"
"93","2014_ZellerG","Bacteroides_zoogleoformans","1","46.02",50.29,"fungi"
"94","2014_ZellerG","Bacteroides_heparinolyticus","69","50.39",50.13,"fungi"
"95","2014_ZellerG","Bacteroides_helcogenes","3","56.29",50.58,"fungi"
"96","2014_ZellerG","Bacteroides_intestinalis","35","49.8",56.53,"fungi"
"97","2014_ZellerG","Bacteroides_salanitronis","27","54.04",55.73,"fungi"
"98","2014_ZellerG","Bacteroides_caecimuris","40","44.01",54.43,"fungi"
"99","2014_ZellerG","Bacteroides_xylanisolvens","8","60.07",56.68,"fungi"
"100","2014_ZellerG","Bacteroides_cellulosilyticus","69","53.99",49.32,"fungi"
"101","2014_ZellerG","Bacteroides_caccae","19","52.99",53.48,"fungi"
"102","2014_ZellerG","Bacteroides_thetaiotaomicron","81","49.16",56.63,"fungi"
"103","2014_ZellerG","Bacteroides_fragilis","64","51.76",56.14,"fungi"
"104","2014_ZellerG","Bacteroides_sp_A1C1","93","52.97",53.2,"fungi"
"105","2014_ZellerG","Bacteroides_uniformis","61","51.79",53.8,"fungi"
"106","2014_ZellerG","Bacteroides_dorei","21","56.8",52.77,"fungi"
"107","2014_ZellerG","Bacteroides_ovatus","75","50.93",51.48,"fungi"
"108","2014_ZellerG","Bacteroides_vulgatus","67","57.29",52.07,"fungi"
"109","2014_ZellerG","Collinsella_aerofaciens","12","56.11",50.87,"fungi"
"110","2014_ZellerG","Libanicoccus_massiliensis","88","54.55",56.33,"fungi"
"111","2014_ZellerG","Parolsenella_catena","4","55.72",52.54,"fungi"
"112","2014_ZellerG","Olsenella_umbonata","18","49.2",49.6,"fungi"
"113","2014_ZellerG","Olsenella_sp_GAM18","26","44.49",49.44,"fungi"
"114","2014_ZellerG","Olsenella_sp_Marseille_P2300","6","47.46",48.34,"fungi"
"115","2014_ZellerG","Phoenicibacter_congonensis","42","60.79",54.14,"fungi"
"116","2014_ZellerG","Eggerthella_lenta","51","64.65",56.89,"fungi"
"117","2014_ZellerG","Gordonibacter_pamelaeae","66","49.26",51.19,"fungi"
"118","2014_ZellerG","Gordonibacter_urolithinfaciens","5","53.99",51.87,"fungi"
"119","2014_ZellerG","Adlercreutzia_equolifaciens","72","52.64",52.41,"fungi"
"120","2014_ZellerG","Propionibacterium_freudenreichii","38","47.93",49.7,"fungi"
"121","2014_ZellerG","Schaalia_odontolytica","8","55.31",52.77,"fungi"
"122","2014_ZellerG","Rothia_mucilaginosa","80","52.45",55.6,"fungi"
"123","2014_ZellerG","Bifidobacterium_angulatum","42","53.65",48.73,"fungi"
"124","2014_ZellerG","Bifidobacterium_dentium","54","63.06",56.04,"fungi"
"125","2014_ZellerG","Bifidobacterium_pseudocatenulatum","36","49.01",53.58,"fungi"
"126","2014_ZellerG","Bifidobacterium_animalis","10","43.19",50.21,"fungi"
"127","2014_ZellerG","Bifidobacterium_bifidum","27","56.66",55.38,"fungi"
"128","2014_ZellerG","Bifidobacterium_catenulatum","64","48.72",54.79,"fungi"
"129","2014_ZellerG","Bifidobacterium_adolescentis","7","50.86",55.12,"fungi"
"130","2014_ZellerG","Bifidobacterium_gallinarum","54","54.52",56.64,"fungi"
"131","2014_ZellerG","Bifidobacterium_breve","88","56.56",53.2,"fungi"
"132","2014_ZellerG","Bifidobacterium_longum","38","56.36",59.8,"fungi"
"133","2014_ZellerG","Parvimonas_micra","49","65.01",67.95,"fungi"
"134","2014_ZellerG","Megamonas_hypermegale","40","48.72",52.71,"fungi"
"135","2014_ZellerG","Megamonas_funiformis","36","52.4",55.38,"fungi"
"136","2014_ZellerG","Selenomonas_sputigena","96","56.69",52.94,"fungi"
"137","2014_ZellerG","Selenomonas_ruminantium","75","54.04",49.69,"fungi"
"138","2014_ZellerG","Acidaminococcus_intestini","19","44.7",55.54,"fungi"
"139","2014_ZellerG","Acidaminococcus_fermentans","67","60.8",55.37,"fungi"
"140","2014_ZellerG","Phascolarctobacterium_faecium","92","53.11",47.7,"fungi"
"141","2014_ZellerG","Dialister_sp_5BBH33","14","53.26",54.74,"fungi"
"142","2014_ZellerG","Dialister_sp_Marseille_P5638","44","54.74",50.98,"fungi"
"143","2014_ZellerG","Dialister_pneumosintes","33","55.57",55.76,"fungi"
"144","2014_ZellerG","Veillonella_dispar","41","55.78",55.38,"fungi"
"145","2014_ZellerG","Veillonella_parvula","20","53.87",52.58,"fungi"
"146","2014_ZellerG","Veillonella_atypica","36","57.88",53.95,"fungi"
"147","2014_ZellerG","Megasphaera_elsdenii","40","28.23",52.05,"fungi"
"148","2014_ZellerG","Megasphaera_stantonii","63","55.72",55.99,"fungi"
"149","2014_ZellerG","Gemella_morbillorum","26","62.3",64.02,"fungi"
"150","2014_ZellerG","Staphylococcus_aureus","82","46.95",52.35,"fungi"
"151","2014_ZellerG","Paenibacillus_polymyxa","30","54.1",52.13,"fungi"
"152","2014_ZellerG","Bacillus_cereus","31","51.98",57.28,"fungi"
"153","2014_ZellerG","Lactobacillus_paragasseri","49","55.24",53.15,"fungi"
"154","2014_ZellerG","Lactobacillus_gasseri","55","51.07",53.71,"fungi"
"155","2014_ZellerG","Lactobacillus_vaginalis","60","59.95",57.18,"fungi"
"156","2014_ZellerG","Lactobacillus_mucosae","8","58.51",57.2,"fungi"
"157","2014_ZellerG","Lactobacillus_crispatus","85","49.94",54.09,"fungi"
"158","2014_ZellerG","Lactobacillus_animalis","54","55.61",53.79,"fungi"
"159","2014_ZellerG","Lactobacillus_fermentum","43","57.5",51.02,"fungi"
"160","2014_ZellerG","Lactobacillus_reuteri","2","51.22",56.62,"fungi"
"161","2014_ZellerG","Lactobacillus_delbrueckii","32","55.99",51.6,"fungi"
"162","2014_ZellerG","Lactobacillus_salivarius","72","49.7",52.92,"fungi"
"163","2014_ZellerG","Lactobacillus_plantarum","49","52",54.12,"fungi"
"164","2014_ZellerG","Lactobacillus_paracasei","53","59.6",55.58,"fungi"
"165","2014_ZellerG","Lactobacillus_ruminis","46","60.43",54.84,"fungi"
"166","2014_ZellerG","Enterococcus_hirae","66","58.39",56.54,"fungi"
"167","2014_ZellerG","Enterococcus_durans","58","55.04",53.03,"fungi"
"168","2014_ZellerG","Enterococcus_faecalis","95","56.54",53.41,"fungi"
"169","2014_ZellerG","Enterococcus_saigonensis","95","49.37",54.39,"fungi"
"170","2014_ZellerG","Enterococcus_faecium","82","55.93",50.12,"fungi"
"171","2014_ZellerG","Lactococcus_garvieae","84","50.92",52.56,"fungi"
"172","2014_ZellerG","Lactococcus_lactis","77","42.3",52.59,"fungi"
"173","2014_ZellerG","Streptococcus_sp_HSISS1","17","44.55",51.51,"fungi"
"174","2014_ZellerG","Streptococcus_sp_I_G2","25","53.21",50.41,"fungi"
"175","2014_ZellerG","Streptococcus_sp_I_P16","70","62.62",57.05,"fungi"
"176","2014_ZellerG","Streptococcus_sp_JS71","15","51.01",51.05,"fungi"
"177","2014_ZellerG","Streptococcus_sp_HSISS3","78","63.64",53.74,"fungi"
"178","2014_ZellerG","Streptococcus_gallolyticus","80","45.38",46.26,"fungi"
"179","2014_ZellerG","Streptococcus_sp_HSISS2","57","64.09",52.01,"fungi"
"180","2014_ZellerG","Streptococcus_sp_A12","18","56.2",55.06,"fungi"
"181","2014_ZellerG","Streptococcus_milleri","35","53.21",54.15,"fungi"
"182","2014_ZellerG","Streptococcus_sp_FDAARGOS_192","17","62.38",56.32,"fungi"
"183","2014_ZellerG","Streptococcus_australis","97","59.9",55.98,"fungi"
"184","2014_ZellerG","Streptococcus_sp_oral_taxon_061","14","52.99",55.02,"fungi"
"185","2014_ZellerG","Streptococcus_vestibularis","7","49.2",50.97,"fungi"
"186","2014_ZellerG","Streptococcus_gordonii","66","58.52",53.95,"fungi"
"187","2014_ZellerG","Streptococcus_mutans","6","49.89",54.36,"fungi"
"188","2014_ZellerG","Streptococcus_equinus","43","55.18",55.41,"fungi"
"189","2014_ZellerG","Streptococcus_mitis","38","53.62",57.62,"fungi"
"190","2014_ZellerG","Streptococcus_sp_HSISM1","55","40.8",47.02,"fungi"
"191","2014_ZellerG","Streptococcus_pneumoniae","48","57.59",51,"fungi"
"192","2014_ZellerG","Streptococcus_oralis","72","54.49",52.32,"fungi"
"193","2014_ZellerG","Streptococcus_parasanguinis","17","52.1",53.57,"fungi"
"194","2014_ZellerG","Streptococcus_thermophilus","55","53.6",52.86,"fungi"
"195","2014_ZellerG","Streptococcus_sanguinis","82","60.95",60.14,"fungi"
"196","2014_ZellerG","Streptococcus_lutetiensis","7","46.05",50.27,"fungi"
"197","2014_ZellerG","Streptococcus_anginosus","10","51.32",52.93,"fungi"
"198","2014_ZellerG","Streptococcus_agalactiae","14","51.88",52.8,"fungi"
"199","2014_ZellerG","Streptococcus_pasteurianus","47","56.02",52.58,"fungi"
"200","2014_ZellerG","Streptococcus_salivarius","86","57.61",55.19,"fungi"
"201","2014_ZellerG","Streptococcus_suis","79","55.87",52.16,"fungi"
"202","2014_ZellerG","Turicibacter_sanguinis","80","48.9",55.32,"fungi"
"203","2014_ZellerG","Turicibacter_sp_H121","40","50.11",49.41,"fungi"
"204","2014_ZellerG","Erysipelotrichaceae_bacterium_SG0102","81","59.23",52.43,"fungi"
"205","2014_ZellerG","Erysipelatoclostridium_ramosum","45","45.48",53.66,"fungi"
"206","2014_ZellerG","Clostridium_innocuum","12","65.29",54.9,"fungi"
"207","2014_ZellerG","Faecalitalea_cylindroides","13","62.21",54.59,"fungi"
"208","2014_ZellerG","Longibaculum_sp_KGMB06250","2","55.1",57.7,"fungi"
"209","2014_ZellerG","Mogibacterium_diversum","78","50.26",53.54,"fungi"
"210","2014_ZellerG","Mageeibacillus_indolicus","4","61.12",55.52,"fungi"
"211","2014_ZellerG","Christensenella_sp_Marseille_P3954","8","60.19",53.76,"fungi"
"212","2014_ZellerG","Christensenella_minuta","1","58.3",53.81,"fungi"
"213","2014_ZellerG","Monoglobus_pectinilyticus","27","47.6",52.49,"fungi"
"214","2014_ZellerG","Intestinimonas_butyriciproducens","43","57.34",50.47,"fungi"
"215","2014_ZellerG","Hungatella_hathewayi","12","56",55.93,"fungi"
"216","2014_ZellerG","Mordavella_sp_Marseille_P3756","16","47.85",51.74,"fungi"
"217","2014_ZellerG","Clostridium_beijerinckii","53","54.68",55.49,"fungi"
"218","2014_ZellerG","Clostridium_butyricum","11","51.14",49.72,"fungi"
"219","2014_ZellerG","Clostridium_botulinum","100","54.46",49.85,"fungi"
"220","2014_ZellerG","Clostridium_perfringens","75","59.27",54.26,"fungi"
"221","2014_ZellerG","Clostridium_sp_SY8519","70","50.23",52.76,"fungi"
"222","2014_ZellerG","Eubacterium_callanderi","2","64.08",55.08,"fungi"
"223","2014_ZellerG","Eubacterium_limosum","91","47.94",48.51,"fungi"
"224","2014_ZellerG","Eubacterium_maltosivorans","30","58.73",55.77,"fungi"
"225","2014_ZellerG","Eubacterium_cellulosolvens","30","57.89",58.01,"fungi"
"226","2014_ZellerG","Eubacterium_eligens","100","54.95",50.52,"fungi"
"227","2014_ZellerG","Filifactor_alocis","99","48.06",52.72,"fungi"
"228","2014_ZellerG","Clostridium_hiranonis","67","55.22",51.84,"fungi"
"229","2014_ZellerG","Romboutsia_ilealis","49","63.18",54.85,"fungi"
"230","2014_ZellerG","Clostridioides_difficile","81","62.47",53.55,"fungi"
"231","2014_ZellerG","Oscillibacter_valericigenes","14","50.68",53.59,"fungi"
"232","2014_ZellerG","Oscillibacter_sp_PEA192","38","54.25",53.91,"fungi"
"233","2014_ZellerG","Dysosmobacter_welbionis","69","59.47",51.4,"fungi"
"234","2014_ZellerG","Ethanoligenens_harbinense","82","55.13",48.08,"fungi"
"235","2014_ZellerG","Caproiciproducens_sp_NJN_50","49","58.43",53.76,"fungi"
"236","2014_ZellerG","Acutalibacter_muris","45","46.82",54.6,"fungi"
"237","2014_ZellerG","Flavonifractor_plautii","49","58.04",55.34,"fungi"
"238","2014_ZellerG","Ruthenibacterium_lactatiformans","15","55.91",54.12,"fungi"
"239","2014_ZellerG","Ruminococcus_albus","100","49.14",56.61,"fungi"
"240","2014_ZellerG","Ruminococcus_sp_JE7A12","40","57.61",55.72,"fungi"
"241","2014_ZellerG","Ruminococcus_champanellensis","12","51.76",53.57,"fungi"
"242","2014_ZellerG","Ruminococcus_bicirculans","94","57.5",57.95,"fungi"
"243","2014_ZellerG","Faecalibacterium_prausnitzii","72","50.3",48.01,"fungi"
"244","2014_ZellerG","Anaerotignum_propionicum","34","47.97",50.8,"fungi"
"245","2014_ZellerG","Herbinix_luporum","2","56.35",55.24,"fungi"
"246","2014_ZellerG","Anaerocolumna_cellulosilytica","21","47.58",51.33,"fungi"
"247","2014_ZellerG","Lachnoanaerobaculum_umeaense","6","54.46",54.47,"fungi"
"248","2014_ZellerG","Pseudobutyrivibrio_xylanivorans","62","64.69",56.31,"fungi"
"249","2014_ZellerG","Butyrivibrio_hungatei","14","62.58",61.55,"fungi"
"250","2014_ZellerG","Butyrivibrio_proteoclasticus","89","61.76",56.56,"fungi"
"251","2014_ZellerG","Butyrivibrio_fibrisolvens","66","57.13",57.62,"fungi"
"252","2014_ZellerG","Anaerobutyricum_hallii","51","63.34",53.67,"fungi"
"253","2014_ZellerG","Lachnoclostridium_phytofermentans","40","70.26",60,"fungi"
"254","2014_ZellerG","Clostridium_sphenoides","73","44.99",49.81,"fungi"
"255","2014_ZellerG","Clostridium_hylemonae","41","51.49",55.16,"fungi"
"256","2014_ZellerG","Lachnoclostridium_sp_YL32","84","48.29",50.69,"fungi"
"257","2014_ZellerG","Clostridium_saccharolyticum","45","52.94",55.96,"fungi"
"258","2014_ZellerG","Clostridium_clostridioforme","81","52.76",49.46,"fungi"
"259","2014_ZellerG","Lachnoclostridium_phocaeense","35","56.75",55.98,"fungi"
"260","2014_ZellerG","Clostridium_scindens","33","51.44",49.05,"fungi"
"261","2014_ZellerG","Clostridium_bolteae","29","57.17",55.67,"fungi"
"262","2014_ZellerG","Roseburia_intestinalis","70","52.6",53.6,"fungi"
"263","2014_ZellerG","Roseburia_hominis","1","54.22",55.97,"fungi"
"264","2014_ZellerG","Blautia_coccoides","15","55.36",52.92,"fungi"
"265","2014_ZellerG","Blautia_sp_YL58","65","58.13",53.76,"fungi"
"266","2014_ZellerG","Blautia_hansenii","5","54.1",55.25,"fungi"
"267","2014_ZellerG","Blautia_sp_N6H1_15","33","47.54",51.65,"fungi"
"268","2014_ZellerG","Blautia_producta","81","53.84",49.7,"fungi"
"269","2014_ZellerG","Ruminococcus_gnavus","83","52.45",51.73,"fungi"
"270","2014_ZellerG","Blautia_sp_SC05B48","16","64.8",57.04,"fungi"
"271","2014_ZellerG","Anaerostipes_caccae","28","50.48",51.85,"fungi"
"272","2014_ZellerG","Anaerostipes_rhamnosivorans","6","62.94",56.32,"fungi"
"273","2014_ZellerG","Anaerostipes_hadrus","32","62.56",56.09,"fungi"
"274","2015_FengQ","Cloacibacillus_porcorum","75","50.07",52.49,"fungi"
"275","2015_FengQ","Fusobacterium_necrophorum","64","60.1",56.95,"fungi"
"276","2015_FengQ","Fusobacterium_periodonticum","23","63.79",57.95,"fungi"
"277","2015_FengQ","Fusobacterium_mortiferum","63","54.93",51.11,"fungi"
"278","2015_FengQ","Fusobacterium_varium","8","48.2",52.65,"fungi"
"279","2015_FengQ","Fusobacterium_ulcerans","97","54.74",56.76,"fungi"
"280","2015_FengQ","Fusobacterium_nucleatum","74","67.35",65.08,"fungi"
"281","2015_FengQ","Brachyspira_pilosicoli","68","58.63",52.92,"fungi"
"282","2015_FengQ","Akkermansia_muciniphila","71","63.63",56.42,"fungi"
"283","2015_FengQ","Campylobacter_jejuni","6","53.63",51.92,"fungi"
"284","2015_FengQ","Campylobacter_coli","84","61.67",54.85,"fungi"
"285","2015_FengQ","Desulfovibrio_fairfieldensis","83","51.37",51.39,"fungi"
"286","2015_FengQ","Desulfovibrio_desulfuricans","68","55.39",54,"fungi"
"287","2015_FengQ","Desulfovibrio_piger","84","52.06",53.33,"fungi"
"288","2015_FengQ","Sutterella_sp_KGMB03119","19","57.22",57.55,"fungi"
"289","2015_FengQ","Sutterella_megalosphaeroides","1","38.43",54.34,"fungi"
"290","2015_FengQ","Oxalobacter_formigenes","45","55.95",53.19,"fungi"
"291","2015_FengQ","Ralstonia_pickettii","84","44.87",50.23,"fungi"
"292","2015_FengQ","Burkholderia_dolosa","60","52.94",52.65,"fungi"
"293","2015_FengQ","Photobacterium_damselae","3","57.52",55.77,"fungi"
"294","2015_FengQ","Haemophilus_parainfluenzae","30","59.18",59.19,"fungi"
"295","2015_FengQ","Succinivibrio_dextrinosolvens","17","54.08",52.14,"fungi"
"296","2015_FengQ","Aeromonas_hydrophila","86","51.54",56.02,"fungi"
"297","2015_FengQ","Aeromonas_veronii","11","50.42",51.11,"fungi"
"298","2015_FengQ","Aeromonas_salmonicida","94","54.28",56.77,"fungi"
"299","2015_FengQ","Acinetobacter_johnsonii","14","41.05",49.64,"fungi"
"300","2015_FengQ","Pseudomonas_aeruginosa","26","51.44",51.93,"fungi"
"301","2015_FengQ","Hafnia_alvei","71","41.37",53.25,"fungi"
"302","2015_FengQ","Raoultella_planticola","39","63.46",52.37,"fungi"
"303","2015_FengQ","Raoultella_ornithinolytica","87","54.87",50.34,"fungi"
"304","2015_FengQ","Kosakonia_cowanii","48","54.28",48.94,"fungi"
"305","2015_FengQ","Shigella_sp_PAMC_28760","65","96.99",66.32,"fungi"
"306","2015_FengQ","Shigella_sonnei","100","53.46",53.04,"fungi"
"307","2015_FengQ","Shigella_flexneri","97","51.99",51.38,"fungi"
"308","2015_FengQ","Citrobacter_sp_TSA_1","3","51.24",53.89,"fungi"
"309","2015_FengQ","Citrobacter_koseri","59","50.1",52.12,"fungi"
"310","2015_FengQ","Citrobacter_braakii","99","51.54",54.46,"fungi"
"311","2015_FengQ","Citrobacter_freundii_complex_sp_CFNIH3","74","58.86",54.07,"fungi"
"312","2015_FengQ","Citrobacter_portucalensis","58","49.02",49.49,"fungi"
"313","2015_FengQ","Citrobacter_freundii","2","47.97",49.5,"fungi"
"314","2015_FengQ","Enterobacter_cloacae_complex_sp_ECNIH7","95","46.96",51.83,"fungi"
"315","2015_FengQ","Enterobacter_kobei","43","55.82",53.47,"fungi"
"316","2015_FengQ","Enterobacter_roggenkampii","25","58.17",56.62,"fungi"
"317","2015_FengQ","Enterobacter_hormaechei","59","56.86",51.87,"fungi"
"318","2015_FengQ","Enterobacter_ludwigii","99","63.01",52.43,"fungi"
"319","2015_FengQ","Enterobacter_asburiae","27","57.55",55.78,"fungi"
"320","2015_FengQ","Enterobacter_cloacae","69","61.73",56.17,"fungi"
"321","2015_FengQ","Klebsiella_grimontii","33","52.06",53.83,"fungi"
"322","2015_FengQ","Klebsiella_michiganensis","8","47.06",56.52,"fungi"
"323","2015_FengQ","Klebsiella_variicola","14","44.64",49.62,"fungi"
"324","2015_FengQ","Klebsiella_quasipneumoniae","10","51.7",52.78,"fungi"
"325","2015_FengQ","Klebsiella_aerogenes","29","40.69",50.51,"fungi"
"326","2015_FengQ","Klebsiella_pneumoniae","43","46.54",49.4,"fungi"
"327","2015_FengQ","Klebsiella_oxytoca","2","58.86",54.23,"fungi"
"328","2015_FengQ","Salmonella_enterica","24","45.49",51.35,"fungi"
"329","2015_FengQ","Escherichia_coli","45","57.75",51.29,"fungi"
"330","2015_FengQ","Ornithobacterium_rhinotracheale","70","57.45",55.02,"fungi"
"331","2015_FengQ","Petrimonas_mucosa","11","51.63",54.03,"fungi"
"332","2015_FengQ","Porphyromonas_asaccharolytica","22","61.86",62.34,"fungi"
"333","2015_FengQ","Porphyromonas_gingivalis","23","57.71",48.76,"fungi"
"334","2015_FengQ","Alloprevotella_sp_E39","5","51.08",45.6,"fungi"
"335","2015_FengQ","Paraprevotella_xylaniphila","74","48.92",49.94,"fungi"
"336","2015_FengQ","Prevotella_sp_oral_taxon_299","88","64.12",53.86,"fungi"
"337","2015_FengQ","Prevotella_scopos","73","51.86",52.04,"fungi"
"338","2015_FengQ","Prevotella_jejuni","89","41.6",48.99,"fungi"
