Gene1,Gene2,CRC_cor,CRC_pVal,CTRL_cor,CTRL_pVal,zScoreDiff,pValDiff,empPVals,pValDiff_adj,Classes,color,width
Sphaerulina musiva,Edhazardia aedis,-0.155654328,0.000875564,0.026609308,0.542955152,2.855032565,0.004303242,0.038293651,0.446238122,-/0,neg,2
Aspergillus rambellii,Leucoagaricus sp. SymC.cos,-0.103455565,0.027510507,0.079166245,0.069916941,2.849023901,0.004385359,0.038343254,0.446238122,-/0,neg,2
Pseudocercospora musae,Phytopythium vexans,0.117939709,0.011909024,-0.063644149,0.145317598,-2.834435594,0.004590671,0.038938492,0.446238122,+/0,pos,1
Rhizophagus clarus,Edhazardia aedis,0.590177135,0,0.460529535,0,-2.79917626,0.005123316,0.040029762,0.446238122,+/+,pos,3
[Candida] arabinofermentans,Schizosaccharomyces pombe,0.149885717,0.00136021,0.318822624,7.22E-14,2.789186315,0.005284066,0.040426587,0.446238122,+/+,pos,1
Erysiphe pulchra,Colletotrichum fioriniae,-0.107347849,0.022160917,0.06890988,0.114787404,2.749830737,0.005962606,0.042013889,0.446238122,-/0,neg,2
Coniochaeta ligniaria,Thielaviopsis punctulata,-0.094113161,0.045046798,0.081252153,0.062834597,2.734926794,0.006239415,0.042609127,0.446238122,-/0,neg,1
Albugo candida,Aspergillus ochraceoroseus,0.225749207,1.18E-06,0.056590882,0.195455848,-2.691843696,0.007105824,0.04360119,0.446238122,+/0,pos,1
Trichoderma atroviride,Choanephora cucurbitarum,0.209470582,6.76E-06,0.042429805,0.331892646,-2.646856418,0.008124384,0.045287698,0.446238122,+/0,pos,1
Schizosaccharomyces pombe,Thielaviopsis punctulata,-0.108387966,0.020894004,0.060179076,0.168562556,2.629824356,0.008542899,0.046031746,0.446238122,-/0,neg,2
Colletotrichum salicis,Thielaviopsis punctulata,-0.096027654,0.040837562,0.072556867,0.096771009,2.628918314,0.008565693,0.046031746,0.446238122,-/0,neg,1
Edhazardia aedis,Choanephora cucurbitarum,0.137325757,0.003369242,0.296375325,4.18E-12,2.602991607,0.009241422,0.047271825,0.446238122,+/+,pos,1
Pneumocystis murina,Thielaviopsis punctulata,-0.100425024,0.032411745,0.063513129,0.146149514,2.556655891,0.01056837,0.04890873,0.446238122,-/0,neg,2
Pseudocercospora musae,Edhazardia aedis,0.306585319,2.46E-11,0.154425712,0.000383438,-2.505908681,0.012213716,0.05109127,0.446238122,+/+,pos,2
Cordyceps sp. RAO-2017,Lipomyces starkeyi,-0.134506853,0.004090054,0.022792802,0.602316906,2.45959756,0.013909289,0.053769841,0.446238122,-/0,neg,2
Paracoccidioides brasiliensis,Colletotrichum salicis,0.10569686,0.024308647,-0.05174042,0.236615401,-2.45580373,0.014056991,0.054017857,0.446238122,+/0,pos,1
Rhizophagus clarus,Tuber magnatum,0.355544082,5.77E-15,0.210886228,1.09E-06,-2.452653049,0.014180704,0.05421627,0.446238122,+/+,pos,2
Rhizophagus clarus,Pichia kudriavzevii,0.267145184,7.39E-09,0.115987421,0.00780815,-2.446400657,0.014429056,0.054563492,0.446238122,+/+,pos,1
Pneumocystis murina,Coniochaeta ligniaria,0.156425189,0.000824559,0.00165275,0.969863877,-2.427611344,0.015198621,0.055357143,0.446238122,+/0,pos,1
Albugo candida,Hyaloscypha variabilis,0.204986866,1.07E-05,0.0527429,0.227643644,-2.413198432,0.015813208,0.05610119,0.446238122,+/0,pos,1
Sphaerulina musiva,Pseudocercospora musae,-0.125874299,0.007245759,0.026757068,0.540716643,2.384704652,0.017092838,0.057986111,0.449230795,-/0,neg,2
Rhizophagus clarus,[Candida] arabinofermentans,0.396576644,0,0.261904547,1.11E-09,-2.355446629,0.018500454,0.059722222,0.452192757,+/+,pos,2
Aspergillus rambellii,Lipomyces starkeyi,-0.13833439,0.003140746,0.011213788,0.797691563,2.340099159,0.019278621,0.060813492,0.452192757,-/0,neg,2
Pneumocystis murina,Edhazardia aedis,0.236967478,3.25E-07,0.372920697,0,2.337163557,0.019430681,0.061011905,0.452192757,+/+,pos,1
Rhizophagus clarus,Coniochaeta ligniaria,0.106152294,0.023698933,-0.043634874,0.318331339,-2.336599339,0.019460027,0.061011905,0.452192757,+/0,pos,1
Pichia kudriavzevii,Edhazardia aedis,0.214688255,3.92E-06,0.070285152,0.107706819,-2.297143196,0.021610602,0.063045635,0.452192757,+/0,pos,1
Pseudocercospora musae,Schizosaccharomyces pombe,0.212352937,5.01E-06,0.068805162,0.115341162,-2.282215282,0.022476633,0.064136905,0.452192757,+/0,pos,1
Pichia kudriavzevii,[Candida] arabinofermentans,0.210206136,6.27E-06,0.068661109,0.11610635,-2.249513065,0.024479873,0.066170635,0.452192757,+/0,pos,1
Sphaerulina musiva,Aspergillus ochraceoroseus,0.24392861,1.42E-07,0.105134374,0.015958154,-2.23092542,0.02568607,0.067013889,0.453241243,+/+,pos,1
Pseudocercospora musae,Lipomyces starkeyi,0.296238205,1.20E-10,0.163987546,0.000160619,-2.17627224,0.02953491,0.070585317,0.463063687,+/+,pos,1
Aspergillus rambellii,Pseudocercospora musae,-0.122001758,0.009265874,0.013734168,0.753555936,2.12087211,0.033932566,0.07514881,0.471497307,-/0,neg,2
Naumovozyma dairenensis,Aspergillus ochraceoroseus,0.125387766,0.007475809,-0.009206104,0.833324255,-2.103916595,0.035385723,0.076636905,0.471497307,+/0,pos,1
Pseudocercospora musae,Albugo candida,0.16492516,0.000417747,0.033266857,0.44687621,-2.071387124,0.038322633,0.07921627,0.471497307,+/0,pos,1
Sphaerulina musiva,Rhizophagus clarus,-0.123315414,0.008530499,0.009077127,0.835625925,2.069168664,0.038530262,0.079265873,0.471497307,-/0,neg,2
Sphaerulina musiva,[Candida] arabinofermentans,-0.099967009,0.033213794,0.032580152,0.456317972,2.067147804,0.038720229,0.079464286,0.471497307,-/0,neg,1
Erysiphe pulchra,Colletotrichum salicis,-0.097840623,0.037162691,0.032071172,0.4633877,2.025819907,0.042783243,0.082043651,0.471497307,-/0,neg,1
Pseudocercospora musae,Tuber magnatum,0.245311711,1.20E-07,0.119648275,0.006054441,-2.025153973,0.042851556,0.082142857,0.471497307,+/+,pos,1
Sphaerulina musiva,Colletotrichum fioriniae,-0.09775995,0.037320036,0.031620909,0.469692232,2.017542036,0.043638979,0.082638889,0.471497307,-/0,neg,1
Leucoagaricus sp. SymC.cos,Choanephora cucurbitarum,0.293692522,1.75E-10,0.171309136,7.98E-05,-2.015720242,0.043829238,0.082936508,0.471497307,+/+,pos,1
Pichia kudriavzevii,Albugo candida,0.257549811,2.60E-08,0.133798117,0.002124752,-2.004670559,0.044998278,0.083581349,0.472237801,+/+,pos,1
Aspergillus kawachii,Lipomyces starkeyi,0.145361553,0.001901319,0.018852898,0.666480862,-1.983924735,0.047264231,0.085962302,0.479580961,+/0,pos,1
Rhizophagus irregularis,Moniliophthora perniciosa,-0.119493816,0.010827888,0.006393263,0.883810559,1.967085029,0.049173409,0.087698413,0.484694085,-/0,neg,2
Paracoccidioides brasiliensis,Lipomyces starkeyi,0.163315195,0.000476389,0.043564357,0.319114797,-1.88523637,0.059397933,0.095039683,0.501609031,+/0,pos,1
Colletotrichum fioriniae,Hyaloscypha variabilis,0.142741727,0.002298505,0.258525341,1.83E-09,1.879097721,0.060231151,0.095634921,0.501609031,+/+,pos,1
Trichoderma atroviride,Colletotrichum fioriniae,0.135528004,0.00381422,0.250859793,5.62E-09,1.866013175,0.062039522,0.097073413,0.501609031,+/+,pos,1
Phytophthora capsici,Coniochaeta ligniaria,0.136986542,0.003449414,0.251606102,5.05E-09,1.855287421,0.063555194,0.098164683,0.501609031,+/+,pos,1
Paracoccidioides brasiliensis,Leucoagaricus sp. SymC.cos,0.102642917,0.028757832,-0.016114157,0.712600665,-1.85291834,0.063894064,0.098263889,0.501609031,+/0,pos,1
Pseudocercospora musae,Colletotrichum fioriniae,0.22690098,1.03E-06,0.336138229,2.44E-15,1.848118052,0.064585267,0.098759921,0.501609031,+/+,pos,1
Paracoccidioides brasiliensis,Schizosaccharomyces pombe,0.150048861,0.001343649,0.034423615,0.431224869,-1.816083857,0.06935751,0.102579365,0.508506452,+/0,pos,1
Erysiphe pulchra,Coniochaeta ligniaria,-0.103231926,0.027849041,0.012686802,0.771808625,1.808855174,0.070473506,0.103472222,0.508506452,-/0,neg,2
Lipomyces starkeyi,Naumovozyma dairenensis,0.165818461,0.000388181,0.051305875,0.240580834,-1.804567645,0.071142365,0.10406746,0.508506452,+/0,pos,1
Pichia kudriavzevii,Aspergillus ochraceoroseus,0.178335191,0.000133437,0.064162631,0.142060908,-1.804550917,0.071144985,0.10406746,0.508506452,+/0,pos,1
Paracoccidioides brasiliensis,Coniochaeta ligniaria,0.126474232,0.006970819,0.011786457,0.787600881,-1.794539162,0.072727154,0.105208333,0.508506452,+/0,pos,1
Cordyceps sp. RAO-2017,Colletotrichum fioriniae,0.236790936,3.32E-07,0.127781232,0.003358243,-1.755962273,0.079094851,0.110515873,0.524480031,+/+,pos,1
Trichophyton mentagrophytes,Trichoderma atroviride,0.127218549,0.006642713,0.016292318,0.709566143,-1.73620412,0.082527749,0.113095238,0.529402671,+/0,pos,1
Pneumocystis murina,Aspergillus ochraceoroseus,0.092939241,0.047803833,-0.016732974,0.702080501,-1.710148256,0.087238461,0.115972222,0.533239575,+/0,pos,1
Coniochaeta ligniaria,Schizosaccharomyces pombe,0.107060695,0.022522206,-0.001176582,0.978543769,-1.690026296,0.091022924,0.118105159,0.534040072,+/0,pos,1
Pseudocercospora musae,Thielaviopsis punctulata,-0.139465288,0.002901361,-0.031757601,0.467773306,1.689447275,0.091133748,0.118105159,0.534040072,-/0,neg,2
Rhizophagus clarus,Choanephora cucurbitarum,0.138226909,0.003164406,0.241330027,2.15E-08,1.665438054,0.095825393,0.122123016,0.538954977,+/+,pos,1
Rhizophagus clarus,Schizosaccharomyces pombe,0.315454253,6.01E-12,0.219560842,3.76E-07,-1.608318094,0.10776553,0.130952381,0.552047944,+/+,pos,2
Sphaerulina musiva,Trichoderma atroviride,-0.093481245,0.046513815,0.009118509,0.834887282,1.600190386,0.109556354,0.13219246,0.554846869,-/0,neg,1
Albugo candida,Colletotrichum fioriniae,0.165064605,0.000412998,0.06408589,0.142539381,-1.593052989,0.111148304,0.132986111,0.55644398,+/0,pos,1
Phytophthora capsici,Cordyceps sp. RAO-2017,0.20102503,1.59E-05,0.296475817,4.11E-12,1.584278998,0.113130243,0.134771825,0.55980495,+/+,pos,1
Naumovozyma dairenensis,Tuber magnatum,0.111110907,0.017870936,0.010629556,0.808020837,-1.57013625,0.116383417,0.136607143,0.560655255,+/0,pos,1
Lipomyces starkeyi,Thielaviopsis punctulata,-0.112909823,0.016089913,-0.014958451,0.732393516,1.531127093,0.125737985,0.142559524,0.572506921,-/0,neg,2
Aspergillus ochraceoroseus,[Candida] arabinofermentans,0.107686156,0.021741724,0.009837986,0.82206896,-1.528533354,0.126380169,0.142956349,0.572506921,+/0,pos,1
Rhizophagus irregularis,Pneumocystis murina,0.130348798,0.005409203,0.223662331,2.24E-07,1.499699319,0.133692307,0.147668651,0.574519115,+/+,pos,1
Pseudocercospora musae,Baudoinia panamericana,0.123239812,0.008571366,0.216576003,5.44E-07,1.496245764,0.134589623,0.148363095,0.575957853,+/+,pos,1
Hyaloscypha variabilis,Choanephora cucurbitarum,0.161487413,0.000552198,0.068308388,0.117996747,-1.469916354,0.14158441,0.152083333,0.578027501,+/0,pos,1
Pseudocercospora musae,Pichia kudriavzevii,0.141065258,0.002590989,0.048714057,0.26520182,-1.450644126,0.146878981,0.155009921,0.579571511,+/0,pos,1
Rhizophagus clarus,Lipomyces starkeyi,0.158753627,0.000686699,0.066936932,0.125576633,-1.447704483,0.147699716,0.155406746,0.579571511,+/0,pos,1
Pneumocystis murina,Tuber magnatum,0.247096144,9.64E-08,0.158759057,0.00026006,-1.434228936,0.151506942,0.157490079,0.579571511,+/+,pos,1
Lipomyces starkeyi,Edhazardia aedis,0.222900947,1.61E-06,0.133866585,0.002113486,-1.431543846,0.15227441,0.157787698,0.579571511,+/+,pos,1
Leucoagaricus sp. SymC.cos,Tuber magnatum,0.107629636,0.021811275,0.01754086,0.688431559,-1.407803424,0.159189286,0.162748016,0.581483306,+/0,pos,1
Pseudocercospora musae,Choanephora cucurbitarum,0.175050923,0.000177854,0.086182519,0.048420856,-1.407340168,0.159326544,0.162896825,0.581483306,+/+,pos,1
Rhizophagus irregularis,Tuber magnatum,0.204836525,1.09E-05,0.117618042,0.006977537,-1.393886021,0.163352026,0.166170635,0.584931166,+/+,pos,1
Rhizophagus clarus,Hyaloscypha variabilis,0.176051055,0.000163041,0.259522038,1.58E-09,1.364030161,0.172558073,0.171775794,0.596378643,+/+,pos,1
Albugo candida,Edhazardia aedis,0.241070076,2.00E-07,0.157876989,0.000281676,-1.348628718,0.177456252,0.175049603,0.597820819,+/+,pos,1
Pichia kudriavzevii,Schizosaccharomyces pombe,0.222686762,1.65E-06,0.13995807,0.001304281,-1.331475412,0.18303263,0.178571429,0.597820819,+/+,pos,1
Hyaloscypha variabilis,Edhazardia aedis,0.202313561,1.40E-05,0.119487383,0.006123375,-1.323452934,0.185684798,0.180406746,0.597820819,+/+,pos,1
Erysiphe pulchra,Phytopythium vexans,-0.123973192,0.008182197,-0.040570944,0.353530323,1.306938151,0.191233718,0.18328373,0.599156275,-/0,neg,2
Tuber magnatum,Edhazardia aedis,0.276792528,1.98E-09,0.198319908,4.68E-06,-1.294510268,0.195489225,0.18640873,0.600947756,+/+,pos,1
Trichoderma atroviride,Leucoagaricus sp. SymC.cos,0.174214719,0.000191197,0.092544981,0.034008668,-1.294159456,0.195610348,0.18655754,0.600947756,+/+,pos,1
Trichoderma atroviride,Schizosaccharomyces pombe,0.118650984,0.011402907,0.036479855,0.404199935,-1.286646158,0.198217648,0.187698413,0.600947756,+/0,pos,1
Rhizophagus clarus,Albugo candida,0.174975048,0.000179027,0.253129031,4.05E-09,1.274863146,0.202357686,0.190376984,0.603572704,+/+,pos,1
Hyaloscypha variabilis,Tuber magnatum,0.231651427,6.03E-07,0.153659414,0.000410262,-1.260687466,0.207421471,0.193799603,0.605320757,+/+,pos,1
Cordyceps sp. RAO-2017,Edhazardia aedis,-0.119744148,0.010662122,-0.039396569,0.367648424,1.258460688,0.208225196,0.194494048,0.605975822,-/0,neg,2
Coniochaeta ligniaria,Tuber magnatum,0.201367543,1.54E-05,0.125053759,0.00410751,-1.220214025,0.222383751,0.20406746,0.620682408,+/+,pos,1
Erysiphe pulchra,Trichoderma atroviride,-0.096165854,0.040547015,-0.018622074,0.670322667,1.210788819,0.225976352,0.205803571,0.621398943,-/0,neg,1
Trichoderma atroviride,Colletotrichum salicis,0.120319501,0.010289629,0.045126632,0.302052307,-1.178250814,0.23869663,0.214831349,0.632064448,+/0,pos,1
Rhizophagus irregularis,Sphaerulina musiva,-0.115593312,0.013722184,-0.042984607,0.325603551,1.137081757,0.25550411,0.226041667,0.638464744,-/0,neg,2
Aspergillus rambellii,Colletotrichum fioriniae,-0.113829478,0.015240983,-0.042160413,0.334974442,1.122123196,0.261810062,0.230555556,0.642782243,-/0,neg,2
Pseudocercospora musae,Coniochaeta ligniaria,0.129708968,0.005643136,0.058863006,0.178085247,-1.112372515,0.265978017,0.233184524,0.644117023,+/0,pos,1
Phytophthora capsici,Trichoderma atroviride,0.11329868,0.015726032,0.043119276,0.324088714,-1.098816623,0.27184806,0.236805556,0.648059429,+/0,pos,1
Pichia kudriavzevii,Tuber magnatum,0.165630435,0.000394237,0.09652703,0.026993838,-1.094161782,0.27388403,0.238343254,0.648059429,+/+,pos,1
Phytophthora capsici,Naumovozyma dairenensis,-0.096408107,0.040041925,-0.026712712,0.541388125,1.088677883,0.276295958,0.239980159,0.648059429,-/0,neg,1
Colletotrichum fioriniae,Leucoagaricus sp. SymC.cos,0.152168985,0.00114464,0.084256283,0.053683176,-1.071787846,0.283815333,0.244593254,0.648059429,+/0,pos,1
Pseudocercospora musae,Hyaloscypha variabilis,0.170300982,0.00026707,0.103496257,0.017686442,-1.059419607,0.289408724,0.248859127,0.652147635,+/+,pos,1
Rhizophagus irregularis,Edhazardia aedis,0.297092292,1.05E-10,0.357104421,0,1.045845494,0.295632373,0.253075397,0.655451217,+/+,pos,1
Cordyceps sp. RAO-2017,Leucoagaricus sp. SymC.cos,-0.120098028,0.010431626,-0.056124502,0.19916965,1.003243269,0.315743501,0.26765873,0.66608934,-/0,neg,2
Cordyceps sp. RAO-2017,Phytopythium vexans,0.340373054,8.90E-14,0.396019298,0,1.001805648,0.316437469,0.268501984,0.66608934,+/+,pos,2
Aspergillus rambellii,Rhizophagus clarus,-0.099468269,0.034106349,-0.037772467,0.387741023,0.964525306,0.334782628,0.28219246,0.677089308,-/0,neg,1
Naumovozyma dairenensis,Leucoagaricus sp. SymC.cos,0.115544876,0.013762043,0.176052999,4.99E-05,0.961965443,0.336066963,0.282837302,0.677089308,+/+,pos,1
Rhizophagus clarus,Paracoccidioides brasiliensis,0.165807605,0.000388528,0.105155667,0.0159367,-0.961398148,0.336352015,0.283184524,0.677089308,+/+,pos,1
Lipomyces starkeyi,Tuber magnatum,0.156835267,0.000798558,0.096248463,0.027440444,-0.958075175,0.338024852,0.284176587,0.677089308,+/+,pos,1
Lipomyces starkeyi,Schizosaccharomyces pombe,0.128977334,0.005921751,0.069367851,0.112390074,-0.936720606,0.348902294,0.291964286,0.677089308,+/0,pos,1
Paracoccidioides brasiliensis,Edhazardia aedis,0.198655503,2.01E-05,0.14044964,0.001253399,-0.932487885,0.351084445,0.293700397,0.677089308,+/+,pos,1
Pneumocystis murina,Paracoccidioides brasiliensis,0.136106993,0.003665416,0.077681678,0.075345352,-0.919580936,0.357791793,0.298462302,0.677089308,+/0,pos,1
Colletotrichum fioriniae,Choanephora cucurbitarum,0.121396246,0.00962343,0.065780746,0.132256125,-0.872972514,0.38267806,0.316666667,0.68452661,+/0,pos,1
Albugo candida,Tuber magnatum,0.225578051,1.20E-06,0.172364804,7.20E-05,-0.862093513,0.388636061,0.32172619,0.68452661,+/+,pos,1
Rhizophagus irregularis,Leucoagaricus sp. SymC.cos,0.139611848,0.002871584,0.085814798,0.049390663,-0.847793158,0.396553174,0.327876984,0.686765611,+/+,pos,1
Pseudocercospora musae,Paracoccidioides brasiliensis,0.163407506,0.00047283,0.11097219,0.010943589,-0.831480374,0.405702311,0.334871032,0.690960296,+/+,pos,1
Rhizophagus irregularis,Naumovozyma dairenensis,0.139341714,0.002926686,0.086963916,0.04641292,-0.825499082,0.409088304,0.337053571,0.691295683,+/+,pos,1
Rhizophagus irregularis,Cordyceps sp. RAO-2017,-0.220331269,2.14E-06,-0.169882461,9.17E-05,0.815988426,0.414506756,0.340674603,0.692346179,-/-,neg,2
Leucoagaricus sp. SymC.cos,Thielaviopsis punctulata,-0.095515522,0.041929629,-0.04386552,0.315777605,0.807515363,0.419369627,0.34469246,0.697036332,-/0,neg,1
Naumovozyma dairenensis,[Candida] arabinofermentans,0.204221254,1.16E-05,0.154505682,0.000380735,-0.799218951,0.424163465,0.348561508,0.699532956,+/+,pos,1
[Candida] arabinofermentans,Tuber magnatum,0.259457055,2.03E-08,0.212152415,9.32E-07,-0.779332234,0.435784031,0.358978175,0.70506716,+/+,pos,1
Rhizophagus irregularis,[Candida] arabinofermentans,0.238782314,2.63E-07,0.191139882,1.03E-05,-0.777159794,0.4370645,0.360168651,0.70506716,+/+,pos,1
Naumovozyma dairenensis,Hyaloscypha variabilis,0.187743452,5.69E-05,0.235437579,4.80E-08,0.776831238,0.437258344,0.36031746,0.70506716,+/+,pos,1
Cordyceps sp. RAO-2017,Colletotrichum salicis,0.194173232,3.11E-05,0.237676709,3.55E-08,0.709925211,0.477750515,0.394394841,0.711661164,+/+,pos,1
Baudoinia panamericana,Edhazardia aedis,0.135654111,0.003781351,0.090656625,0.037844904,-0.709136958,0.47823949,0.394642857,0.711661164,+/+,pos,1
Rhizophagus irregularis,Coniochaeta ligniaria,-0.092602746,0.0486197,-0.048797088,0.264387175,0.684927783,0.493389493,0.406597222,0.7128824,-/0,neg,1
Lipomyces starkeyi,Baudoinia panamericana,0.094697701,0.043724581,0.051442418,0.239329815,-0.676551451,0.498690591,0.411607143,0.713122214,+/0,pos,1
Albugo candida,Leucoagaricus sp. SymC.cos,0.147574967,0.001615838,0.189744961,1.20E-05,0.675270547,0.499503893,0.412599206,0.713447543,+/+,pos,1
Pseudocercospora musae,Leucoagaricus sp. SymC.cos,0.192594053,3.61E-05,0.152040484,0.000472776,-0.650213512,0.515554314,0.426785714,0.723512548,+/+,pos,1
Trichoderma atroviride,Pseudocercospora musae,0.236619476,3.39E-07,0.19758762,5.08E-06,-0.637270454,0.523948693,0.434176587,0.723834241,+/+,pos,1
Schizosaccharomyces pombe,Tuber magnatum,0.226206595,1.12E-06,0.187035766,1.61E-05,-0.63657077,0.52440447,0.434375,0.723834241,+/+,pos,1
Phytophthora capsici,Tuber magnatum,0.094893309,0.04328948,0.056707377,0.194536149,-0.597485447,0.55018332,0.457142857,0.723834241,+/0,pos,1
Pichia kudriavzevii,Lipomyces starkeyi,0.147962678,0.001570082,0.110258104,0.011470758,-0.596509697,0.550834778,0.457787698,0.723834241,+/+,pos,1
