"Gene1","Gene2","adenoma_cor","adenoma_pVal","CTRL_cor","CTRL_pVal","zScoreDiff","pValDiff","empPVals","pValDiff_adj","Classes","type","abs_zScoreDiff"
"Pichia kudriavzevii","Naumovozyma dairenensis",0.263186812344445,5.89928145888763e-07,0.00894232237477973,0.838033074111591,-3.7622049047988,0.000168421972182509,0.0294414414414414,0.783763472069942,"+/0","Eukaryota",3.7622049047988
"Romboutsia ilealis","Fusobacterium periodonticum",0.354117963455789,8.87800943871753e-12,0.109661057291049,0.0119286481388863,-3.75431847940561,0.000173813751482331,0.0296576576576577,0.783763472069942,"+/+","Bacteria",3.75431847940561
"Naumovozyma dairenensis","Choanephora cucurbitarum",0.28512333792245,5.69342561984598e-08,0.0361142378190582,0.408929930919222,-3.71215412856001,0.000205502777250846,0.0301621621621622,0.783763472069942,"+/0","Eukaryota",3.71215412856001
"Butyrivibrio proteoclasticus","Romboutsia ilealis",0.0108830258107154,0.839228492633251,0.261111083885728,1.24580723515066e-09,3.70200369199237,0.000213903504849818,0.0303063063063063,0.783763472069942,"0/+","Bacteria",3.70200369199237
"Streptococcus sp. HSISS1","Streptococcus sp. FDAARGOS 192",0.983370310770349,0,0.993214416203486,0,3.69556211780067,0.000219400828208301,0.0304864864864865,0.783763472069942,"+/+","Bacteria",3.69556211780067
"Streptococcus equinus","Streptococcus sp. I-P16",0.583871336816525,0,0.392230748878595,0,-3.66541646400467,0.000246936407564188,0.0308108108108108,0.783763472069942,"+/+","Bacteria",3.66541646400467
"Streptococcus sp. JS71","Streptococcus sp. HSISS3",0.176599808596061,0.000906067586401438,0.406038257923585,0,3.64382626891733,0.000268614767196944,0.0309189189189189,0.783763472069942,"+/+","Bacteria",3.64382626891733
"Streptococcus thermophilus","Escherichia coli",-0.0341172914660596,0.524660411972299,0.212650541005405,8.78035710361047e-07,3.61046124463455,0.000305652972084436,0.0315675675675676,0.783763472069942,"0/+","Bacteria",3.61046124463455
"Streptococcus equinus","Streptococcus sp. I-G2",0.537678072063578,0,0.33732324774655,1.99840144432528e-15,-3.60668361540499,0.000310135424039439,0.0316036036036036,0.783763472069942,"+/+","Bacteria",3.60668361540499
"Fusobacterium periodonticum","Streptococcus milleri",0.280135110883526,9.86586230489195e-08,0.0384837973154844,0.378859950465741,-3.59962653928084,0.000318674530349388,0.0316756756756757,0.783763472069942,"+/0","Bacteria",3.59962653928084
"Fusobacterium nucleatum","Porphyromonas asaccharolytica",0.0321540233871079,0.548806295201725,0.274099934124705,1.67853730914658e-10,3.5967459452372,0.000322222915021316,0.0316756756756757,0.783763472069942,"0/+","Bacteria",3.5967459452372
"Gemella morbillorum","Moniliophthora perniciosa",0.289003346619154,3.68472279355103e-08,0.0486197641356859,0.266129060728993,-3.59232752575696,0.000327737566745586,0.0317477477477477,0.783763472069942,"+/0","Intersect",3.59232752575696
"Romboutsia ilealis","Pichia kudriavzevii",-0.0153982739470675,0.774064991014613,0.225451957032054,1.78148161555924e-07,3.53417118015505,0.000409056059972706,0.0326486486486487,0.783763472069942,"0/+","Intersect",3.53417118015505
"Streptococcus sp. I-G2","Streptococcus sp. HSISS3",0.181292259757064,0.000654851196700612,0.403165499031693,0,3.52424400573286,0.000424692963546754,0.0327927927927928,0.783763472069942,"+/+","Bacteria",3.52424400573286
"Lactobacillus ruminis","Pichia kudriavzevii",0.226658228351445,1.86003136790625e-05,-0.0121986430217443,0.780359803024024,-3.50632121512986,0.000454346551681165,0.0331171171171171,0.783763472069942,"+/0","Intersect",3.50632121512986
"Fusobacterium periodonticum","Aspergillus rambellii",0.268485061105699,3.41729814667957e-07,0.0341952811674563,0.434288950749712,-3.47973792081869,0.000501904499098469,0.0334414414414414,0.783763472069942,"+/0","Intersect",3.47973792081869
"Porphyromonas asaccharolytica","Edhazardia aedis",-0.104615166123716,0.0505195891336503,0.132545250832047,0.00234083304617938,3.44086095450633,0.000579866434678649,0.0338738738738739,0.783763472069942,"0/+","Intersect",3.44086095450633
"Gemella morbillorum","Fusobacterium periodonticum",0.257841446537857,1.01125788320999e-06,0.0257518106221812,0.556036150090397,-3.43664763146417,0.000588961282202834,0.0339099099099099,0.783763472069942,"+/0","Bacteria",3.43664763146417
"Streptococcus sp. I-P16","Streptococcus sp. HSISS3",0.180908366193258,0.000672681733497882,0.397334885098104,0,3.42973665876617,0.000604167305738327,0.0339099099099099,0.783763472069942,"+/+","Bacteria",3.42973665876617
"Bifidobacterium angulatum","Bifidobacterium adolescentis",0.296682891961173,1.52722976487496e-08,0.0692051091550995,0.113237423985028,-3.41535597840897,0.000636987048747636,0.0341621621621622,0.783763472069942,"+/0","Bacteria",3.41535597840897
"Pichia kudriavzevii","Choanephora cucurbitarum",0.0997059987070311,0.0624199177649514,0.323607424127343,2.88657986402541e-14,3.40193494237949,0.000669105639459302,0.0343063063063063,0.783763472069942,"0/+","Eukaryota",3.40193494237949
"Streptococcus sp. A12","Streptococcus sp. HSISS1",0.301849561505297,8.32054825039563e-09,0.498025758274459,0,3.39458711371439,0.000687321697188702,0.0344864864864865,0.783763472069942,"+/+","Bacteria",3.39458711371439
"Aspergillus rambellii","Phytopythium vexans",0.194585259152314,0.000249862193783201,-0.0374696130618952,0.391560283701061,-3.38681565029023,0.000707088835938959,0.0347027027027027,0.783763472069942,"+/0","Eukaryota",3.38681565029023
"Streptococcus anginosus","Bifidobacterium adolescentis",0.223287740263997,2.48969461740245e-05,-0.00715618257716551,0.870061785426464,-3.38225858516856,0.000718924365945628,0.0347747747747748,0.783763472069942,"+/0","Bacteria",3.38225858516856
"Bifidobacterium bifidum","Bifidobacterium longum",0.316035813357343,1.47551704188231e-09,0.0929875149758375,0.033159209847323,-3.3780709029462,0.000729962567310181,0.0348828828828829,0.783763472069942,"+/+","Bacteria",3.3780709029462
"Parvimonas micra","Streptococcus sp. I-G2",0.229267295756833,1.47970064943159e-05,5.39746368395999e-05,0.999015597002702,-3.36914916723299,0.000754006111697201,0.0350630630630631,0.783763472069942,"+/0","Bacteria",3.36914916723299
"Dialister pneumosintes","Porphyromonas asaccharolytica",0.0811873558626918,0.129532926736214,0.304724395670522,9.61675183930311e-13,3.36901849550672,0.000754363666724972,0.0350630630630631,0.783763472069942,"0/+","Bacteria",3.36901849550672
"Porphyromonas asaccharolytica","Debaryomyces hansenii",0.23348046211997,1.01692672855869e-05,0.0058703636577641,0.893254326428073,-3.34944239652764,0.000809743910709682,0.0353513513513514,0.783763472069942,"+/0","Intersect",3.34944239652764
"Streptococcus sp. A12","Pichia kudriavzevii",0.0151773660122652,0.777220480906413,0.241148173912161,2.20612901280504e-08,3.33236674479978,0.000861106972614596,0.0358198198198198,0.783763472069942,"0/+","Intersect",3.33236674479978
"Romboutsia ilealis","Pneumocystis murina",0.383473554760135,1.04805053524615e-13,0.171884327844543,7.54296472122995e-05,-3.3280894035349,0.000874437993572139,0.0358558558558559,0.783763472069942,"+/+","Intersect",3.3280894035349
"Fusobacterium periodonticum","Phytopythium vexans",0.121303835910846,0.0232284587571185,-0.105195845986594,0.0158962865284296,-3.28438127970564,0.00102206548672103,0.0367207207207207,0.783763472069942,"+/-","Intersect",3.28438127970564
"Moniliophthora perniciosa","Trichoderma atroviride",0.185703252546594,0.000479086453252897,-0.0350151124967952,0.423345749299757,-3.21828770449197,0.00128958394640143,0.0384144144144144,0.783763472069942,"+/0","Eukaryota",3.21828770449197
"Parvimonas micra","Streptococcus sp. JS71",0.219191699673127,3.52731913770832e-05,0.000192578602914906,0.996487713443087,-3.21397958945713,0.00130908978421579,0.0385945945945946,0.783763472069942,"+/0","Bacteria",3.21397958945713
"Streptococcus sp. HSISS3","Choanephora cucurbitarum",0.236697316012575,7.60095183727216e-06,0.018871008909798,0.666179786876509,-3.21087512416995,0.00132331426384271,0.0387027027027027,0.783763472069942,"+/0","Intersect",3.21087512416995
"Lactobacillus ruminis","Bifidobacterium bifidum",0.334393266373511,1.36929356742144e-10,0.125568467303169,0.00395547524589879,-3.19835057486235,0.00138216141454293,0.0389189189189189,0.783763472069942,"+/+","Bacteria",3.19835057486235
"Parvimonas micra","Fusobacterium periodonticum",0.228852468505563,1.53478315418898e-05,0.0114462580862982,0.793591166710864,-3.19834589711468,0.00138218383704325,0.0389189189189189,0.783763472069942,"+/0","Bacteria",3.19834589711468
"Phytophthora capsici","Hyaloscypha variabilis",0.0112451887640131,0.833954700545386,0.227284666614137,1.40659440539537e-07,3.17737218010039,0.00148616183448091,0.0392792792792793,0.783763472069942,"0/+","Eukaryota",3.17737218010039
"Streptococcus sp. I-P16","Colletotrichum fioriniae",0.186687228979353,0.000446390701293709,-0.0309318470051056,0.479431283975605,-3.17398786207999,0.00150359978470906,0.0393153153153153,0.783763472069942,"+/0","Intersect",3.17398786207999
"Clostridium beijerinckii","Colletotrichum salicis",0.179265988080878,0.000754156064734168,-0.038101134555891,0.383621935313091,-3.16676213171757,0.00154146349433041,0.0395315315315315,0.783763472069942,"+/0","Intersect",3.16676213171757
"Rhizophagus clarus","[Candida] arabinofermentans",0.452025640787792,0,0.261904547083144,1.10562758948163e-09,-3.16311329535798,0.00156091572740107,0.0396756756756757,0.783763472069942,"+/+","Eukaryota",3.16311329535798
"Streptococcus anginosus","Streptococcus thermophilus",0.0876060735261726,0.101788579052302,0.294600349847577,5.67856872635275e-12,3.11509597441118,0.0018388506842283,0.0409009009009009,0.783763472069942,"0/+","Bacteria",3.11509597441118
"Streptococcus sp. I-G2","Colletotrichum fioriniae",0.185811236711803,0.000475392639660122,-0.0269194202804675,0.538262362230049,-3.10290855541954,0.00191628842010298,0.0414054054054054,0.783763472069942,"+/0","Intersect",3.10290855541954
"Lipomyces starkeyi","Hyaloscypha variabilis",-0.0391575276192841,0.465249767349978,0.172496024587532,7.10394130964964e-05,3.08117511875113,0.0020618534566336,0.0421261261261261,0.783763472069942,"0/+","Eukaryota",3.08117511875113
"Clostridium beijerinckii","Edhazardia aedis",0.402863564234882,4.44089209850063e-15,0.212884991511703,8.53493078878387e-07,-3.0444402944913,0.00233113696147105,0.0431711711711712,0.783763472069942,"+/+","Intersect",3.0444402944913
"Butyrivibrio proteoclasticus","Clostridium beijerinckii",0.243646771015309,3.99603016099093e-06,0.429073453041692,0,3.03349485452148,0.00241738833697063,0.0435675675675676,0.783763472069942,"+/+","Bacteria",3.03349485452148
