"Gene1","Gene2","adenoma_cor","adenoma_pVal","CTRL_cor","CTRL_pVal","zScoreDiff","pValDiff","empPVals","pValDiff_adj","Classes","type","abs_zScoreDiff"
"Bifidobacterium angulatum","Bifidobacterium adolescentis",0.296682891961173,1.52722976487496e-08,0.0692051091550995,0.113237423985028,-3.41535597840897,0.000636987048747636,0.025,0.733536468243164,"+/0","Bacteria",3.41535597840897
"Pichia kudriavzevii","Choanephora cucurbitarum",0.0997059987070311,0.0624199177649514,0.323607424127343,2.88657986402541e-14,3.40193494237949,0.000669105639459302,0.0251488095238095,0.733536468243164,"0/+","Eukaryota",3.40193494237949
"Aspergillus rambellii","Phytopythium vexans",0.194585259152314,0.000249862193783201,-0.0374696130618952,0.391560283701061,-3.38681565029023,0.000707088835938959,0.0253968253968254,0.733536468243164,"+/0","Eukaryota",3.38681565029023
"Streptococcus anginosus","Bifidobacterium adolescentis",0.223287740263997,2.48969461740245e-05,-0.00715618257716551,0.870061785426464,-3.38225858516856,0.000718924365945628,0.0254464285714286,0.733536468243164,"+/0","Bacteria",3.38225858516856
"Bifidobacterium bifidum","Bifidobacterium longum",0.316035813357343,1.47551704188231e-09,0.0929875149758375,0.033159209847323,-3.3780709029462,0.000729962567310181,0.0254960317460317,0.733536468243164,"+/+","Bacteria",3.3780709029462
"Dialister pneumosintes","Porphyromonas asaccharolytica",0.0811873558626918,0.129532926736214,0.304724395670522,9.61675183930311e-13,3.36901849550672,0.000754363666724972,0.0256944444444444,0.733536468243164,"0/+","Bacteria",3.36901849550672
"Porphyromonas asaccharolytica","Debaryomyces hansenii",0.23348046211997,1.01692672855869e-05,0.0058703636577641,0.893254326428073,-3.34944239652764,0.000809743910709682,0.0259424603174603,0.733536468243164,"+/0","Intersect",3.34944239652764
"Romboutsia ilealis","Pneumocystis murina",0.383473554760135,1.04805053524615e-13,0.171884327844543,7.54296472122995e-05,-3.3280894035349,0.000874437993572139,0.0264880952380952,0.733536468243164,"+/+","Intersect",3.3280894035349
"Fusobacterium periodonticum","Phytopythium vexans",0.121303835910846,0.0232284587571185,-0.105195845986594,0.0158962865284296,-3.28438127970564,0.00102206548672103,0.0275297619047619,0.733536468243164,"+/-","Intersect",3.28438127970564
"Moniliophthora perniciosa","Trichoderma atroviride",0.185703252546594,0.000479086453252897,-0.0350151124967952,0.423345749299757,-3.21828770449197,0.00128958394640143,0.0292162698412698,0.733536468243164,"+/0","Eukaryota",3.21828770449197
"Lactobacillus ruminis","Bifidobacterium bifidum",0.334393266373511,1.36929356742144e-10,0.125568467303169,0.00395547524589879,-3.19835057486235,0.00138216141454293,0.0297619047619048,0.733536468243164,"+/+","Bacteria",3.19835057486235
"Parvimonas micra","Fusobacterium periodonticum",0.228852468505563,1.53478315418898e-05,0.0114462580862982,0.793591166710864,-3.19834589711468,0.00138218383704325,0.0297619047619048,0.733536468243164,"+/0","Bacteria",3.19834589711468
"Phytophthora capsici","Hyaloscypha variabilis",0.0112451887640131,0.833954700545386,0.227284666614137,1.40659440539537e-07,3.17737218010039,0.00148616183448091,0.0299603174603175,0.733536468243164,"0/+","Eukaryota",3.17737218010039
"Clostridium beijerinckii","Colletotrichum salicis",0.179265988080878,0.000754156064734168,-0.038101134555891,0.383621935313091,-3.16676213171757,0.00154146349433041,0.0302083333333333,0.733536468243164,"+/0","Intersect",3.16676213171757
"Rhizophagus clarus","[Candida] arabinofermentans",0.452025640787792,0,0.261904547083144,1.10562758948163e-09,-3.16311329535798,0.00156091572740107,0.030406746031746,0.733536468243164,"+/+","Eukaryota",3.16311329535798
"Streptococcus anginosus","Streptococcus thermophilus",0.0876060735261726,0.101788579052302,0.294600349847577,5.67856872635275e-12,3.11509597441118,0.0018388506842283,0.0316964285714286,0.733536468243164,"0/+","Bacteria",3.11509597441118
"Lipomyces starkeyi","Hyaloscypha variabilis",-0.0391575276192841,0.465249767349978,0.172496024587532,7.10394130964964e-05,3.08117511875113,0.0020618534566336,0.0330357142857143,0.733536468243164,"0/+","Eukaryota",3.08117511875113
"Clostridium beijerinckii","Edhazardia aedis",0.402863564234882,4.44089209850063e-15,0.212884991511703,8.53493078878387e-07,-3.0444402944913,0.00233113696147105,0.0339285714285714,0.733536468243164,"+/+","Intersect",3.0444402944913
"Butyrivibrio proteoclasticus","Clostridium beijerinckii",0.243646771015309,3.99603016099093e-06,0.429073453041692,0,3.03349485452148,0.00241738833697063,0.0343253968253968,0.733536468243164,"+/+","Bacteria",3.03349485452148
"Pichia kudriavzevii","Albugo candida",0.330242760657456,2.3768720325279e-10,0.13379811658319,0.00212475172691207,-3.01014046535371,0.00261126896758015,0.0350198412698413,0.733536468243164,"+/+","Eukaryota",3.01014046535371
"Fusobacterium periodonticum","Moniliophthora perniciosa",0.314521407618353,1.78257808514104e-09,0.118623412718812,0.00650573884165473,-2.97946495802073,0.0028875225498744,0.0357142857142857,0.733536468243164,"+/+","Intersect",2.97946495802073
"Pneumocystis murina","Hyaloscypha variabilis",-0.0197444735689533,0.712798851251604,0.178195049400924,4.02329322763961e-05,2.88553780628576,0.00390745527643703,0.0381448412698413,0.733536468243164,"0/+","Eukaryota",2.88553780628576
"Roseburia intestinalis","Clostridium beijerinckii",0.341048162511126,5.55799850587846e-11,0.154982398493792,0.00036498642986893,-2.87357998267852,0.00405848299939475,0.0384920634920635,0.733536468243164,"+/+","Bacteria",2.87357998267852
"Gemella morbillorum","Choanephora cucurbitarum",0.167774678101671,0.00163323722727249,-0.0294560480754909,0.500654515851267,-2.870748279468,0.00409501473393343,0.0385416666666667,0.733536468243164,"+/0","Intersect",2.870748279468
"Anaerostipes hadrus","Aspergillus ochraceoroseus",0.0662405634463379,0.216394495256381,0.259034090736688,1.69956626550061e-09,2.86922466348506,0.00411479411231137,0.0385912698412698,0.733536468243164,"0/+","Intersect",2.86922466348506
"Erysiphe pulchra","Phytophthora capsici",-0.0865133106971585,0.106146957266528,0.110623075230906,0.0111985772714864,2.85583748818758,0.00429234774997143,0.0388392857142857,0.733536468243164,"0/+","Eukaryota",2.85583748818758
"Streptococcus milleri","Trichoderma atroviride",0.208431726993162,8.54118538147208e-05,0.0148167471916427,0.734832942145104,-2.84003808953952,0.00451081474196091,0.0392857142857143,0.733536468243164,"+/0","Intersect",2.84003808953952
"Trichoderma atroviride","Phytopythium vexans",0.261355037990315,7.10542783943779e-07,0.0708945943753787,0.104681472924457,-2.83765672079364,0.00454460301278016,0.0392857142857143,0.733536468243164,"+/0","Eukaryota",2.83765672079364
"Rhizophagus clarus","Edhazardia aedis",0.600754947593213,0,0.460529534751161,0,-2.83471089875078,0.00458671721723307,0.0395337301587302,0.733536468243164,"+/+","Eukaryota",2.83471089875078
"Fusobacterium nucleatum","Phytopythium vexans",0.139799225309543,0.0088208468555071,-0.0542770545514391,0.214386169128261,-2.81604001446629,0.00486196106730528,0.0401785714285714,0.733536468243164,"+/0","Intersect",2.81604001446629
"Bifidobacterium angulatum","Colletotrichum fioriniae",0.141387517825496,0.00807361622681313,-0.0524918266435188,0.229867619085653,-2.81358551017613,0.00489923540316384,0.0402281746031746,0.733536468243164,"+/0","Intersect",2.81358551017613
"Pseudocercospora musae","Tuber magnatum",0.304628559396399,5.97216054387673e-09,0.119648275034134,0.00605444116449982,-2.80648716796683,0.00500849072620632,0.0405753968253968,0.733536468243164,"+/+","Eukaryota",2.80648716796683
"Aspergillus ochraceoroseus","Colletotrichum fioriniae",0.139638512473442,0.0088997813301559,-0.0531864908513415,0.223751839283859,-2.7978830009888,0.00514387416737701,0.040922619047619,0.733536468243164,"+/0","Eukaryota",2.7978830009888
"Anaerostipes hadrus","Aspergillus rambellii",0.208197412189616,8.70298357316113e-05,0.0193689736186062,0.657922950743496,-2.77075992066862,0.00559256448252321,0.0419642857142857,0.733536468243164,"+/0","Intersect",2.77075992066862
"Gemella morbillorum","Cordyceps sp. RAO-2017",0.258374389526758,9.58863276334654e-07,0.0728938260073621,0.0952271331141821,-2.76249354098467,0.0057361696708761,0.0422619047619048,0.733536468243164,"+/0","Intersect",2.76249354098467
"Lactococcus garvieae","Adlercreutzia equolifaciens",0.196288041412193,0.00021981290627493,0.00868754096912699,0.842586720237044,-2.74572821244742,0.0060376758955015,0.042906746031746,0.733536468243164,"+/0","Bacteria",2.74572821244742
"[Eubacterium] eligens","Adlercreutzia equolifaciens",0.208440944650151,8.53487866270264e-05,0.0235177059918631,0.590819877997864,-2.71451070744042,0.00663737546442138,0.0439484126984127,0.733536468243164,"+/0","Bacteria",2.71451070744042
"Streptococcus anginosus","Trichoderma atroviride",0.174831635206254,0.00102188393689095,-0.0103217218843731,0.813476954729788,-2.69934492000818,0.00694761277823206,0.0446924603174603,0.733536468243164,"+/0","Intersect",2.69934492000818
"Clostridium beijerinckii","Rhizophagus clarus",0.353405437501768,9.83346737370994e-12,0.181850275855913,2.76771168554735e-05,-2.67719617735905,0.0074241151284795,0.0459325396825397,0.733536468243164,"+/+","Intersect",2.67719617735905
"Rhizophagus irregularis","Colletotrichum salicis",0.0475603369822631,0.375029621137257,-0.135915047897881,0.00180068214690321,-2.66165136034863,0.00777583718267404,0.0464285714285714,0.733536468243164,"0/-","Eukaryota",2.66165136034863
"Pseudocercospora musae","Albugo candida",0.212251339776725,6.27166902378296e-05,0.0332668572675582,0.446876209646008,-2.63120243045921,0.00850833401789239,0.0475694444444444,0.733536468243164,"+/0","Eukaryota",2.63120243045921
"Lactobacillus ruminis","Bifidobacterium longum",0.221885704018503,2.80706611763826e-05,0.0435907731240862,0.318821157422063,-2.6279048097168,0.00859125529648341,0.0476686507936508,0.733536468243164,"+/0","Bacteria",2.6279048097168
"[Candida] arabinofermentans","Choanephora cucurbitarum",0.209282998976194,7.97687261271385e-05,0.0312319781133253,0.475175846122936,-2.61576394145053,0.00890280832504393,0.0481150793650794,0.733536468243164,"+/0","Eukaryota",2.61576394145053
"Porphyromonas asaccharolytica","Erysiphe pulchra",-0.0903892743317182,0.0913273825058407,0.0898470352560724,0.0395986906455084,2.60922934140153,0.00907464012369458,0.0485615079365079,0.733536468243164,"0/+","Intersect",2.60922934140153
"Porphyromonas asaccharolytica","Rhizophagus clarus",-0.170776473283221,0.00134081714920065,0.0081575640339488,0.852075531439132,2.60774903465108,0.00911397477584115,0.0486111111111111,0.733536468243164,"-/0","Intersect",2.60774903465108
"Streptococcus thermophilus","Cordyceps sp. RAO-2017",0.125240767145075,0.0190835850385658,-0.0546588074167359,0.211175264313818,-2.60761981583836,0.00911741558550322,0.0486111111111111,0.733536468243164,"+/0","Intersect",2.60761981583836
"Parvimonas micra","Phytopythium vexans",0.248371866936922,2.5523590079235e-06,0.0743091125081642,0.0889562158171016,-2.58762971714546,0.00966388016585111,0.049156746031746,0.733536468243164,"+/0","Intersect",2.58762971714546
"Aspergillus rambellii","Trichoderma atroviride",0.117469674612228,0.0279913339336804,-0.0609255890187353,0.163333194728762,-2.58452730699997,0.00975125824563147,0.0494047619047619,0.733536468243164,"+/0","Eukaryota",2.58452730699997
"Anaerostipes hadrus","Pichia kudriavzevii",0.072804864993205,0.174151064184972,0.246501041141685,1.04578368187447e-08,2.58069387717679,0.00986019729878404,0.0495039682539683,0.733536468243164,"0/+","Intersect",2.58069387717679
"Erysiphe pulchra","Lipomyces starkeyi",-0.0952568031520291,0.0751143379742465,0.082439813493837,0.0590735995102905,2.57237356536205,0.0101003840891689,0.0496031746031746,0.733536468243164,"0/0","Eukaryota",2.57237356536205
